date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2006-03-14_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,1495748000.0,1460155000.0,1400053000.0,1363899000.0,1294001000.0,1194407000.0,969305000.0,613703000.0,543425000.0,475558000.0,415732000.0,411389000.0,412895000.0,388523000.0,348074000.0,254833000.0,327291000.0,283483000.0,234450000.0,200122000.0,205634000.0,178740000.0,146045000.0,125259000.0,84569000.0,50693000.0
,costOfRevenue,474973000.0,430594000.0,416396000.0,405542000.0,388927000.0,363508000.0,310913000.0,202693000.0,180601000.0,160585000.0,145506000.0,139711000.0,133961000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,1020775000.0,1029561000.0,983657000.0,958357000.0,905074000.0,830899000.0,658392000.0,411010000.0,362824000.0,314973000.0,270226000.0,271678000.0,278934000.0,0.0,0.0,254833000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.682451188301773,0.705103910201314,0.702585544975797,0.70265980105565,0.699438408471091,0.695658180168067,0.679241312074115,0.669721347296657,0.667661590835902,0.662322997405154,0.650000481079157,0.660391989090617,0.675556739606922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,65388000.0,54262000.0,53451000.0,41385000.0,40751000.0,40090000.0,40878000.0,25601000.0,23307000.0,20694000.0,0.0,0.0,0.0,26273000.0,22235000.0,9637000.0,19148000.0,47275000.0,27063000.0,21254000.0,4628000.0,19757000.0,14845000.0,12993000.0,7927000.0,4628000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4169000.0,3842000.0,2932000.0,2870000.0,2211000.0,2187000.0,1742000.0,1225000.0,653000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
