Date,2017-12-31,2016-12-31
Cash and cash equivalents,370414.0,869058.0
Short-term investments,0.0,0.0
Cash and short-term investments,370414.0,869058.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,151057980.0,150100471.0
Property, Plant & Equipment Net,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,151057980.0,150100471.0
Tax assets,0.0,0.0
Total non-current assets,6000000.0,6000000.0
Total assets,151449690.0,151030821.0
Payables,0.0,0.0
Short-term debt,0.0,0.0
Total current liabilities,235030.0,19380.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,0.0,0.0
Tax Liabilities,235030.0,19380.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,6000000.0,6000000.0
Total liabilities,6235030.0,6019380.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),191127.0,-12092.0
Total shareholders equity,5000001.0,5000001.0
Investments,151057980.0,150100471.0
Net Debt,-370414.0,-869058.0
Other Assets,21296.0,61292.0
Other Liabilities,235030.0,19380.0
