Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,0.0,0.0,0.0,1758.0,525954.0,632558.0,1500.0,1500.0
Revenue Growth,0.0,0.0,-1,-0.996657502367127,-0.168528419528328,420.705333333333,0,
Cost of Revenue,0.0,0.0,0.0,132411.0,340658.0,345519.0,5164.0,97190.0
Gross Profit,0.0,0.0,0.0,-130653.0,185296.0,137093.0,-95690.0,-95690.0
R&D Expenses,4209981.0,2328087.0,770427.0,2359593.0,2577465.0,1105110.0,0.0,0.0
SG&A Expense,7224252.0,4859369.0,6479193.0,8846963.0,8625917.0,8558835.0,3172649.0,3333500.0
Operating Expenses,11434233.0,7649171.0,7968590.0,12627965.0,14827713.0,10921736.0,3333500.0,3333500.0
Operating Income,-11434233.0,-7649171.0,-7968590.0,-12758618.0,-14642417.0,-10784643.0,-3429190.0,-3429190.0
Interest Expense,0.0,0.0,0.0,0.0,15769.0,360.0,17992.0,17992.0
Earnings before Tax,-11404934.0,-8122581.0,-6368885.0,-12758187.0,-14657926.0,-10784708.0,-3442269.0,-3442269.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-11404934.0,-8122581.0,-6368885.0,-15760323.0,-14657926.0,-10784708.0,-3442269.0,-3442269.0
Preferred Dividends,0.0,2568132.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-11404934.0,-8122581.0,-6368885.0,-15760323.0,-14657926.0,-10784708.0,-3442269.0,-3442269.0
EPS,-5.5,-0.91,-2.16,-0.55,-0.61,-0.7,-0.38,-68.4
EPS Diluted,-5.5,-0.91,-2.16,-0.55,-0.61,-0.7,-0.38,-68.4
Weighted Average Shs Out,4157746.0,11697273.0,2947282.0,28427523.0,24038578.0,15484414.0,9117746.0,
Weighted Average Shs Out (Dil),4157746.0,11697273.0,2947282.0,28427523.0,24038578.0,15484414.0,9117746.0,50654.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,-74.319112628,0.352304574164,0.216727952219,-63.7933333333,-63.7933
EBITDA Margin,0.0,0.0,0.0,-6900.04550626,-26.7665252094,-12.3722551924,-2275.71133333,
EBIT Margin,0.0,0.0,0.0,-7257.46188851,-27.8397293299,-17.0492555623,-2286.12666667,-2282.8513
Profit Margin,0.0,0.0,0.0,-8964.91638225,-27.8692166996,-17.0493583197,-2294.846,
Free Cash Flow margin,0.0,0.0,0.0,-7937.02844141,-20.0691505341,-13.9592638145,-2328.24266667,-2419.53
EBITDA,-11317246.0,-7440767.0,-7622244.0,-12130280.0,-14077961.0,-7826169.0,-3413567.0,-3408654.0
EBIT,-11434233.0,-7649171.0,-7968590.0,-12758618.0,-14642417.0,-10784643.0,-3429190.0,-3424277.0
Consolidated Income,-11404934.0,-8122581.0,-6368885.0,-15760323.0,-14657926.0,-10784708.0,-3442269.0,-3442269.0
Earnings Before Tax Margin,0.0,0.0,0.0,-7257.21672355,-27.8692166996,-17.0493583197,-2294.846,-2294.846
Net Profit Margin,0.0,0.0,0.0,-8964.91638225,-27.8692166996,-17.0493583197,-2294.846,-2294.846
