date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-12-30_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,3121469000.0,2294965000.0,2100802000.0,2136606000.0,1753250000.0,1639578000.0,1647824000.0,1427933000.0,1656750000.0,1429061000.0,1429061000.0,1608650000.0,819407000.0,1107042000.0,1102280000.0,1376818000.0,1075232000.0,1791880000.0,1352867000.0,1222236000.0,1440581000.0,3043946000.0,1790912000.0,1489151000.0,1266274000.0,1171615000.0,1191022000.0,677440000.0
,costOfRevenue,2671456000.0,955136000.0,880408000.0,912734000.0,793683000.0,723935000.0,769016000.0,619132000.0,770713000.0,715368000.0,715368000.0,735901000.0,507774000.0,608850000.0,588847000.0,716386000.0,663464000.0,1068007000.0,953968000.0,989567000.0,1181808000.0,1669699000.0,1047752000.0,947174000.0,734370000.0,724624000.0,646382000.0,378933000.0
,grossProfit,1785741000.0,1339829000.0,1220394000.0,1223872000.0,959567000.0,915643000.0,878808000.0,808801000.0,886037000.0,713693000.0,713693000.0,872749000.0,311633000.0,498192000.0,513433000.0,660432000.0,411768000.0,723873000.0,398899000.0,232669000.0,258773000.0,1374247000.0,743160000.0,541977000.0,531904000.0,446991000.0,544640000.0,298507000.0
,grossProfitRatio,0.572083528620659,0.583812389295697,0.580918144594303,0.572811271708495,0.547307571652645,0.558462604401864,0.533314237442834,0.566413830340779,0.534804285498717,0.499413950839047,0.499413950839047,0.542535044913437,0.380315276779427,0.450020866416992,0.465791813332366,0.479679957699565,0.382957352459748,0.403974038440074,0.294854557025931,0.19036339953986,0.179630996105044,0.451468915677216,0.41496176249866,0.363950331430459,0.420054427398809,0.3815169658975,0.457287942624066,0.440639761454889
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,322824000.0,301505000.0,305665000.0,291025000.0,292250000.0,291639000.0,264055000.0,251382000.0,195600000.0,195600000.0,197022000.0,164835000.0,216461000.0,204344000.0,208702000.0,223015000.0,262000000.0,254600000.0,293922000.0,288657000.0,300920000.0,228570000.0,195158000.0,162500000.0,143931000.0,123487000.0,70442000.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270084000.0,362562000.0,256392000.0,212885000.0,194103000.0,180265000.0,176797000.0,129935000.0
,SellingAndMarketingExpenses,464769000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233711000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,392565000.0,-29522000.0,-1431000.0,-1758000.0,-704000.0,4817000.0,-372000.0,0.0,0.0,0.0,48668000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
