Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Depreciation & Amortization,2178409.0,2047746.0,1622094.0,1449202.0,1216083.0,699869.0,476400.0,404765.0,358502.0,498014.0,434499.0
Stock-based compensation,1729025.0,2003207.0,2319975.0,1404899.0,1074727.0,794865.0,753727.0,470710.0,535347.0,167725.0,115218.0
Operating Cash Flow,14732653.0,4547540.0,6298053.0,11552751.0,6848220.0,11528751.0,4339056.0,3826331.0,5297219.0,629345.0,2090643.0
Capital Expenditure,-2511646.0,-1106801.0,-2016451.0,-1549399.0,-4438846.0,-1377553.0,-1011953.0,-550618.0,-27253.0,-451629.0,-180933.0
Acquisitions and disposals,0.0,-10350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,-10450393.0,-1151075.0,-9523075.0,-15075.0,-1281000.0,-2172000.0,917000.0,-9123000.0,445031.0,382871.0,-1540625.0
Investing Cash flow,-12962039.0,-12607876.0,-11539526.0,-1641612.0,-5744264.0,-3586097.0,-113806.0,-9714041.0,417778.0,-91857.0,-1721558.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33081.0,-62126.0
Issuance (buybacks) of shares,316495.0,-1438570.0,-3283905.0,469509.0,-594592.0,832037.0,200047.0,284826.0,267833.0,49577.0,91067.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,-236670.0,-1927998.0,-4236737.0,31972.0,-1224239.0,440882.0,-95436.0,284826.0,280311.0,16496.0,28941.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,1533944.0,-9988334.0,-9478210.0,9943111.0,-120283.0,8383536.0,4129814.0,-5602884.0,5995308.0,553984.0,398026.0
Free Cash Flow,12221007.0,3440739.0,4281602.0,10003352.0,2409374.0,10151198.0,3327103.0,3275713.0,5269966.0,177716.0,1909710.0
Net Cash/Marketcap,0.1459,0.0958,0.1282,0.1266,0.1411,0.1451,0.0912,0.2295,0.1834,0.2006,0.1281
