Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,18595.0,28370.0,31960.0,26721.0,14620.0,21767.0,42566.0,0.0
Stock-based compensation,1457720.0,2716142.0,2372615.0,1150418.0,1892835.0,979151.0,127488.0,0.0
Operating Cash Flow,-12078825.0,-16702015.0,-18281938.0,-15356304.0,-17304163.0,-8588456.0,-3178393.0,-7295.0
Capital Expenditure,0.0,0.0,-59650.0,-28689.0,-59608.0,-1206.0,-12316.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,11286281.0,3126020.0,3295775.0,-24989710.0,0.0,0.0,0.0,0.0
Investing Cash flow,11293281.0,3126020.0,3229125.0,-25018399.0,-38361.0,-1206.0,-12316.0,0.0
Issuance (repayment) of debt,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,652334.0,11226028.0,605870.0,32716307.0,16064.0,48476246.0,0.0,30000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,10652334.0,11226028.0,605870.0,32716307.0,-255119.0,48476246.0,0.0,30238.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,9866790.0,-2349967.0,-14446943.0,-7658396.0,-17597643.0,39886584.0,-3190709.0,22943.0
Free Cash Flow,-12078825.0,-16702015.0,-18341588.0,-15384993.0,-17363771.0,-8589662.0,-3190709.0,-7295.0
Net Cash/Marketcap,0.358,0.2944,0.3994,0.188,0.4113,0.4962,1.0525,1.0525
