Date,2018-12-31,2017-12-31,2016-12-31
Revenue,322448191.0275,193857617.896,63237005.0396
Revenue Growth,0.663324838750911,2.06557240929743,
Cost of Revenue,179868162.0839,120063784.7642,37148308.1353
Gross Profit,142580028.9436,73793833.1318,26088696.9042
R&D Expenses,0.0,0.0,0.0
SG&A Expense,235017510.8538,122079050.786,44473146.1483
Operating Expenses,235017510.8538,122079050.786,44473146.1483
Operating Income,-92437481.9103,-48285217.6542,-18384449.2441
Interest Expense,7510998.5528,839782.3458,0.0
Earnings before Tax,-119839218.5239,-59685157.1947,-18310727.1418
Income Tax Expense,770188.1331,368198.3071,55867.5306
Net Income - Non-Controlling int,289.4356,11940.7497,-6911.4471
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-120609406.657,-60053355.5018,-18366594.6724
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-120609406.657,-60053355.5018,-18366594.6724
EPS,-1.6729,-1.2031,-0.3715
EPS Diluted,-1.6729,-1.2031,-0.3715
Weighted Average Shs Out,26810006.3676,,
Weighted Average Shs Out (Dil),20862220.9841,15070338.7243,14207395.3924
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.4422,0.3807,0.4126
EBITDA Margin,-0.0446,-0.0407,-0.0371
EBIT Margin,-0.3484,-0.3035,-0.2896
Profit Margin,-0.0541,-0.0469,-0.0418
Free Cash Flow margin,-0.0793,0.0121,0.1373
EBITDA,-99239218.5239,-52166263.6034,-16310295.1764
EBIT,-112328219.9711,-58845374.8489,-18310727.1418
Consolidated Income,-120609117.2214,-60041414.7521,-18373506.1195
Earnings Before Tax Margin,-0.3717,-0.3079,-0.2896
Net Profit Margin,-0.374,-0.3098,-0.2904
