date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-12-30_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-99594000.0,-272966000.0,33682000.0,-223359000.0,-34618000.0,11058000.0,17672000.0,16441000.0,154958000.0,30605000.0,-11769445.0,-11770000.0,-83940471.0,-74340640.0,-37974467.0,-24019372.0,-35530247.0,-44740764.0,-25734302.0
,depreciationAndAmortization,41298000.0,34573000.0,11479000.0,23234000.0,21582000.0,15012000.0,8473000.0,6999000.0,4663000.0,4625000.0,3950591.0,8519518.0,7692887.0,445947.0,-655002.0,1582557.0,1812006.0,3069749.0,-740201.0
,deferredIncomeTax,4667000.0,-1978000.0,-14505000.0,-54044000.0,-11190000.0,3975000.0,6681000.0,9520000.0,-133042000.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,8100000.0,14250000.0,21252000.0,32814000.0,36386000.0,33467000.0,29437000.0,25139000.0,21418000.0,19303000.0,17777242.0,17777242.0,12277929.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-30645000.0,-273123000.0,90113000.0,172982000.0,-235969000.0,65970000.0,24065000.0,36498000.0,-39407000.0,56679921.0,-216702159921.0,216698698972.0,12935486.0,135674455.0,38446274.0,43717752.0,-19461340.0,9067401.0,-1288298.0
,accountsReceivables,1890000.0,1347000.0,57972000.0,-29112000.0,-19965000.0,744000.0,-1427000.0,-4457000.0,-3499000.0,-556000.0,-16532684.0,16532684.0,-1116527.0,0.0,0.0,0.0,0.0,0.0,-213886.0
,inventory,-3456000.0,3793000.0,8440000.0,5505000.0,-6660000.0,-9639000.0,-665000.0,-5124000.0,7427000.0,10036000.0,-31525663.0,-31734565000.0,-618664.0,2732629.0,-1503245.0,536356.0,-3820236.0,-423200.0,0.0
,accountsPayables,-8971000.0,-60564000.0,-3488000.0,-3571000.0,37625000.0,-825000.0,13180000.0,-5785000.0,11743000.0,0.0,0.0,24706199.0,0.0,0.0,0.0,0.0,0.0,0.0,-200072.0
,otherWorkingCapital,84083000.0,114728000.0,387851000.0,297738000.0,124756000.0,360725000.0,294755000.0,270690000.0,234192000.0,273599000.0,216919079.0,216919079000.0,220380028.0,207444542.0,71770087.0,33323813.0,-10393939.0,9067401.0,0.0
,otherNonCashItems,-25953000.0,-81482000.0,60531000.0,51542000.0,18317000.0,-2709000.0,6518000.0,50000.0,67000.0,30605000.0,0.0,0.0,0.0,12490986.0,7796296.0,3437611.0,0.0,0.0,1480402.0
,netCashProvidedByOperatingActivites,-61006000.0,-128167000.0,150793000.0,96500000.0,35347000.0,38481000.0,75020000.0,39285000.0,52119000.0,66336000.0,-19216004.0,-19216004.0,38634337.0,-49155272.0,-25676722.0,-23459878.0,-20146754.0,-26939029.0,-24489950.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4390000.0,-90426000.0,-33328000.0,-13688000.0,-6192000.0,-5921000.0,-5084000.0,-4043000.0,-10384000.0,-2192000.0,-2446185.0,-2446185.0,-1147502.0,-6806443.0,-11336068.0,-527458.0,-199664.0,-531770.0,-747981.0
,acquisitionsNet,0.0,0.0,0.0,4000000.0,-266000000.0,0.0,-476000000.0,-7000000.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-226587000.0,-249107000.0,0.0,-40215000.0,-434670000.0,-580381000.0,-221429000.0,-322455000.0,-266736000.0,-310954844.0,-310954844000.0,-310378132.0,-326034154.0,-147148940.0,-46293380.0,-11520820.0,-19179583.0,-18669923.0
,salesMaturitiesOfInvestments,63750000.0,316508000.0,98273000.0,0.0,239966000.0,356500000.0,770490000.0,191000000.0,264750000.0,227500000.0,325750000.0,325750000.0,296400000.0,191550000.0,107750000.0,12986000.0,18735000.0,40283788.0,9248922.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,-317952847.0,0.0,0.0,0.0,0.0,-3000000.0,-2000000.0,0.0
,netCashUsedForInvestingActivites,59360000.0,-505000.0,-176865000.0,-10713000.0,-73788000.0,-85236000.0,-293825000.0,-45092000.0,-71283000.0,-45023000.0,5350968.0,5350968.0,-16405056.0,-141290597.0,-50735008.0,-33834838.0,4014516.0,18572435.0,-10168982.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-597000.0,-55813000.0,-657000.0,-2409000.0,0.0,0.0,0.0,0.0,0.0,-1962000.0,0.0,-6849879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,24000.0,15198000.0,10479000.0,75520000.0,18096000.0,16015000.0,0.0,0.0,3962000.0,8369976.0,8369976000.0,2542110.0,205057386.0,74659467.0,61910395.0,20443.0,0.0,0.0
,commonStockRepurchased,0.0,-91000.0,-1744000.0,-60000.0,0.0,0.0,0.0,0.0,0.0,0.0,-328757.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1071000.0,-4670000.0,0.0,53509000.0,-29589000.0,-307000.0,-8078000.0,-818000.0,-1253000.0,0.0,-6849879.0,8041219.0,-7069895.0,-1621371.0,1505719.0,2754988.0,14523477.0,0.0,55965695.0
,netCashUsedProvidedByFinancingActivities,-1668000.0,-60550000.0,12797000.0,61519000.0,45931000.0,17789000.0,352937000.0,11968000.0,3086000.0,2000000.0,1191340.0,1191340.0,-4527785.0,203248370.0,75121237.0,63634325.0,16164425.0,11130533.0,55965695.0
