Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,-55115000.0,-69567000.0,-51874000.0,-82744000.0,-11517000.0,-62885000.0,-131788000.0,0.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,0.0,0.0,0.0,0.0,0.0,-389000.0,0.0,0.0
Issuance (repayment) of debt,91435000.0,42738000.0,14389000.0,57968000.0,21473000.0,28177000.0,53164000.0,0.0
Issuance (buybacks) of shares,2402000.0,52221000.0,52520000.0,49619000.0,-5794000.0,55551000.0,84629000.0,10000.0
Dividend payments,-28182000.0,-26524000.0,-20570000.0,-16714000.0,-13028000.0,-10300000.0,-1955000.0,0.0
Financing Cash Flow,65655000.0,68435000.0,46339000.0,90873000.0,2651000.0,73428000.0,135838000.0,10000.0
Effect of forex changes on cash,-13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,10540000.0,-1132000.0,-5535000.0,8129000.0,-8866000.0,10154000.0,4050000.0,10000.0
Free Cash Flow,-55115000.0,-69567000.0,-51874000.0,-82744000.0,-11517000.0,-62885000.0,-131788000.0,0.0
Net Cash/Marketcap,-1.5083,-0.8241,-0.8241,-0.8241,-0.8241,-0.8241,-0.8241,
