date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,revenue,6686079000.0,5580805000.0,4056247000.0,2514809000.0
,costOfRevenue,3772298000.0,2762087000.0,2144699000.0,1324380000.0
,grossProfit,2913781000.0,2818718000.0,1911548000.0,1190429000.0
,grossProfitRatio,0.435798171095496,0.505073730402693,0.471260256093872,0.473367559922046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,563893000.0,427366000.0,581668000.0,153177000.0
,SellingAndMarketingExpenses,617463000.0,565170000.0,351439000.0,245759000.0
,otherExpenses,22904000.0,-1909000.0,-8054000.0,-12021000.0
,operatingExpenses,0.0,992536000.0,933107000.0,398936000.0
,costAndExpenses,4953654000.0,3754623000.0,3077806000.0,1723316000.0
,interestExpense,109232000.0,38138000.0,31209000.0,104544000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,376335000.0,128348000.0,95363000.0,51571000.0
,EBITDA,2108760000.0,1954530000.0,1073804000.0,843064000.0
,EBITDARatio,0.315395615277654,0.350223668449265,0.264728454652786,0.335239773676649
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1732425000.0,1826182000.0,978441000.0,791493000.0
,operatingIncomeRatio,0.259109262693426,0.327225552586052,0.241218298589805,0.314732848498633
,totalOtherIncomeExpensesNet,22904000.0,-1909000.0,-8054000.0,-12021000.0
,incomeBeforeTax,1774691000.0,1912539000.0,1217623000.0,683504000.0
,incomeBeforeTaxRatio,0.265430755454729,0.342699485110123,0.300184628796027,0.271791615188271
,incomeTaxExpense,482391000.0,545514000.0,307215000.0,204710000.0
,netIncome,1291658000.0,1365597000.0,909267000.0,478781000.0
,netIncomeRatio,0.193186170848415,0.244695344130461,0.224164603388305,0.190384637560944
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.93594642701969,4.1613,2.8625,1.825398
,EPSDiluted,3.93594642701969,4.1475,2.8582,1.825398
,weightedAverageShsOut,328169609.0,328169609.0,317647562.0,262288607.0
,weightedAverageShsOutDil,328169609.0,329259656.0,318126671.0,262288607.0
