date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,68397000000.0,44998000000.0,43310000000.0,40604000000.0,37242000000.0,32053000000.0,29564000000.0,24420000000.0,5101278000.0,4847382000.0,4069353000.0,3480515000.0,2751516000.0,2235734000.0,1546863000.0,1038428000.0,748250000.0,451109000.0,129341000.0
,costOfRevenue,28266000000.0,18521000000.0,18354000000.0,17708000000.0,16550000000.0,14898000000.0,15409000000.0,12255000000.0,2930051000.0,2913431000.0,2317875000.0,2004324000.0,1561943000.0,1244743000.0,922158000.0,584083000.0,0.0,122211000.0,63567000.0
,grossProfit,40131000000.0,26477000000.0,24956000000.0,22896000000.0,20692000000.0,17155000000.0,14155000000.0,12165000000.0,2171227000.0,1933951000.0,1751478000.0,1476191000.0,1189573000.0,990991000.0,624705000.0,454345000.0,0.0,328898000.0,65774000.0
,grossProfitRatio,0.586736260362297,0.588403929063514,0.576217963518818,0.563885331494434,0.555609258364212,0.535207312888029,0.47879177377892,0.498157248157248,0.425624127914613,0.398968144041464,0.43040699590328,0.424130049719654,0.43233366624072,0.443250851845524,0.40385282988862,0.437531538055599,0.0,0.729087648439734,0.508531710749105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,18926000000.0,14139000000.0,13161000000.0,12259000000.0,11378000000.0,10189000000.0,8863000000.0,7382000000.0,696789000.0,643959000.0,621660000.0,567730000.0,447582000.0,352020000.0,243618000.0,162476000.0,0.0,94073000.0,55161000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-405000000.0,-8000000.0,-54000000.0,-73000000.0,-6000000.0,-11000000.0,-11000000.0,89000000.0,4880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
