date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,1957362.0,2092032.0,1749133.0,5389014.0,9512796.0,9929940.0,13665257.653808,11033026.850869,7859789.109697,5147660.13712,4358127.699568,2865100.754465,1270533.278554,1532740.583662
,costOfRevenue,446239.0,458436.0,366258.0,3477821.0,7091761.0,6938134.0,8711593.990662,6652964.489984,4664417.036077,3127302.644466,2614500.679891,1341330.340942,582004.930156,807425.02272
,grossProfit,1511123.0,1633596.0,1382875.0,1911193.0,2421035.0,2991806.0,4953663.663146,4380062.360885,3195372.073621,2020357.492654,1743627.019677,1523770.413523,688528.348398,725315.560941
,grossProfitRatio,0.772020198614257,0.780865684654919,0.790605974502797,0.354646137493798,0.254502987344625,0.301291447883874,0.362500568129837,0.396995531696727,0.406546795216009,0.392480746365735,0.400086261779304,0.531838334532683,0.541920750931937,0.473214821002578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,19914443.0,20020959.0,16060857.0,17489092.0,19364503.0,17181395.0,11101118.136554,6430795.38304,4000739.824895,2570781.58668,1820396.736522,2567025.11699,2548783.073131,2771799.454711
,GeneralAndAdministrativeExpenses,13206537.0,9031262.0,12850536.0,15684783.0,5892672.0,6776306.0,10139456.092897,4474787.043211,3889458.500447,1238363.369246,2164723.644217,2382447.71273,2842892.358258,0.0
,SellingAndMarketingExpenses,2196803.0,1645985.0,829912.0,886226.0,696638.0,655669.0,151983.012594,73701.362736,169951.650031,188398.628795,190712.486002,636350.873842,2667120.788825,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27087.169442,0.0,0.0,239025.472473,0.0
,operatingExpenses,36394822.0,31573455.0,32551479.0,34798122.0,137854886.0,24691914.0,21464216.184553,11056592.503545,8149210.41786,5823549.461312,4298931.171013,5778354.502913,9704988.496302,8151614.662224
,costAndExpenses,36841061.0,32031891.0,32917737.0,38275943.0,144946647.0,31630048.0,30175810.175215,17709556.993529,12813627.453937,8950852.105779,6913431.850904,7119684.843854,10286993.426459,8959039.684944
,interestExpense,1035957.0,133082.0,0.0,0.0,0.0,2538.0,6656.272074,8593.405149,10607.842546,11604.3095,11565.149576,9784.165791,35141.331142,14274.462284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,768101.0,182202.0,60206.0,93196.0,119977.0,78544.0,71658.942508,77308.714558,89060.442488,56542.605289,123098.304271,192530.799351,1909499.589154,207463.394931
,EBITDA,-34115598.0,-29757657.0,-31108398.0,-32793733.0,-135313874.0,-21621564.0,-16438893.578899,-6599221.428102,-4864777.901752,-3746649.363369,-2432205.847065,-4062053.290039,-7106960.558751,-7218835.706351
,EBITDARatio,-17.4293758640456,-14.2242838541667,-17.7850386448601,-6.08529371050066,-14.224406157769,-2.17741134387519,-1.20296989602081,-0.598133360618281,-0.618945093036922,-0.727835417173669,-0.558085034384397,-1.41776978827312,-5.59368312401818,-4.70975700865431
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-34883699.0,-29939859.0,-31168604.0,-32886929.0,-135433851.0,-21700108.0,-16510552.521407,-6676530.14266,-4953838.34424,-3803191.968658,-2555304.151336,-4254584.08939,-9016460.147905,-7426299.101282
,operatingIncomeRatio,-17.8217922898268,-14.3113771682269,-17.8194591263214,-6.10258741209431,-14.2370183277346,-2.18532116004729,-1.20821377391345,-0.605140387393704,-0.630276242161283,-0.738819554389968,-0.586330719861489,-1.48496840216164,-7.09659502832281,-4.84511154753872
,totalOtherIncomeExpensesNet,8801024.0,-5214193.0,-30056047.0,13458817.0,48961720.0,-5437499.0,-91723.377496,334738.018539,4582457.304263,27087.169442,-9910.414334,0.0,-19225179.129006,-634268.403514
,incomeBeforeTax,-29219098.0,-35102222.0,-107935775.0,-22424293.0,-86294370.0,-26563139.0,-16419807.728753,-6339632.033209,-353194.013047,0.0,0.0,0.0,0.0,-7907658.285368
,incomeBeforeTaxRatio,-14.9277946542336,-16.779008160487,-61.7081576986999,-4.1611124038646,-9.07139919745993,-2.6750553376959,-1.20157322640583,-0.574604967331306,-0.0449368307619409,0.0,0.0,0.0,0.0,-5.15916285486168
