date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,22537000.0,55784000.0,39421000.0,16056000.0,31542000.0,24324000.0,10816000.0,14505000.0,12070000.0,18337000.0
,depreciationAndAmortization,19511000.0,19430000.0,16071000.0,13446000.0,13368000.0,7599000.0,6000000.0,5442000.0,3700000.0,1248000.0
,deferredIncomeTax,0.0,12608000.0,10522000.0,12032000.0,14541000.0,6474000.0,4064000.0,1024000.0,0.0,0.0
,stockBasedCompensation,2175000.0,2364000.0,334000.0,548000.0,492000.0,413000.0,240000.0,358000.0,243000.0,131000.0
,changeInWorkingCapital,-34410000.0,-2772000.0,-1026000.0,3000.0,-4121000.0,-2398000.0,836000.0,2115000.0,-3666000.0,5090000.0
,accountsReceivables,-7199000.0,1399000.0,-431000.0,-1137000.0,-505000.0,945000.0,646000.0,1581000.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,1430000.0,1785000.0,1211000.0,66000.0,-88000.0,50000.0,-912000.0,-575000.0,-610000.0
,otherWorkingCapital,268123000.0,-4807471000.0,-4676440000.0,-3609286000.0,-2630497000.0,0.0,0.0,0.0,0.0,5035000.0
,otherNonCashItems,432669000.0,25372000.0,31724000.0,36700000.0,9571000.0,59289000.0,2848000.0,10201000.0,-1310000.0,-9881000.0
,netCashProvidedByOperatingActivites,499147000.0,119406000.0,97060000.0,70456000.0,25543000.0,73521000.0,21498000.0,30990000.0,17897000.0,9020000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2589000.0,-5538000.0,-7200000.0,-6182000.0,-2071000.0,-6008000.0,-2920000.0,-3593000.0,-10651000.0,-1391000.0
,acquisitionsNet,0.0,70000000.0,36000000.0,-19000000.0,-5000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-269859000.0,-200313000.0,-76348000.0,-262253000.0,-201297000.0,-84477000.0,-38914000.0,-95574000.0,-200947000.0,-23248000.0
,salesMaturitiesOfInvestments,242292000.0,273329000.0,159131000.0,287413000.0,201966000.0,106965000.0,70835000.0,164897000.0,136522000.0,70047000.0
,otherInvestingActivites,-2364000.0,3356000.0,12684000.0,-954000.0,-17814000.0,-16652000.0,10928000.0,10684000.0,41292000.0,-59469000.0
,netCashUsedForInvestingActivites,-1312433000.0,54459000.0,-6661000.0,-234614000.0,-360350000.0,-229334000.0,30092000.0,-100170000.0,20852000.0,38858000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-455275000.0,-532812000.0,-891012000.0,-324055000.0,-825500000.0,-81677000.0,-125357000.0,-8546000.0,-24493000.0,-69652000.0
,commonStockIssued,2524000.0,0.0,0.0,0.0,71475000.0,0.0,0.0,1970000.0,135000.0,275000.0
,commonStockRepurchased,-39625000.0,-6655000.0,0.0,0.0,0.0,0.0,0.0,-9000.0,-88000.0,-10718000.0
,dividendsPaid,-24958000.0,-23790000.0,-20307000.0,-14192000.0,-9853000.0,-7692000.0,-7766000.0,-7566000.0,-5231000.0,-2815000.0
,otherFinancingActivites,5065000.0,0.0,0.0,0.0,-129000.0,-380000.0,0.0,16222000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,760421000.0,6940000.0,-91901000.0,188644000.0,313048000.0,208385000.0,21590000.0,41857000.0,-65530000.0,23345000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-52865000.0,180805000.0,-1502000.0,24486000.0,-21759000.0,52572000.0,73180000.0,-27323000.0,-26781000.0,71223000.0
,cashAtEndOfPeriod,341640000.0,394505000.0,213700000.0,215202000.0,190716000.0,212475000.0,159903000.0,86723000.0,57156000.0,83937000.0
,cashAtBeginningOfPeriod,394505000.0,213700000.0,215202000.0,190716000.0,212475000.0,159903000.0,86723000.0,114046000.0,83937000.0,12714000.0
,operatingCashFlow,499147000.0,119406000.0,97060000.0,70456000.0,25543000.0,73521000.0,21498000.0,30990000.0,17897000.0,9020000.0
,capitalExpenditure,-2589000.0,1647000.0,3879000.0,6189000.0,6199000.0,-6008000.0,-2920000.0,-3593000.0,-10651000.0,-1391000.0
,freeCashFlow,496558000.0,113868000.0,89860000.0,64274000.0,23472000.0,67513000.0,18578000.0,27397000.0,7246000.0,7629000.0
