Date,2018-12-31,2017-12-31
Depreciation & Amortization,6026000.0,2704000.0
Stock-based compensation,5244000.0,3068000.0
Operating Cash Flow,10829000.0,13832000.0
Capital Expenditure,-15838000.0,-7803000.0
Acquisitions and disposals,-1618000.0,-4957000.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-17456000.0,-12760000.0
Issuance (repayment) of debt,0.0,0.0
Issuance (buybacks) of shares,7782000.0,462000.0
Dividend payments,0.0,0.0
Financing Cash Flow,7782000.0,462000.0
Effect of forex changes on cash,47000.0,-54000.0
Net cash flow / Change in cash,1202000.0,1480000.0
Free Cash Flow,-5009000.0,6029000.0
Net Cash/Marketcap,0.0721,0.0721
