date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,revenue,26816000000.0,30895000000.0,28865000000.0,24424000000.0,25411000000.0,24804000000.0,34292000000.0,32974000000.0,31582000000.0,29962000000.0,27819000000.0,24523000000.0,28365000000.0,27731000000.0,25900000000.0,23347000000.0,28248000000.0,24961000000.0,22725000000.0,21081000000.0,22321000000.0,20227000000.0,18133000000.0,16836000000.0,15121000000.0,14599000000.0,13271000000.0,12390000000.0,19312000000.0,17511000000.0,15840000000.0,15168000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,5718000000.0,5911000000.0,5250000000.0,5534000000.0,5561000000.0,5321000000.0,6478000000.0,6570000000.0,6980000000.0,6252000000.0,5566000000.0,5080000000.0,6090000000.0,5438000000.0,5065000000.0,7602000000.0,8453000000.0,10762000000.0,10311000000.0,11011000000.0,10579000000.0,9718000000.0,9250000000.0,8356000000.0,7652000000.0,7581000000.0,6765000000.0,6487000000.0,11559000000.0,7582000000.0,8904000000.0,8142000000.0
,SellingAndMarketingExpenses,6747000000.0,7114000000.0,6470000000.0,3217000000.0,3650000000.0,3109000000.0,11073000000.0,10267000000.0,9971000000.0,9930000000.0,8644000000.0,6467000000.0,7361000000.0,7817000000.0,6516000000.0,5841000000.0,5083000000.0,3901000000.0,1548000000.0,1301000000.0,1515000000.0,1424000000.0,1228000000.0,1118000000.0,1071000000.0,977000000.0,1063000000.0,1091000000.0,1179000000.0,1074000000.0,1032000000.0,1079000000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
