date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,1304028000.0,1336542000.0,1399074000.0,1059574000.0,743177000.0,775737000.0,635738000.0,601577000.0,503457000.0,374263000.0,383366000.0,406167000.0,418424000.0,329248000.0,320767000.0,321429000.0,269608000.0,132300000.0,109900000.0,115600000.0
,costOfRevenue,560644000.0,574936000.0,611872000.0,446065000.0,322792000.0,328400000.0,242661000.0,222452000.0,193743000.0,139264000.0,142302000.0,145460000.0,143563000.0,107290000.0,98093000.0,101159000.0,80572000.0,46300000.0,35800000.0,38900000.0
,grossProfit,743384000.0,761606000.0,787202000.0,613509000.0,420385000.0,447337000.0,393077000.0,379125000.0,309714000.0,234999000.0,241064000.0,260707000.0,274861000.0,221958000.0,222674000.0,220270000.0,189036000.0,86000000.0,74100000.0,76700000.0
,grossProfitRatio,0.570067513887739,0.569833196412832,0.56265930179533,0.579014773861948,0.565659324763818,0.576660646585118,0.618300306100941,0.630218575510699,0.615174682246945,0.627898028926183,0.628809023231064,0.641871446966396,0.656895875953578,0.67413621343182,0.694192357692655,0.68528353073307,0.701151301148334,0.650037792894936,0.674249317561419,0.663494809688581
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,275361000.0,299088000.0,333605000.0,249332000.0,157111000.0,178227000.0,140636000.0,135414000.0,111617000.0,83699000.0,88025000.0,104774000.0,108769000.0,89662000.0,94693000.0,98791000.0,87955000.0,42500000.0,35600000.0,36000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,33518000.0,-10864000.0,1315000.0,-245000.0,1131000.0,-1501000.0,-968000.0,-456000.0,601000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,600225000.0,680325000.0,766273000.0,541205000.0,331121000.0,358149000.0,290071000.0,274688000.0,232593000.0,172444000.0,175167000.0,190001000.0,206497000.0,155321000.0,173363000.0,166170000.0,154055000.0,65000000.0,60200000.0,67800000.0
,costAndExpenses,1160869000.0,1255261000.0,1378145000.0,987270000.0,653913000.0,686549000.0,532732000.0,497140000.0,426336000.0,311708000.0,317469000.0,335461000.0,350060000.0,262611000.0,271456000.0,267329000.0,234627000.0,111300000.0,96000000.0,106700000.0
,interestExpense,143591000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49536000.0,50740000.0,57991000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,324864000.0,381237000.0,432668000.0,291873000.0,174010000.0,179922000.0,149435000.0,139274000.0,120976000.0,88745000.0,87142000.0,85227000.0,91678000.0,65659000.0,67430000.0,67379000.0,54522000.0,22500000.0,24600000.0,31800000.0
,EBITDA,468023000.0,462518000.0,453597000.0,364177000.0,263274000.0,269110000.0,252441000.0,243711000.0,198097000.0,151300000.0,153039000.0,155933000.0,160042000.0,132296000.0,116741000.0,121479000.0,89503000.0,43500000.0,38500000.0,40700000.0
,EBITDARatio,0.358905636995525,0.346055716917239,0.324212300421565,0.343701336574888,0.354254773761836,0.346908810589156,0.397083389698272,0.405120209050545,0.393473524054686,0.404261174628537,0.399198155287636,0.383913513407047,0.38248762021299,0.40181261541452,0.363943298406632,0.37793416275445,0.331974570487523,0.328798185941043,0.35031847133758,0.352076124567474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,143159000.0,81281000.0,20929000.0,72304000.0,89264000.0,89188000.0,103006000.0,104437000.0,77121000.0,62555000.0,65897000.0,70706000.0,68364000.0,66637000.0,49311000.0,54100000.0,34981000.0,21000000.0,13900000.0,8900000.0
,operatingIncomeRatio,0.109782151916983,0.0608144001460485,0.0149591801434377,0.0682387450050681,0.120111359743372,0.114971955701481,0.162025866001403,0.173605373875663,0.153182893474517,0.167141822728937,0.171890569325397,0.174081104570288,0.163384509492763,0.20239151035086,0.153728407223935,0.168310886696596,0.129747633601377,0.158730158730159,0.126478616924477,0.0769896193771626
,totalOtherIncomeExpensesNet,48670000.0,31734000.0,38951000.0,-2146000.0,25720000.0,-7466000.0,7946000.0,28806000.0,3090000.0,28666000.0,26986000.0,25563000.0,4644000.0,6867000.0,-3259000.0,6499000.0,3659000.0,100000.0,0.0,0.0
,incomeBeforeTax,48238000.0,-23645000.0,-74698000.0,-59628000.0,38158000.0,2104000.0,28415000.0,47476000.0,7607000.0,41827000.0,42143000.0,38334000.0,11903000.0,16097000.0,13672000.0,6473000.0,-911000.0,9200000.0,12700000.0,12900000.0
,incomeBeforeTaxRatio,0.036991536991537,-0.017691176184512,-0.0533910286375131,-0.056275446547386,0.0513444307345357,0.0027122594384437,0.0446960854943389,0.0789192405959669,0.0151095326909746,0.111758308996615,0.109928893016073,0.0943798979237604,0.0284472210007074,0.0488901982699971,0.0426228383842478,0.0201381953712951,-0.0033789798522299,0.0695389266817838,0.115559599636033,0.11159169550173
,incomeTaxExpense,10936000.0,-3714000.0,-24127000.0,-124927000.0,22962000.0,2775000.0,13027000.0,17512000.0,1436000.0,14845000.0,8991000.0,12399000.0,6639000.0,4674000.0,405000.0,10935000.0,232000.0,3700000.0,0.0,6300000.0
,netIncome,36977000.0,-20383000.0,-50834000.0,64945000.0,14931000.0,-881000.0,15067000.0,30811000.0,5640000.0,26410000.0,32595000.0,24905000.0,12504000.0,11423000.0,13267000.0,-4462000.0,-1143000.0,5500000.0,8000000.0,6600000.0
,netIncomeRatio,0.0283559862211548,-0.0152505495525019,-0.0363340323671228,0.0612935009730326,0.0200907724539376,-0.00113569418501374,0.0237000147859653,0.0512170511838052,0.0112025455997235,0.0705653511033685,0.0850231893282138,0.0613171429485901,0.0298835630843355,0.0346942122655263,0.0413602396755277,-0.0138817592687654,-0.00423948844247945,0.0415721844293273,0.0727934485896269,0.0570934256055363
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.522001214054802,-0.29,-0.73,1.07,0.29,-0.02,0.35,0.76,0.141431,0.884179,1.095147,0.841139,0.43,0.44,0.48,-0.83,-1.79,-0.33,0.269474,0.222316
,EPSDiluted,0.522001214054802,-0.29,-0.73,1.07,0.29,-0.02,0.35,0.76,0.141431,0.88,1.09,0.84,0.42,0.44,0.47,-0.83,-1.79,-0.33,0.269474,0.222316
,weightedAverageShsOut,77515000.0,70837000.0,70613000.0,60373000.0,50301000.0,50176000.0,50030000.0,39764000.0,39877998.0,29869512.0,29763122.0,29388000.0,29321404.0,25961364.0,27639583.0,29687514.0,8998883.0,9090909.0,29687514.0,29687514.0
,weightedAverageShsOutDil,77515000.0,70837000.0,70613000.0,60373000.0,50301000.0,50176000.0,50030000.0,39764000.0,39877998.0,29869512.0,29763122.0,29621613.0,29530736.0,25961364.0,28227660.0,29687514.0,8998883.0,9090909.0,29687514.0,29687514.0
