date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,revenue,191712000.0,234088000.0,260622000.0,265082000.0,260930000.0,251790000.0,218363000.0,170068000.0,128738000.0,121320000.0,119758000.0,124140000.0,142188000.0,153255000.0,153249000.0,141623000.0,131895000.0,108400000.0,91223000.0,90973000.0,92327000.0,85273000.0,76755000.0,59244000.0,40513000.0,16716960.0,26406761.0,26900000.0,29900000.0,27900000.0,36800000.0,29800000.0,34300000.0
,costOfRevenue,63963000.0,71509000.0,73291000.0,74785000.0,74895000.0,73612000.0,62426000.0,46361000.0,35793000.0,36395000.0,36593000.0,37877000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,127749000.0,162579000.0,187331000.0,190297000.0,186035000.0,178178000.0,155937000.0,123707000.0,92945000.0,84925000.0,83165000.0,86263000.0,142188000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.666358913370055,0.694520863948601,0.718784292960686,0.717879750416852,0.712968995516039,0.707645259938838,0.714118234316253,0.727397276383564,0.721970203048051,0.700008242664029,0.694442124951987,0.694884807475431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,25801000.0,29910000.0,33861000.0,26159000.0,22041000.0,20077000.0,21670000.0,22273000.0,19445000.0,0.0,0.0,0.0,0.0,14291000.0,13000000.0,13509000.0,11145000.0,8515000.0,8833000.0,8337000.0,5520000.0,5964000.0,5831000.0,4753000.0,4683000.0,2455374.0,2086318.0,3600000.0,3800000.0,3900000.0,4100000.0,3200000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,214000.0,-203000.0,-244000.0,-708000.0,-177000.0,-624000.0,-689000.0,-965000.0,-66000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,21915000.0,108557000.0,121188000.0,117494000.0,113834000.0,109516000.0,102852000.0,78578000.0,58924000.0,55905000.0,21533000.0,44314000.0,94978000.0,99800000.0,93672000.0,128651000.0,109530000.0,97120000.0,80749000.0,77670000.0,74563000.0,68315000.0,64342000.0,46388000.0,37846000.0,13178941.0,10764885.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,166977000.0,180066000.0,194479000.0,192279000.0,188729000.0,183128000.0,165278000.0,124939000.0,94717000.0,92300000.0,58126000.0,82191000.0,94978000.0,99800000.0,93672000.0,128651000.0,109530000.0,97120000.0,80749000.0,77670000.0,74563000.0,68315000.0,64342000.0,46388000.0,37846000.0,13178941.0,10764885.0,-2700000.0,-2500000.0,-900000.0,-4800000.0,-400000.0,-39700000.0
,interestExpense,39317000.0,40057000.0,43439000.0,44866000.0,43071000.0,40778000.0,33742000.0,29075000.0,25895000.0,28138000.0,35362000.0,31088000.0,36518000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,77213000.0,78647000.0,87327000.0,91335000.0,91793000.0,89439000.0,81182000.0,56305000.0,39479000.0,36255000.0,31990000.0,30866000.0,32121000.0,36976000.0,32675000.0,30134000.0,27491000.0,22908000.0,17662000.0,17083000.0,15274000.0,13311000.0,12189000.0,8216000.0,4798000.0,1016147.0,749404.0,600000.0,600000.0,100000.0,0.0,0.0,0.0
,EBITDA,101948000.0,132669000.0,153470000.0,164138000.0,163994000.0,158101000.0,134267000.0,101434000.0,73500000.0,65275000.0,93622000.0,72815000.0,79331000.0,90431000.0,92252000.0,43106000.0,49856000.0,34188000.0,28136000.0,30386000.0,33038000.0,30269000.0,24602000.0,21072000.0,7465000.0,4554166.0,16391280.0,30200000.0,33000000.0,28900000.0,41600000.0,30200000.0,74000000.0
,EBITDARatio,0.531776831914539,0.566748402310242,0.588860495276684,0.619197078639817,0.628498064615031,0.627908177449462,0.61487981022426,0.596432015429122,0.570926999021268,0.5380398944939,0.781759882429566,0.586555501852747,0.557930345739444,0.59006883951584,0.601974564271219,0.304371465086886,0.377997649645551,0.315387453874539,0.30843098779913,0.334011190133336,0.357836819131998,0.354965815674364,0.320526350074914,0.355681588008912,0.184261841877916,0.27242788162441,0.62072285199991,1.12267657992565,1.10367892976589,1.03584229390681,1.1304347826087,1.01342281879195,2.15743440233236
