Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,1199000.0,302000.0,6000.0
Stock-based compensation,6766000.0,1019000.0,204000.0
Operating Cash Flow,-97536000.0,-32487000.0,-14566000.0
Capital Expenditure,-4032000.0,-1559000.0,-190000.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-4032000.0,-1559000.0,-190000.0
Issuance (repayment) of debt,0.0,0.0,0.0
Issuance (buybacks) of shares,205497000.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,354864000.0,115696000.0,18034000.0
Effect of forex changes on cash,-3471000.0,4709000.0,-751000.0
Net cash flow / Change in cash,249825000.0,86359000.0,2527000.0
Free Cash Flow,-101568000.0,-34046000.0,-14756000.0
Net Cash/Marketcap,,,
