date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,141143000.0,133082000.0,129218000.0,118403000.0,102479000.0,91837000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,141143000.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,41511000.0,44067000.0,41503000.0,43598000.0,45651000.0
,SellingAndMarketingExpenses,1683000.0,5053000.0,3497000.0,935000.0,875000.0,1335000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1683000.0,202000000.0,167000000.0,0.0,0.0,0.0
,costAndExpenses,1683000.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,102767000.0,138735000.0,100970000.0,63342000.0,49524000.0,42633000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2685000.0,2618000.0,2813000.0,2903000.0,2873000.0,2290000.0
,EBITDA,162111000.0,210817000.0,166714000.0,131476000.0,106337000.0,81562000.0
,EBITDARatio,1.14855855409053,1.58411355404938,1.29017629122878,1.11041105377398,1.03764673738034,0.888116989884251
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,239707000.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,1.69832722841374,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,183048000.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,56659000.0,69464000.0,62931000.0,65231000.0,53940000.0,36639000.0
,incomeBeforeTaxRatio,0.401429755637899,0.521963901955185,0.487014193069077,0.550923540788662,0.526351740356561,0.398956847457996
,incomeTaxExpense,16747000.0,20603000.0,17871000.0,-4153000.0,1819000.0,1247000.0
,netIncome,39912000.0,48861000.0,45060000.0,69384000.0,52121000.0,35392000.0
,netIncomeRatio,0.282777041723642,0.367149576952556,0.348713027596774,0.585998665574352,0.508601762312279,0.385378442240056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.710657579228429,0.87,0.8,1.62,0.76,0.653592
,EPSDiluted,0.710657579228429,0.87,0.79,1.62,0.76,0.653592
,weightedAverageShsOut,52602857.0,56162069.0,56325000.0,42916879.0,54150000.0,54150000.0
,weightedAverageShsOutDil,52602857.0,56162069.0,57037975.0,42957936.0,54150000.0,54150000.0
