Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,7317000.0,1169581.0,0.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,7317000.0,1169581.0,0.0
Receivables,11271000.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,20112000.0,1314713.0,0.0
Property Plant & Equipment Net,209168000.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,276043714.0,0.0
Tax assets,58773000.0,0.0,0.0
Total non-current assets,271123000.0,276043714.0,0.0
Total assets,291235000.0,277358427.0,0.0
Payables,521000.0,190918.0,0.0
Short-term debt,38000000.0,168843.0,532.0
Total current liabilities,521000.0,333764.0,532.0
Long-term debt,21000000.0,168843.0,0.0
Total debt,59000000.0,337686.0,532.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,142846.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,21065000.0,168843.0,0.0
Total liabilities,21521000.0,272358426.0,532.0
Other comprehensive income,264899000,4477983,0.0
Retained earnings (deficit),4810000.0,521882.0,-532.0
Total shareholders equity,269714000.0,5000001.0,-532.0
Investments,0.0,276043714.0,0.0
Net Debt,51683000.0,-831895.0,532.0
Other Assets,0.0,0.0,0.0
Other Liabilities,0.0,271855819.0,0.0
