date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,3251310000.0,3083015000.0,3262747000.0,2810272000.0,2405142000.0,2401159000.0,1703616000.0,257955000.0,78550000.0,19329000.0
,costOfRevenue,2527233000.0,2473306000.0,2562916000.0,2188470000.0,1853947000.0,1842116000.0,1354030000.0,202874000.0,64612000.0,17729000.0
,grossProfit,724077000.0,609709000.0,699831000.0,621802000.0,551195000.0,559043000.0,349586000.0,55081000.0,13938000.0,1600000.0
,grossProfitRatio,0.222703156573812,0.197763877243542,0.214491347321751,0.221260433153801,0.229173578940453,0.232822149636905,0.205202346068598,0.213529491577988,0.177441120305538,0.0827771741942159
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,166304000.0,157161000.0,155030000.0,137764000.0,123470000.0,117496000.0,82373000.0,17057000.0,6772000.0,4620000.0
,SellingAndMarketingExpenses,183110000.0,195148000.0,187267000.0,137066000.0,127903000.0,116217000.0,103600000.0,8486000.0,4636000.0,1553000.0
,otherExpenses,2496000.0,6857000.0,-419000.0,151000.0,312000.0,858000.0,-1019000.0,302000.0,-24000.0,-20000.0
,operatingExpenses,349414000.0,354743000.0,345471000.0,277128000.0,253620000.0,238073000.0,189297000.0,25543000.0,11408000.0,0.0
,costAndExpenses,2876647000.0,2828049000.0,2908387000.0,2465598000.0,2107567000.0,2080189000.0,1543327000.0,228417000.0,76020000.0,23902000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,29497000.0,28396000.0,29097000.0,3500000.0,3087000.0,8274000.0,11423000.0,866000.0,431000.0,758000.0
,EBITDA,396003000.0,283362000.0,383457000.0,348174000.0,300662000.0,329244000.0,171712000.0,30404000.0,2961000.0,-3815000.0
,EBITDARatio,0.121797982966866,0.0919106783457103,0.117525814903822,0.123893345555163,0.125008003685437,0.13711878305435,0.10079266689207,0.117865519179702,0.0376957352005092,-0.197371824719334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,366506000.0,254966000.0,354360000.0,344674000.0,297575000.0,320970000.0,160289000.0,29538000.0,2530000.0,-4573000.0
,operatingIncomeRatio,0.112725639819027,0.0827002139139771,0.10860786938123,0.12264791450792,0.123724503584404,0.13367294710596,0.0940875173748075,0.114508344478688,0.0322087842138765,-0.236587510993843
,totalOtherIncomeExpensesNet,-8978000.0,16121000.0,7705000.0,-4856000.0,4652000.0,-1710000.0,-32325000.0,-3785000.0,-24000.0,-20000.0
,incomeBeforeTax,357690000.0,271087000.0,362065000.0,339818000.0,302227000.0,319260000.0,127964000.0,25753000.0,2506000.0,-4593000.0
,incomeBeforeTaxRatio,0.11001411738653,0.0879291862024674,0.110969376418092,0.120919967889229,0.125658692917092,0.132960791018004,0.0751131710432398,0.0998352425810703,0.0319032463399109,-0.237622225671271
,incomeTaxExpense,-91170000.0,63900000.0,90552000.0,152267000.0,106094000.0,112079000.0,43767000.0,10379000.0,0.0,0.0
,netIncome,282207000.0,207187000.0,269911000.0,187191000.0,195171000.0,205461000.0,84197000.0,15374000.0,2506000.0,-4593000.0
,netIncomeRatio,0.0867979368316156,0.0672027220107589,0.0827250779787707,0.0666095666184626,0.0811473917132544,0.0855674280628646,0.0494225224463729,0.0595995425558721,0.0319032463399109,-0.237622225671271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.18863688072972,1.47096113547831,1.82,1.2144659896874,1.21329892141716,1.2706924699722,0.580491411209803,0.499545278626139,0.079309,-0.145358
,EPSDiluted,2.17895032698655,1.46531442192474,1.81,1.20701910714129,1.20937654693615,1.26577936371739,0.578549125611057,0.499194710029696,0.079309,-0.145358
,weightedAverageShsOut,128941901.0,140851444.0,148183431.0,154134411.0,160859782.0,161692152.0,145044351.0,30775989.0,31597907.0,31597907.0
