date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,revenue,360466000.0,411788000.0,413282000.0,419003000.0,511930000.0,505595000.0,530251000.0,563412000.0,635703000.0,677936000.0,678522000.0,628970000.0,844901000.0,929570000.0,910578000.0,775443000.0,589605000.0,471912000.0,418719000.0,434638000.0,476090000.0,452600000.0,482400000.0,471300000.0,429000000.0,406700000.0,203700000.0,112900000.0,51900000.0
,costOfRevenue,132146000.0,162713000.0,174118000.0,176887000.0,179207000.0,197445000.0,204471000.0,223909000.0,249008000.0,320910000.0,327774000.0,305948000.0,452476000.0,480427000.0,465894000.0,353660000.0,255088000.0,209373000.0,207236000.0,213572000.0,217032000.0,182600000.0,168500000.0,196200000.0,209200000.0,179300000.0,89500000.0,49200000.0,22100000.0
,grossProfit,228320000.0,249075000.0,239164000.0,242116000.0,332723000.0,308150000.0,325780000.0,339503000.0,386695000.0,357026000.0,350748000.0,323022000.0,392425000.0,449143000.0,444684000.0,421783000.0,334517000.0,262539000.0,211483000.0,221066000.0,259058000.0,270000000.0,313900000.0,275100000.0,219800000.0,227400000.0,114200000.0,63700000.0,29800000.0
,grossProfitRatio,0.633402318110446,0.604862210652083,0.578694450762433,0.577838344832853,0.649938468149942,0.609479919698573,0.61438828026727,0.602583899526457,0.608295068609083,0.526636732670931,0.516929443702636,0.513572984403072,0.464462700363711,0.483172864873006,0.488353551260848,0.543925214361339,0.567357807345596,0.556330417535473,0.505071420212601,0.508620967333735,0.544136612825306,0.596553247901016,0.650704809286899,0.583704646721833,0.512354312354312,0.559134497172363,0.560628375061365,0.564216120460585,0.574181117533719
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,57018000.0,62343000.0,62379000.0,68212000.0,81564000.0,95898000.0,90390000.0,95249000.0,98879000.0,118108000.0,120229000.0,120989000.0,148598000.0,150707000.0,141363000.0,111334000.0,94808000.0,85552000.0,82346000.0,86140000.0,82900000.0,88900000.0,88800000.0,73500000.0,69400000.0,53800000.0,23700000.0,0.0,0.0
,GeneralAndAdministrativeExpenses,47052000.0,53362000.0,55230000.0,53892000.0,61471000.0,74109000.0,81181000.0,77578000.0,52066000.0,57851000.0,64345000.0,61087000.0,287326000.0,287919000.0,267217000.0,217934000.0,165723000.0,132912000.0,120580000.0,136366000.0,146973000.0,158000000.0,153800000.0,146200000.0,151200000.0,125900000.0,63400000.0,55700000.0,24700000.0
,SellingAndMarketingExpenses,87637000.0,99944000.0,101273000.0,106257000.0,110338000.0,122511000.0,133049000.0,133890000.0,153481000.0,183865000.0,177178000.0,173601000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,868000.0,-2902000.0,192000.0,761000.0,232000.0,-175000.0,-1138000.0,343000.0,-703000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,191707000.0,216343000.0,220332000.0,229811000.0,255871000.0,294872000.0,306246000.0,309365000.0,308680000.0,368352000.0,366466000.0,366033000.0,565463000.0,452352000.0,476040000.0,338462000.0,265359000.0,219780000.0,204079000.0,253674000.0,314137000.0,350100000.0,298500000.0,245100000.0,250200000.0,199200000.0,97500000.0,60600000.0,26300000.0
,costAndExpenses,323853000.0,379056000.0,394450000.0,406698000.0,435078000.0,492317000.0,510717000.0,533274000.0,557688000.0,689262000.0,694240000.0,671981000.0,1017939000.0,932779000.0,941934000.0,692122000.0,520447000.0,429153000.0,411315000.0,467246000.0,531169000.0,532700000.0,467000000.0,441300000.0,459400000.0,378500000.0,187000000.0,109800000.0,48400000.0
,interestExpense,20071000.0,26712000.0,23474000.0,19964000.0,18903000.0,6346000.0,1771000.0,1574000.0,1548000.0,2053000.0,864000.0,906000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
