Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,447000.0,391000.0,196000.0,182000.0,125000.0
Stock-based compensation,3413000.0,3728000.0,3367000.0,11315000.0,2510000.0
Operating Cash Flow,-9129000.0,-9321000.0,-6696000.0,-3666000.0,-2527000.0
Capital Expenditure,-54000.0,-898000.0,-57000.0,-130000.0,-614000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,5070000.0,-5004000.0,0.0,0.0,0.0
Investing Cash flow,5016000.0,-5902000.0,-57000.0,-130000.0,-614000.0
Issuance (repayment) of debt,-355000.0,245000.0,-1635000.0,3037000.0,715000.0
Issuance (buybacks) of shares,7345000.0,5253000.0,18832000.0,0.0,3105000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,6932000.0,5498000.0,18438000.0,3116000.0,3820000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,2819000.0,-9725000.0,11685000.0,-680000.0,679000.0
Free Cash Flow,-9183000.0,-10219000.0,-6753000.0,-3796000.0,-3141000.0
Net Cash/Marketcap,0.3243,0.9127,0.1413,-0.0123,-0.0123
