date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-96924000.0,101983000.0,79526000.0,83125000.0,63895000.0,114847000.0,257500000.0,242800000.0,216100000.0,184700000.0,144900000.0,113600000.0,143600000.0,121100000.0,82700000.0,31200000.0,12300000.0,18700000.0,-9100000.0,20600000.0,19200000.0,3400000.0,20000000.0,15400000.0,4000000.0,4200000.0
,depreciationAndAmortization,20867000.0,22605000.0,23087000.0,24940000.0,26872000.0,27457000.0,26696000.0,25471000.0,22917000.0,23303000.0,23267000.0,24326000.0,21773000.0,19476000.0,17693000.0,17061000.0,17397000.0,23535000.0,20097000.0,22535000.0,19218000.0,18700000.0,16500000.0,11000000.0,4600000.0,3100000.0
,deferredIncomeTax,-12216000.0,-36345000.0,1832000.0,9015000.0,-14385000.0,-107000.0,4682000.0,6790000.0,3605000.0,-6549000.0,-10135000.0,25636000.0,-1360000.0,6101000.0,8063000.0,81000.0,-2739000.0,-1653000.0,-1758000.0,-17000.0,-911000.0,-1800000.0,-5200000.0,0.0,0.0,0.0
,stockBasedCompensation,7394000.0,20879000.0,34194000.0,22942000.0,22079000.0,21279000.0,20470000.0,20526000.0,18381000.0,17165000.0,8517000.0,5896000.0,4741000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,5939000.0,-18787000.0,26021000.0,19971000.0,-35351000.0,-52165000.0,1861000.0,11696000.0,13044000.0,73386000.0,-214162000.0,137791000.0,23679000.0,-13973000.0,52943000.0,-544000.0,-20984000.0,-20372000.0,-13753000.0,15634000.0,30408000.0,28100000.0,9600000.0,30300000.0,3100000.0,-500000.0
,accountsReceivables,46421000.0,-3191000.0,2265000.0,-18565000.0,31584000.0,49261000.0,3486000.0,-16312000.0,-16664000.0,-12082000.0,-22412000.0,9990000.0,-5025000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1471000.0,-3892000.0,-10403000.0,446000.0,6219000.0,3049000.0,2894000.0,1291000.0,3224000.0,-16033000.0,-2438000.0,1847000.0,-5576000.0,1047000.0,-4138000.0,-2988000.0,-904000.0,4091000.0,6577000.0,-2190000.0,-9299000.0,-12000000.0,-2800000.0,-1300000.0,-900000.0,1000000.0
,accountsPayables,-12838000.0,-3757000.0,-1752000.0,8721000.0,-1036000.0,-13353000.0,-3021000.0,-6339000.0,-3672000.0,11969000.0,11701000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-7924000.0,109643000.0,128430000.0,102409000.0,82438000.0,117789000.0,169954000.0,168093000.0,156397000.0,143353000.0,69967000.0,284129000.0,146338000.0,122659000.0,136632000.0,83689000.0,84233000.0,105217000.0,125589000.0,139342000.0,123708000.0,93300000.0,65200000.0,55600000.0,25300000.0,22200000.0
,otherNonCashItems,132808000.0,-808000.0,-52833000.0,-35722000.0,68777000.0,107789000.0,-7760000.0,-9146000.0,-36845000.0,-87879000.0,253445000.0,-125376000.0,-37226000.0,-7009000.0,-41094000.0,26980000.0,48222000.0,40668000.0,45497000.0,-30434000.0,-60648000.0,-43900000.0,-34300000.0,-58600000.0,-2900000.0,900000.0
,netCashProvidedByOperatingActivites,57868000.0,89527000.0,111827000.0,124271000.0,131887000.0,219100000.0,303449000.0,298137000.0,237202000.0,204126000.0,205832000.0,181873000.0,155207000.0,125695000.0,120305000.0,74778000.0,54196000.0,60878000.0,40983000.0,28318000.0,7267000.0,4500000.0,6600000.0,-1900000.0,8800000.0,7700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24144000.0,-24681000.0,-19095000.0,-10888000.0,-22973000.0,-19136000.0,-29045000.0,-32845000.0,-19100000.0,-27000000.0,-15300000.0,-6300000.0,-2300000.0
,acquisitionsNet,0.0,17769000.0,-47314000.0,0.0,-1242000.0,-13774000.0,-1200000.0,-98000.0,-878000.0,-18821000.0,-9000000.0,0.0,-11536000.0,-7338000.0,0.0,0.0,-1782000.0,-12970000.0,-7991000.0,-12810000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-1884000.0,-1276000.0,-2105000.0,-2515000.0,-2943000.0,-4310000.0,-6575000.0,-3283000.0,0.0,0.0,-1595000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385000.0,101000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0
,otherInvestingActivites,7851000.0,-21562000.0,-22049000.0,-18452000.0,-10964000.0,-22937000.0,-36556000.0,-37910000.0,-29944000.0,-33197000.0,-29581000.0,-16945000.0,-29572000.0,11507000.0,1086000.0,2731000.0,18606000.0,-183000.0,1789000.0,1013000.0,4434000.0,29100000.0,9000000.0,-76800000.0,-4300000.0,-8000000.0
,netCashUsedForInvestingActivites,7851000.0,-5677000.0,-70639000.0,-20557000.0,-14721000.0,-39654000.0,-42066000.0,-43198000.0,-34004000.0,-52018000.0,-38581000.0,-18540000.0,-41108000.0,-19975000.0,-23595000.0,-16364000.0,5936000.0,-36126000.0,-25338000.0,-40842000.0,-28411000.0,10000000.0,-18000000.0,-92100000.0,-10400000.0,-10300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
