date,,2019-12-31_FY,2019-03-25_FY,2018-12-31_FY,2017-12-31_FY,2017-03-17_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2005-07-31_FY,2004-12-31_FY,2004-07-31_FY,2003-12-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-12-31_FY,2000-07-31_FY,1999-12-31_FY,1999-07-31_FY,1998-07-31_FY
,revenue,683100000.0,163000000.0,651800000.0,542800000.0,132000000.0,482200000.0,355100000.0,288300000.0,227600000.0,163600000.0,401900000.0,238300000.0,206800000.0,212500000.0,152100000.0,64200000.0,200000.0,1200000.0,0.0,500000.0,0.0,300000.0,100000.0,100000.0,1.33351,100000.0,69781.0,0.0,0.0
,costOfRevenue,356400000.0,1786000000.0,408800000.0,331200000.0,1252000000.0,310300000.0,266500000.0,197000000.0,218500000.0,92900000.0,192700000.0,102000000.0,99400000.0,129300000.0,141800000.0,38500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,326700000.0,-1623000000.0,243000000.0,211600000.0,-1120000000.0,171900000.0,88600000.0,91300000.0,9200000.0,70700000.0,209200000.0,136300000.0,107400000.0,83200000.0,10200000.0,25800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.478260869565217,-9.95705521472393,0.372813746548021,0.389830508474576,-8.48484848484848,0.356491082538366,0.249507181075753,0.316684009712105,0.0404217926186292,0.432151589242054,0.520527494401592,0.571968107427612,0.519342359767892,0.391529411764706,0.0670611439842209,0.401869158878505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,6700000.0,0.0,11000000.0,8300000.0,0.0,5100000.0,9400000.0,1000000.0,1000000.0,1400000.0,20900000.0,1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,29000000.0,0.0,24000000.0,21700000.0,0.0,26500000.0,24900000.0,25900000.0,27700000.0,35700000.0,38000000.0,27600000.0,37100000.0,29900000.0,24200000.0,28200000.0,10600000.0,15900000.0,0.0,5800000.0,0.0,2600000.0,1500000.0,1100000.0,258360.0,700000.0,103780.0,300000.0,500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100000.0,900000.0,0.0,0.0,0.0,0.0,4268587000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,35700000.0,0.0,35000000.0,31300000.0,0.0,31600000.0,34600000.0,22535000.0,32702000.0,28299000.0,32678000.0,51294000.0,40783000.0,34000165.0,20466217.0,18071938.0,8879625.0,17100000.0,3449489.0,5700000.0,1438307.0,700000.0,1500000.0,1200000.0,300139.0,700000.0,744938.0,300000.0,500000.0
,costAndExpenses,557100000.0,1786000000.0,674400000.0,490600000.0,1252000000.0,460900000.0,867700000.0,437000000.0,405700000.0,264900000.0,204200000.0,406400000.0,186900000.0,182200000.0,225700000.0,90900000.0,10300000.0,17100000.0,0.0,5700000.0,0.0,700000.0,1500000.0,1200000.0,300139.0,700000.0,744938.0,300000.0,500000.0
,interestExpense,-2800000.0,0.0,-7800000.0,-31000000.0,0.0,-23300000.0,-34900000.0,-33400000.0,10000000.0,2200000.0,59800000.0,0.0,0.0,0.0,0.0,0.0,1823609000.0,0.0,-64902000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,165000000.0,0.0,166600000.0,125600000.0,0.0,119000000.0,117500000.0,121500000.0,65500000.0,18700000.0,53300000.0,46500000.0,43000000.0,40400000.0,43400000.0,18800000.0,500000.0,400000.0,90268000.0,100000.0,0.0,0.0,0.0,0.0,9172.0,0.0,66852.0,0.0,0.0
,EBITDA,291000000.0,-51000000.0,144000000.0,177800000.0,3000000.0,140300000.0,-395100000.0,-27200000.0,-112600000.0,-82500000.0,251000000.0,-121600000.0,62900000.0,70700000.0,-30300000.0,-7900000.0,-9700000.0,-15600000.0,90268000.0,-5100000.0,0.0,-400000.0,-1400000.0,-1100000.0,-290965.66649,-600000.0,-608305.0,-300000.0,-500000.0
,EBITDARatio,0.425999121651296,-0.312883435582822,0.220926664621049,0.32756079587325,0.0227272727272727,0.290958108668602,-1.1126443255421,-0.094346167186958,-0.494727592267135,-0.504278728606357,0.624533466036327,-0.510281158203945,0.304158607350097,0.332705882352941,-0.199211045364892,-0.123052959501558,-48.5,-13.0,0.0,-10.2,0.0,-1.333333,-14.0,-11.0,-218195.338985084,-6.0,-8.71734426276494,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,126000000.0,-51000000.0,-22600000.0,52200000.0,3000000.0,21300000.0,-512600000.0,-148700000.0,-178100000.0,-101200000.0,197700000.0,-168100000.0,19900000.0,30300000.0,-73700000.0,-26700000.0,-10200000.0,-16000000.0,0.0,-5200000.0,0.0,-400000.0,-1400000.0,-1100000.0,-300137.66649,-600000.0,-675157.0,-300000.0,-500000.0
,operatingIncomeRatio,0.184453227931489,-0.312883435582822,-0.0346732126419147,0.0961680176860722,0.0227272727272727,0.0441725425134799,-1.44353703182202,-0.515782171349289,-0.782513181019332,-0.618581907090465,0.491913411296342,-0.70541334452371,0.0962282398452611,0.142588235294118,-0.484549638395792,-0.41588785046729,-51.0,-13.3333333333333,0.0,-10.4,0.0,-1.33333333333333,-14.0,-11.0,-225073.427638338,-6.0,-9.67537008641321,0.0,0.0
,totalOtherIncomeExpensesNet,-1600000.0,0.0,-1900000.0,2900000.0,0.0,-1000000.0,-4600000.0,-16500000.0,5600000.0,0.0,-1400000.0,900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
