Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,824000.0,1209000.0,1315000.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,5387000.0,5387000.0,4900000.0
Capital Expenditure,697000.0,-172000.0,-1035000.0
Acquisitions and disposals,-0.0,3443000.0,0.0
Investment purchases and sales,25783000.0,-27192000.0,-71780000.0
Investing Cash flow,-23960000.0,-23960000.0,-72868000.0
Issuance (repayment) of debt,-0.0,5400000.0,9500000.0
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,-0.0,0.0,0.0
Financing Cash Flow,16057000.0,16057000.0,52625000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,-2516000.0,-2516000.0,-15343000.0
Free Cash Flow,4690000.0,5215000.0,3865000.0
Net Cash/Marketcap,0.0,,
