date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY
,revenue,1450814000.0,1393241000.0,1386520000.0,1211220000.0,1143492000.0,1066368000.0,898396000.0,642562000.0,495023000.0,462180000.0,467905000.0,602182000.0,749553000.0,922401000.0,859702000.0,616541000.0,502622000.0,501257000.0,471083000.0,441127000.0,418695000.0,336100000.0,297300000.0,239400000.0
,costOfRevenue,1119552000.0,1066673000.0,1047764000.0,899175000.0,911875000.0,812235000.0,712937000.0,539317000.0,454546000.0,426603000.0,418580000.0,526604000.0,599321000.0,625105000.0,622102000.0,470889000.0,411324000.0,399400000.0,392244000.0,316950000.0,228983000.0,197400000.0,191000000.0,158700000.0
,grossProfit,331262000.0,326568000.0,338756000.0,312045000.0,231617000.0,254133000.0,185459000.0,103245000.0,40477000.0,35577000.0,49325000.0,75578000.0,150232000.0,297296000.0,237600000.0,145652000.0,91298000.0,101857000.0,78839000.0,124177000.0,189712000.0,138700000.0,106300000.0,80700000.0
,grossProfitRatio,0.228328372899627,0.234394480208377,0.244321033955515,0.257628671917571,0.202552357165594,0.238316416096507,0.206433465865832,0.160677101976152,0.0817679178543219,0.0769765026613008,0.105416697833962,0.125506906549847,0.200428788891513,0.32230667572997,0.276374836862075,0.236240574430573,0.181643461686914,0.203203147287719,0.167356920118111,0.281499432136324,0.453103094137737,0.412674799166915,0.357551294988227,0.337092731829574
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,65410000.0,37371000.0,41205000.0,33940000.0,37193000.0,30751000.0,24552000.0,23918000.0,19617000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5486000.0,4691000.0,4683000.0,4400000.0,3800000.0,3900000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-25000.0,2412000.0,3728000.0,0.0,0.0,0.0,0.0,0.0,-9117000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,65410000.0,37371000.0,41205000.0,31801000.0,34865000.0,27550000.0,23184000.0,25150000.0,19261000.0,16667000.0,15886000.0,16901000.0,18756000.0,20344000.0,16370000.0,10280000.0,9272000.0,5654000.0,5486000.0,29562000.0,23272000.0,20600000.0,19700000.0,17700000.0
,costAndExpenses,1184962000.0,1104044000.0,1088969000.0,930976000.0,946740000.0,839785000.0,736121000.0,564467000.0,473807000.0,443270000.0,434466000.0,543505000.0,618077000.0,645449000.0,638472000.0,481169000.0,420596000.0,405054000.0,397730000.0,346512000.0,252255000.0,218000000.0,210700000.0,176400000.0
,interestExpense,36956000.0,27329000.0,26433000.0,21595000.0,15891000.0,14768000.0,17392000.0,15178000.0,16066000.0,17742000.0,21155000.0,28473000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44850000.0,40040000.0,38599000.0,34496000.0,33022000.0,36791000.0,35808000.0,24871000.0,18589000.0,16200000.0,15900000.0,13800000.0
,EBITDA,420465000.0,451664000.0,457508000.0,413385000.0,332248000.0,350874000.0,269217000.0,166807000.0,90196000.0,92362000.0,108418000.0,141888000.0,176326000.0,316992000.0,259829000.0,169868000.0,115048000.0,132994000.0,109161000.0,119486000.0,185029000.0,134300000.0,102500000.0,76800000.0
,EBITDARatio,0.289813166953172,0.324182248440866,0.329968554366327,0.341296378857681,0.290555596366219,0.329036505221462,0.299664067961122,0.259596739302978,0.182205675291855,0.19983988922065,0.231709428195894,0.235623117263552,0.235241537289558,0.343659644774886,0.302231470905035,0.275517767674818,0.228895671100748,0.265320983048616,0.231723496708648,0.27086530636302,0.441918341513512,0.399583457304374,0.3447695930037,0.320802005012531
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,265852000.0,289197000.0,297551000.0,280244000.0,196752000.0,226583000.0,162275000.0,78095000.0,21216000.0,18910000.0,33439000.0,58677000.0,131476000.0,276952000.0,221230000.0,135372000.0,82026000.0,96203000.0,73353000.0,94615000.0,166440000.0,118100000.0,86600000.0,63000000.0
,operatingIncomeRatio,0.183243337877909,0.207571410832727,0.214602746444335,0.231373326067932,0.172062419326064,0.212481057196015,0.180627473853401,0.121536910056928,0.0428586146502284,0.0409147951014756,0.071465361558436,0.0974406408693717,0.175405875234973,0.300251192268872,0.257333355046283,0.219566906337129,0.163196199131753,0.191923504310164,0.155711413912198,0.214484717552995,0.397520868412568,0.351383516810473,0.291288261015809,0.263157894736842
,totalOtherIncomeExpensesNet,-181707000.0,-181088000.0,2049000.0,36906000.0,39083000.0,38087000.0,37811000.0,21824000.0,17317000.0,15587000.0,26972000.0,0.0,33522000.0,32765000.0,26177000.0,26007000.0,23911000.0,0.0,0.0,-280000.0,0.0,3000000.0,1800000.0,1400000.0
,incomeBeforeTax,45724000.0,79735000.0,271962000.0,294519000.0,219252000.0,252927000.0,181804000.0,84096000.0,21912000.0,16762000.0,39297000.0,62183000.0,144384000.0,304288000.0,241066000.0,158089000.0,102123000.0,86613000.0,59699000.0,92263000.0,170177000.0,121100000.0,88300000.0,64400000.0
,incomeBeforeTaxRatio,0.0315161006166194,0.0572298690607009,0.196147188644953,0.243158963689503,0.191738988991615,0.237185474432841,0.202365104029849,0.130876086665567,0.0442646099272155,0.0362672551819637,0.08398499695451,0.103262800947222,0.192626805576123,0.32988689301074,0.280406466426739,0.256412793309772,0.203180521346061,0.172791601912791,0.126727137256067,0.209152919680727,0.406446219802004,0.360309431716751,0.297006390850992,0.269005847953216
,incomeTaxExpense,-25170000.0,10875000.0,15330000.0,96300000.0,66660000.0,66074000.0,57561000.0,26352000.0,3180000.0,1913000.0,10347000.0,20419000.0,46616000.0,101624000.0,80082000.0,51402000.0,35222000.0,29007000.0,19993000.0,32834000.0,61945000.0,43800000.0,31800000.0,22600000.0
,netIncome,70894000.0,68860000.0,256632000.0,198219000.0,152592000.0,186853000.0,124243000.0,57744000.0,18732000.0,14849000.0,28950000.0,41764000.0,97768000.0,202664000.0,160984000.0,106687000.0,66901000.0,57606000.0,39706000.0,59429000.0,108232000.0,77300000.0,56500000.0,41800000.0
,netIncomeRatio,0.0488649820032065,0.0494243278801011,0.185090730750368,0.163652350522614,0.133443871929143,0.175223750150042,0.138294248861304,0.0898652581385143,0.0378406659892571,0.0321281751698472,0.0618715337515094,0.0693544476586813,0.130435072636625,0.219713551915056,0.187255583911634,0.173041208938254,0.133104002610312,0.114923083368412,0.0842866331410813,0.134720840030195,0.258498429644491,0.229991074085094,0.19004372687521,0.174603174603175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.69,1.48,5.33,4.14,3.08,3.77,2.53,1.24,0.423562061972113,0.338309074787221,0.662699746745686,0.96,2.15,4.13,3.06,1.93,1.2,1.043333,0.72,1.076667,1.886667,1.243333,0.86,0.63000000331579
,EPSDiluted,1.68,1.47,5.28,4.1,3.05,3.71,2.49,1.22,0.420792703636027,0.335560945180428,0.657380816347079,0.95,2.12,4.07,3.02,1.91,1.19,1.036667,0.716667,1.073333,1.876667,1.236667,0.853333,0.628618069196292
,weightedAverageShsOut,42021892.0,46620894.0,48141226.0,47931518.0,49471157.0,49604249.0,49090750.0,46622646.0,44224924.0,43891817.0,43684942.0,43486728.0,45473488.0,49071186.0,52609150.0,55278238.0,55750833.0,55213419.0,55147222.0,55197214.0,57366784.0,62171582.0,65697674.0,66349206.0
,weightedAverageShsOutDil,42285343.0,46932380.0,48645986.0,48361286.0,50070829.0,50372243.0,49939165.0,47340450.0,44515981.0,44251276.0,44038401.0,43897416.0,46116981.0,49794595.0,53305960.0,55857068.0,56219328.0,55568489.0,55403721.0,55368634.0,57672469.0,62506739.0,66210938.0,66495066.0
