date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,15024188000.0,17015089000.0,13408421000.0,8606582694.99,3840601892.4,869825978.16,277619292.95,18962490.96
,costOfRevenue,7976781000.0,8492096000.0,7182897000.0,4238915199.75,1676670779.4,196780047.84,97773104.58,17738322.48
,grossProfit,7047407000.0,8522993000.0,6225524000.0,4367667495.24,2163931113.0,673045930.32,179846188.37,1224168.48
,grossProfitRatio,0.469070741127574,0.50090792942664,0.464299562193043,0.50747987325823,0.563435412892471,0.773770785443473,0.647815886493129,0.0645573665707894
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1167677000.0,1095031000.0,760644000.0,336168776.79,218028376.2,151032192.3,57465425.76,21404767.68
,GeneralAndAdministrativeExpenses,3577072000.0,1527282000.0,640023000.0,408571948.89,270690155.4,148526349.78,64226793.86,18241322.4
,SellingAndMarketingExpenses,2813922000.0,2690824000.0,1812262000.0,1419578767.53,674749877.4,341670978.42,220445412.42,18289804.32
,otherExpenses,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,4968294000.0,2959232000.0,2011685249.7,1160649226.2,636600852.84,341976351.7,0.0
,costAndExpenses,12492753000.0,13460390000.0,10142129000.0,6250600449.45,2837320005.6,833380900.68,439749456.28,75674216.88
,interestExpense,78872000.0,78611000.0,56503000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,366248000.0,356191000.0,241268000.0,81190788.84,58355695.2,43144635.72,17399667.45,5102722.08
,EBITDA,2897683000.0,3910890000.0,3507560000.0,2437173034.38,1061637582.0,79589713.2,-144730495.88,-51609003.84
,EBITDARatio,0.192867860812178,0.229848342256688,0.261593814812348,0.283175462404923,0.276424792713045,0.0915007314087829,-0.521327226008267,-2.72163630552892
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,2531435000.0,3554699000.0,3266292000.0,2355982245.54,1003281886.8,36445077.48,-162130163.33,-56711725.92
,operatingIncomeRatio,0.168490636565517,0.208914511114223,0.24360004805935,0.273741893738086,0.261230378703232,0.0418992745619011,-0.584001787509775,-2.99073186321508
,totalOtherIncomeExpensesNet,1500000.0,-15711000.0,-43200000.0,-28634834.34,-40031007.0,0.0,0.0,0.0
,incomeBeforeTax,2898534000.0,3867919000.0,3439535000.0,2468595619.35,1020148377.0,87113732.58,-157651532.35,-56517798.24
,incomeBeforeTaxRatio,0.192924502808405,0.227322877946745,0.256520510506047,0.286826456775579,0.265622005503545,0.100150759769532,-0.567869511786393,-2.98050495365932
,incomeTaxExpense,755620000.0,883801000.0,699648000.0,430762966.2,35663356.8,597247.44,0.0,0.0
,netIncome,2103484000.0,2970890000.0,2815775000.0,2079818658.54,1008586950.0,88918458.54,-157651532.35,-56517798.24
,netIncomeRatio,0.140006501516089,0.174603259495146,0.210000491482181,0.241654409449954,0.26261168906776,0.102225572439323,-0.567869511786393,-2.98050495365932
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,10.1,14.3,13.84,10.576478,5.277288,0.519346,-12.033995,-0.569663
,EPSDiluted,9.66,13.52,13.18,10.054183,4.999536,0.389509,-12.033995,-0.569663
,weightedAverageShsOut,208457449.0,207658314.0,203504938.0,197274662.0,188667962.0,171323141.0,42646888.0,186478055.0
,weightedAverageShsOutDil,226040821.0,225603046.0,216541822.0,207632539.0,203520582.0,200698274.0,42646888.0,186478055.0
