date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,118986000.0,86942000.0,74515000.0,63156000.0,54715000.0,44713000.0,30426000.0,43045000.0,42632000.0,28047000.0,45853000.0,47014000.0,52119000.0,35414000.0,20058000.0,10689000.0,4047000.0,4045000.0
,costOfRevenue,28249000.0,20335000.0,17873000.0,19061000.0,17849000.0,19111000.0,13713000.0,17323000.0,22419000.0,20248000.0,23781000.0,17595000.0,18933000.0,14852000.0,8131000.0,0.0,2015000.0,2012000.0
,grossProfit,90737000.0,66607000.0,56642000.0,44095000.0,36866000.0,25602000.0,16713000.0,25722000.0,20213000.0,7799000.0,22072000.0,29419000.0,33186000.0,20562000.0,11927000.0,0.0,2032000.0,2033000.0
,grossProfitRatio,0.762585514262182,0.766108440109498,0.760142253237603,0.698191779086706,0.67378232660148,0.572585154205712,0.549299940840071,0.597560692298757,0.474127416025521,0.278068955681535,0.481364360020064,0.625749776662271,0.636735163759857,0.580617834754617,0.594625585801177,0.0,0.502100321225599,0.502595797280593
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,23449000.0,23402000.0,17012000.0,13443000.0,10136000.0,7659000.0,9690000.0,4361000.0,4774000.0,3526000.0,3943000.0,3041000.0,2415000.0,1705000.0,1267000.0,0.0,340000.0,25000.0
,GeneralAndAdministrativeExpenses,25519000.0,22832000.0,21476000.0,17354000.0,16626000.0,19773000.0,14139000.0,15192000.0,15146000.0,16745000.0,17038000.0,13756000.0,17870000.0,0.0,0.0,0.0,1055000.0,892000.0
,SellingAndMarketingExpenses,8127000.0,9434000.0,7546000.0,9391000.0,9116000.0,9326000.0,10525000.0,7952000.0,7290000.0,7997000.0,8205000.0,6472000.0,0.0,0.0,0.0,0.0,1037000.0,915000.0
,otherExpenses,-74000.0,-118000.0,-80000.0,-188000.0,290000.0,-139000.0,69000.0,109000.0,143000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,57111000.0,56243000.0,46664000.0,40819000.0,36509000.0,37393000.0,35196000.0,28426000.0,28252000.0,29799000.0,27039000.0,23269000.0,20285000.0,11234000.0,8287000.0,0.0,2432000.0,1832000.0
,costAndExpenses,85360000.0,76578000.0,64537000.0,59880000.0,54358000.0,56504000.0,48909000.0,45749000.0,50671000.0,50047000.0,50820000.0,40864000.0,39218000.0,26086000.0,16418000.0,0.0,4447000.0,3844000.0
,interestExpense,0.0,0.0,1000.0,2000.0,3000.0,42000.0,0.0,0.0,6000.0,34000.0,267000.0,46000.0,79000.0,105000.0,77000.0,0.0,54000.0,38000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,16000.0,575000.0,630000.0,631000.0,631000.0,635000.0,842000.0,921000.0,1042000.0,1360000.0,5204000.0,1183000.0,522000.0,323000.0,231000.0,0.0,0.0,0.0
,EBITDA,33642000.0,10939000.0,10608000.0,3907000.0,988000.0,-11156000.0,-17641000.0,-1783000.0,-6997000.0,-20640000.0,237000.0,7333000.0,13423000.0,9651000.0,3871000.0,10689000.0,-399000.0,201000.0
,EBITDARatio,0.282739145781857,0.12581951185848,0.142360598537207,0.0618626892140098,0.0180572055195102,-0.249502381857625,-0.579800170906462,-0.0414217679172959,-0.164125539500844,-0.735907583698791,0.00516869125248075,0.155974816012252,0.257545233024425,0.272519342632857,0.192990328048659,1.0,-0.0985915492957746,0.0496909765142151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,33626000.0,10364000.0,9978000.0,3276000.0,357000.0,-11791000.0,-18483000.0,-2704000.0,-8039000.0,-22000000.0,-4967000.0,6150000.0,12901000.0,9328000.0,3640000.0,10689000.0,-400000.0,201000.0
,operatingIncomeRatio,0.282604676180391,0.119205907386534,0.133905924981547,0.0518715561466844,0.0065247189984465,-0.263704068168094,-0.607473871031355,-0.0628179811824835,-0.188567273409645,-0.784397618283595,-0.108324428063595,0.130812098523844,0.247529691667146,0.263398655898797,0.181473726194037,1.0,-0.098838645910551,0.0496909765142151
,totalOtherIncomeExpensesNet,-2406000.0,-118000.0,-80000.0,-188000.0,290000.0,-139000.0,69000.0,-75000.0,-471000.0,-3110000.0,-194000.0,0.0,0.0,0.0,0.0,0.0,-53000.0,-38000.0
,incomeBeforeTax,32133000.0,12256000.0,11440000.0,3956000.0,644000.0,-11972000.0,-18414000.0,-2779000.0,-8516000.0,-25144000.0,-5234000.0,6158000.0,13695000.0,9740000.0,3621000.0,0.0,-453000.0,163000.0
,incomeBeforeTaxRatio,0.270056981493621,0.140967541579444,0.15352613567738,0.0626385458230414,0.0117700813305309,-0.267752107888086,-0.605206073752712,-0.0645603438262284,-0.199756051792081,-0.89649516882376,-0.114147384031579,0.130982260603225,0.262764059172279,0.275032473033264,0.18052647322764,0.0,-0.111934766493699,0.0402966625463535
,incomeTaxExpense,5746000.0,1343000.0,-10653000.0,-8394000.0,-390000.0,-334000.0,291000.0,327000.0,-262000.0,1299000.0,-1626000.0,2472000.0,5032000.0,3947000.0,1239000.0,0.0,53000.0,-11000.0
,netIncome,26387000.0,10913000.0,22093000.0,12350000.0,1034000.0,-11638000.0,-18705000.0,-3106000.0,-8254000.0,-26443000.0,-3608000.0,3686000.0,8663000.0,5793000.0,2382000.0,894000.0,-506000.0,174000.0
