date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,312630000.0,279124000.0,248240000.0,220566000.0,193295000.0,158518000.0,127947000.0,104391000.0,77106000.0,57969000.0,44597000.0,37746000.0,30697000.0,25198000.0
,costOfRevenue,99836000.0,92239000.0,81748000.0,73625000.0,64346000.0,50043000.0,39991000.0,31781000.0,22040000.0,15366000.0,12626000.0,11715000.0,9208000.0,6379000.0
,grossProfit,212794000.0,186885000.0,166492000.0,146941000.0,128949000.0,108475000.0,87956000.0,72610000.0,55066000.0,42603000.0,31971000.0,26031000.0,21489000.0,18819000.0
,grossProfitRatio,0.68065764641909,0.669541135839269,0.670689655172414,0.666199686261709,0.667109857989084,0.684307144929913,0.687440893494963,0.695558046191721,0.71415972816642,0.734927288723283,0.716886786106689,0.68963598791925,0.700035834120598,0.746844987697436
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,31024000.0,28305000.0,22087000.0,23183000.0,21981000.0,17954000.0,13494000.0,10870000.0,8166000.0,5838000.0,4349000.0,4305000.0,3640000.0,3546000.0
,GeneralAndAdministrativeExpenses,50119000.0,44719000.0,41862000.0,37461000.0,28827000.0,24817000.0,20233000.0,17189000.0,13524000.0,11151000.0,7985000.0,6339000.0,6716000.0,5458000.0
,SellingAndMarketingExpenses,75955000.0,70140000.0,71719000.0,73295000.0,65886000.0,55374000.0,46990000.0,39621000.0,30037000.0,23836000.0,16601000.0,13506000.0,12543000.0,11636000.0
,otherExpenses,1334000.0,272000.0,-720000.0,-320000.0,732000.0,-145000.0,-458000.0,-147000.0,-248000.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,162636000.0,148479000.0,139761000.0,138513000.0,121432000.0,101452000.0,83573000.0,70838000.0,53494000.0,41468000.0,28935000.0,24150000.0,22899000.0,20640000.0
,costAndExpenses,262472000.0,240718000.0,221509000.0,212138000.0,185778000.0,151495000.0,123564000.0,102619000.0,75534000.0,56834000.0,41561000.0,35865000.0,32107000.0,27019000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000.0,0.0,74000.0,270000.0,419000.0,439000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
