date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,12634.0,7910000.0,153000.0,335000.0,835000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0
,grossProfit,12634.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,15609.0,12845000.0,12966000.0,10243000.0,10152000.0
,GeneralAndAdministrativeExpenses,6887.0,8489000.0,7518000.0,7567000.0,8015000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,22496.0,21334000.0,20484000.0,17810000.0,18167000.0
,costAndExpenses,22496.0,21334000.0,20484000.0,17810000.0,18167000.0
,interestExpense,0.0,0.0,186000.0,643000.0,881000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,215.0,765000.0,231000.0,246000.0,250000.0
,EBITDA,-9647.0,-12659000.0,-20100000.0,-17229000.0,-29671000.0
,EBITDARatio,-0.763574481557701,-1.60037926675095,-131.372549019608,-51.4298507462687,-35.5341317365269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-9862.0,-13424000.0,-20331000.0,-17475000.0,-17332000.0
,operatingIncomeRatio,-0.780592053189805,-1.69709228824273,-132.882352941176,-52.1641791044776,-20.7568862275449
,totalOtherIncomeExpensesNet,9446.0,7172000.0,232000.0,581000.0,13470000.0
,incomeBeforeTax,-19308.0,-20596000.0,-20563000.0,-18056000.0,-30802000.0
,incomeBeforeTaxRatio,-1.52825708405889,-2.60379266750948,-134.398692810458,-53.8985074626866,-36.888622754491
,incomeTaxExpense,0.0,0.0,0.0,0.0,-2959000.0
,netIncome,-19308.0,-20596000.0,-20563000.0,-18056000.0,-27843000.0
,netIncomeRatio,-1.52825708405889,-2.60379266750948,-134.398692810458,-53.8985074626866,-33.3449101796407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.000569146209056765,-1.23,-4.98,-9.3,-18.8
,EPSDiluted,-0.000569146209056765,-1.23,-4.98,-9.3,-18.8
,weightedAverageShsOut,33924499.0,16733909.0,4126393.0,1937156.0,1481523.0
,weightedAverageShsOutDil,33924499.0,16733909.0,4126393.0,1937156.0,1481523.0
