date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-7336000000.0,11267000000.0,11446000000.0,8631000000.0,6196000000.0,5087000000.0,4244000000.0,11654561020.7407,14142883592.9854,15910828851.0142,14059050405.639,12102412745.7161,14742322577.0526,19248000000.0,15531000000.0,14525000000.0,13020000000.0,8832000000.0,6240000000.0,6826000000.0,6502000000.0,1534000000.0,1038400000.0,1263400000.0,1089100000.0,458400000.0,634000000.0,504200000.0,515400000.0
,depreciationAndAmortization,0.0,15481000000.0,225000000.0,192000000.0,344000000.0,332000000.0,254000000.0,302411002.789362,330626603.539027,10495755297.7772,11554728022.3434,9777064588.22855,8237046523.93017,8683000000.0,7331000000.0,6689000000.0,8250000000.0,6669000000.0,6555000000.0,4804000000.0,5237000000.0,2499000000.0,1627400000.0,1506100000.0,1536400000.0,1681000000.0,1243500000.0,986700000.0,986500000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1869000000.0,-555000000.0,-118000000.0,443000000.0,-2678000000.0,-880000000.0,2500000000.0,4282084564.61101,3265268336.55143,-2253904477.99883,-659662189.120894,-4750988595.33498,3579085112.89918,-950000000.0,-582000000.0,-4736000000.0,638000000.0,481000000.0,-67000000.0,-1948000000.0,-65000000.0,-1978000000.0,268200000.0,-284700000.0,-200400000.0,128900000.0,-157300000.0,430400000.0,-117300000.0
,accountsReceivables,0.0,-933000000.0,-1461000000.0,-1897000000.0,-1916000000.0,4153000000.0,5916000000.0,3308569692.61786,1014362419.65773,-1668070766.63859,-3606862614.7094,-492864920.625824,4485341203.3299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,1430000000.0,-476000000.0,-2475000000.0,888000000.0,5289000000.0,1121268192.99069,491972386.066072,-2391290259.8665,-2521611916.47825,-6041893518.25319,5596235765.79336,-3952000000.0,-660000000.0,0.0,-1218000000.0,-24000000.0,-188000000.0,0.0,-1309000000.0,-1597000000.0,383800000.0,0.0,0.0,0.0,0.0,0.0,-44900000.0
,accountsPayables,0.0,0.0,-822000000.0,2339000000.0,2546000000.0,-2235000000.0,-4531000000.0,179513380.651219,456264712.883857,3429460177.56464,3300970873.78641,818098458.364376,-4254252860.76231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1869000000.0,0.0,-887000000.0,-384000000.0,-1559000000.0,-2563000000.0,-1980000000.0,1617001298.01983,1831671383.60621,0.0,0.0,0.0,0.0,1206000000.0,0.0,-4736000000.0,0.0,0.0,0.0,0.0,791000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-2630000000.0,0.0,443000000.0,-478000000.0,-524000000.0,-524000000.0,-51000000.0,419785136.292082,189118417.224324,2285010692.76132,852506982.311478,742162874.663304,-673775649.413927,1000000.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,2000000.0,10000000.0,-18200000.0,142200000.0,26800000.0,83700000.0,-73500000.0,478000000.0,403100000.0
,netCashProvidedByOperatingActivites,14803000000.0,0.0,24703000000.0,22319000000.0,16521000000.0,19946000000.0,25608000000.0,29651467867.1049,29706139074.7745,25320458816.6677,24595025934.2998,17708751217.8348,25989085948.1583,25827000000.0,21197000000.0,17361000000.0,19546000000.0,15699000000.0,11560000000.0,10966000000.0,12610000000.0,3426000000.0,2961200000.0,2637800000.0,2980100000.0,2461900000.0,2067800000.0,2185000000.0,1785200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23264856457.7798,-18369464024.4713,0.0,0.0,-15405000000.0,-13079000000.0,-10038000000.0,-9708000000.0,-8433000000.0,-7291000000.0,-6700000000.0,-6207000000.0,-3760000000.0,-3348200000.0,-2753900000.0,-3158900000.0,-2540400000.0,-1849400000.0,-1774500000.0,-1895100000.0
,acquisitionsNet,0.0,-4590000000.0,-3367000000.0,2109000000.0,-853000000.0,2380000000.0,-335000000.0,2633000000.0,207000000.0,-389000000.0,-733000000.0,-223000000.0,-693000000.0,-21000000.0,-137000000.0,-1376000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-2810000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5864817575.01134,-869796515.494082,-573098744.913749,-1119247153.15867,-513000000.0,-531000000.0,0.0,-283000000.0,-154000000.0,-530000000.0,-381000000.0,-39000000.0,0.0,-417200000.0,-126500000.0,-56300000.0,-11600000.0,-118600000.0,-650200000.0,-70400000.0
,salesMaturitiesOfInvestments,578000000.0,0.0,1444000000.0,294000000.0,132000000.0,837000000.0,1072000000.0,342456295.396172,3724178062.2636,7376061175.5557,2138582258.27903,3617685827.26804,3295097029.26191,770000000.0,923000000.0,0.0,628000000.0,420000000.0,1414000000.0,4130000000.0,1516000000.0,251000000.0,0.0,0.0,0.0,0.0,43100000.0,0.0,238200000.0
