Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,62654970.0,20285069.0,1630654.0,18529.0
Short-term investments,0.0,0.0,50000.0,0.0
Cash and short-term investments,62654970.0,20285069.0,1680654.0,18529.0
Receivables,0.0,0.0,4157.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,63984083.0,20899470.0,2226323.0,18529.0
Property Plant & Equipment Net,98449.0,107223.0,149595.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,139409.0,128183.0,170555.0,0.0
Total assets,64123492.0,21027653.0,2396878.0,18529.0
Payables,5456917.0,3592164.0,2470970.0,3674.0
Short-term debt,0.0,0.0,12386647.0,160000.0
Total current liabilities,5456917.0,3592164.0,14857617.0,205010.0
Long-term debt,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,12386647.0,160000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,73757890.0,0.0
Total liabilities,5456917.0,3592164.0,88615507.0,205010.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),-118959291.0,-108562656.0,-86218753.0,-236481.0
Total shareholders equity,58666575.0,17435489.0,-86218629.0,-186481.0
Investments,0.0,0.0,50000.0,0.0
Net Debt,-62654970.0,-20285069.0,10705993.0,141471.0
Other Assets,1329113.0,614401.0,541512.0,0.0
Other Liabilities,0.0,0.0,0.0,41336.0
