date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,42196000.0,32788000.0,57868000.0,54660000.0,56489000.0,53823000.0,49761000.0,39906000.0,90374000.0,28147000.0,-88009000.0,-122277000.0,-102093000.0,-60520000.0,65649000.0,58229000.0,36700000.0,19213000.0,17030000.0,16810525.0,15523413.0,12005738.0
,depreciationAndAmortization,10952000.0,9532000.0,11111000.0,12854000.0,14578000.0,17846000.0,8701000.0,2124000.0,2321000.0,2863000.0,3435000.0,3662000.0,6317000.0,5495000.0,5567000.0,6054000.0,7565000.0,1891000.0,1427000.0,1283100.0,610613.0,1591184.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52342000.0,0.0,3561000.0,26016000.0,-11254000.0,-14618000.0,-2942000.0,-2707000.0,6573000.0,-2069000.0,-469000.0,-40896.0,-1232020.0,-912464.0
,stockBasedCompensation,2544000.0,3125000.0,3515000.0,2893000.0,3008000.0,2241000.0,2165000.0,705000.0,478000.0,608000.0,1013000.0,906000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-12096000.0,-8374000.0,1777000.0,11930000.0,-4161000.0,16263000.0,-6796000.0,15000.0,-10585000.0,-510000.0,48898000.0,-47154000.0,-34658000.0,19956000.0,-3543000.0,-1404000.0,-12622000.0,3039000.0,-2500000.0,-15186461491.0,1025488491.0,-296417.0
,accountsReceivables,-10400000.0,0.0,-561000.0,-1783000.0,-1486000.0,248000.0,740000.0,526000.0,248000.0,219000.0,1444000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,6070000.0,2742000.0,-610000.0,-273000.0,-401000.0,-8409000.0,-4257000.0,66000.0,3360000.0,-5933000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-46415000.0,-4734862000.0,-4708918000.0,-4414022000.0,-3954134000.0,-3524691000.0,-3683684000.0,-2586441000.0,-2153753000.0,-2296218000.0,-2401780000.0,-2776490000.0,-3314312000.0,-3408302000.0,-3017199000.0,-2741623000.0,-2494736000.0,-1585105000.0,118549000.0,-14160973000.0,1025488491.0,0.0
,otherNonCashItems,-7888000.0,-1899000.0,2987000.0,8669000.0,848000.0,11426000.0,-1156000.0,21979000.0,9785000.0,-939000.0,-942000.0,0.0,185961000.0,148993000.0,-8925000.0,11876000.0,2648000.0,-5153000.0,4310000.0,1053494.0,8256347.0,-12960147.0
,netCashProvidedByOperatingActivites,60203000.0,58796000.0,76635000.0,79864000.0,54383000.0,64294000.0,25467000.0,60718000.0,49938000.0,49245000.0,226445000.0,92256000.0,43755000.0,93650000.0,48909000.0,68944000.0,37733000.0,13588000.0,20949000.0,11199264.0,23693913.0,-1644602.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4392000.0,-1579000.0,-3696000.0,-843000.0,-730000.0,-1146000.0,-1150000.0,-1018000.0,-675000.0,-1167000.0,-1228000.0,-988000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,119000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-837264000.0,-320815000.0,-141351000.0,-242369000.0,-20317000.0,-233860000.0,-127846000.0,-251829000.0,-271613000.0,-427621000.0,-448428000.0,-89357000.0,-31526000.0,-47829000.0,-14357000.0,-134964000.0,-27237000.0,-358218000.0,-284248000.0,-194351359.0,-93820861.0,-37615469.0
,salesMaturitiesOfInvestments,729138000.0,273248000.0,134004000.0,177149000.0,206717000.0,589614000.0,271246000.0,149790000.0,264409000.0,404885000.0,161981000.0,158179000.0,175821000.0,89958000.0,61734000.0,101245000.0,173691000.0,245942000.0,217600000.0,191188646.0,68404485.0,78257632.0
,otherInvestingActivites,159000.0,716000.0,2173000.0,5711000.0,5474000.0,10050000.0,20200000.0,1310000.0,1094000.0,-111681000.0,3844000.0,4917000.0,-95286000.0,-458624000.0,-352678000.0,-242088000.0,-130650000.0,-265437000.0,-188916000.0,-209712807.0,-154477436.0,-125416199.0
,netCashUsedForInvestingActivites,-407587000.0,-44545000.0,-311567000.0,-518392000.0,-491486000.0,-20267000.0,16397000.0,-304366000.0,-34269000.0,99337000.0,35983000.0,427079000.0,48758000.0,-424298000.0,-307538000.0,-279638000.0,-49743000.0,-379744000.0,-257396000.0,-214807643.0,-181821050.0,-85493758.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,18020000.0,-75000000.0,-95000000.0,-165000000.0,0.0,0.0,-2411000.0,-82795000.0,0.0,-347000.0,-505000.0,-267258000.0,-468000.0,-443000.0,-5420000.0,-22962000.0,-219495000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77109000.0,116271000.0,6839000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-2196000.0,-7362000.0,-36068000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
