Date,2019-01-31,2018-01-31
Cash and cash equivalents,127875000.0,43999000.0
Short-term investments,0.0,0.0
Cash and short-term investments,127875000.0,43999000.0
Receivables,33538000.0,18888000.0
Inventories,0.0,0.0
Total current assets,172837000.0,69812000.0
Property Plant & Equipment Net,5772000.0,3271000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,24397000.0,11556000.0
Total assets,197234000.0,81368000.0
Payables,7657000.0,4193000.0
Short-term debt,0.0,0.0
Total current liabilities,88809000.0,50832000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,64104000.0,38169000.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,4332000.0,3697000.0
Total liabilities,93141000.0,54529000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-128868000.0,-88127000.0
Total shareholders equity,-68930000.0,-56365000.0
Investments,0.0,0.0
Net Debt,-127875000.0,-43999000.0
Other Assets,11424000.0,6925000.0
Other Liabilities,81152000.0,46639000.0
