date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,618003000.0,502363000.0,420494000.0,338937000.0,261106000.0,208888000.0,167312000.0,130222000.0,96475000.0
,costOfRevenue,227428000.0,183599000.0,145715000.0,116188000.0,99380000.0,77374000.0,67179000.0,54958000.0,41454000.0
,grossProfit,390575000.0,318764000.0,274779000.0,222749000.0,161726000.0,131514000.0,100133000.0,75264000.0,55021000.0
,grossProfitRatio,0.631995313938606,0.63452921493024,0.653467112491498,0.657198830461118,0.619388294409167,0.629590976982881,0.598480682796213,0.577966856598731,0.570313552733869
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,152147000.0,114443000.0,89204000.0,72755000.0,44272000.0,40002000.0,23193000.0,13085000.0,8944000.0
,GeneralAndAdministrativeExpenses,78643000.0,69959000.0,95750000.0,55396000.0,57926000.0,35473000.0,26113000.0,29928000.0,14099000.0
,SellingAndMarketingExpenses,75967000.0,61815000.0,55902000.0,43490000.0,38980000.0,32240000.0,25836000.0,21467000.0,13232000.0
,otherExpenses,25588000.0,6535000.0,2415000.0,1066000.0,513000.0,-348000.0,-485000.0,57000.0,5000.0
,operatingExpenses,334277000.0,268351000.0,262577000.0,189375000.0,147668000.0,113523000.0,79133000.0,67840000.0,38505000.0
,costAndExpenses,561705000.0,451950000.0,408292000.0,305563000.0,247048000.0,190897000.0,146312000.0,122798000.0,79959000.0
,interestExpense,2596000.0,2974000.0,2918000.0,2199000.0,190000.0,178000.0,196000.0,269000.0,312000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,27520000.0,22134000.0,21721000.0,17734000.0,6490000.0,5808000.0,3991000.0,3360000.0,2230000.0
,EBITDA,83818000.0,72547000.0,33923000.0,51108000.0,20548000.0,23799000.0,24991000.0,10784000.0,18746000.0
,EBITDARatio,0.135627173330874,0.144411511198078,0.0806741594410384,0.150789084697156,0.0786960085176135,0.113931867795182,0.149367648465143,0.0828124280075563,0.194309406582016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,56298000.0,50413000.0,12202000.0,33374000.0,14058000.0,17991000.0,21000000.0,7424000.0,16516000.0
,operatingIncomeRatio,0.0910966451619167,0.100351737687688,0.0290182499631386,0.0984666766980294,0.0538402028295022,0.0861274941595496,0.125514009754232,0.057010336195113,0.171194610002591
,totalOtherIncomeExpensesNet,25588000.0,6535000.0,2415000.0,1066000.0,513000.0,-348000.0,-485000.0,57000.0,5000.0
,incomeBeforeTax,80160000.0,58896000.0,11699000.0,32241000.0,14381000.0,17465000.0,20319000.0,7212000.0,16209000.0
,incomeBeforeTaxRatio,0.129708108213067,0.117237933526155,0.0278220378887689,0.0951238725780897,0.0550772483206054,0.0836093983378653,0.12144376972363,0.0553823470688517,0.168012438455558
,incomeTaxExpense,3500000.0,5566000.0,-9825000.0,2990000.0,4227000.0,5697000.0,6817000.0,2688000.0,7280000.0
,netIncome,77853000.0,53531000.0,21524000.0,29251000.0,10154000.0,11768000.0,13502000.0,4524000.0,8929000.0
,netIncomeRatio,0.125975116625647,0.106558404978074,0.0511874129000652,0.0863021741503583,0.0388884207946198,0.05633640994217,0.0806995314143636,0.034740673618897,0.0925524747343871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.60762143021129,1.11,0.45,0.63,0.22,-0.3,0.35,0.003193,0.233701609450036
,EPSDiluted,1.60762143021129,1.06,0.43,0.59,0.21,-0.3,0.34,0.00307,0.224669546549975
,weightedAverageShsOut,49561887.0,48427446.0,47633739.0,46682141.0,45716757.0,24108362.0,37846721.0,38206840.0,38206840.0
,weightedAverageShsOutDil,51739461.0,50273889.0,49692184.0,49153948.0,47875522.0,24108362.0,39460148.0,39742814.0,39742814.0
