date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-11730000.0,-13951000.0,-8101000.0,-4531000.0,-8530000.0
,depreciationAndAmortization,2621000.0,1930000.0,773000.0,757000.0,3037000.0
,deferredIncomeTax,0.0,0.0,0.0,-5046000.0,-5000.0
,stockBasedCompensation,1077000.0,1360000.0,886000.0,1073000.0,1275000.0
,changeInWorkingCapital,-772000.0,2307000.0,-1180000.0,20665000.0,-9876000.0
,accountsReceivables,997000.0,-1102000.0,331000.0,-179000.0,228000.0
,inventory,-980000.0,332000.0,-138000.0,279000.0,248000.0
,accountsPayables,-709000.0,-296000.0,1111000.0,0.0,0.0
,otherWorkingCapital,-76000.0,7959000.0,5652000.0,6832000.0,-13833000.0
,otherNonCashItems,858000.0,-5096000.0,2381000.0,-16692000.0,10169000.0
,netCashProvidedByOperatingActivites,-7946000.0,-13450000.0,-5241000.0,-3774000.0,-3930000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1184000.0,-4219000.0,-3248000.0,-862000.0,-720000.0
,acquisitionsNet,0.0,-4000000.0,-2000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,265000.0,223000.0,-337000.0,0.0,1925000.0
,netCashUsedForInvestingActivites,-919000.0,-7996000.0,-5585000.0,-862000.0,1205000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-27868000.0,-5541000.0,-16000.0,-19744000.0,-38153000.0
,commonStockIssued,0.0,19422000.0,0.0,2778000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,33552000.0,9215000.0,11133000.0,12083000.0,40156000.0
,netCashUsedProvidedByFinancingActivities,5684000.0,23096000.0,11117000.0,-4883000.0,2003000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,154000.0,103000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-3181000.0,1175000.0,291000.0,6636000.0,-619000.0
,cashAtEndOfPeriod,5263000.0,8444000.0,7269000.0,6978000.0,451000.0
,cashAtBeginningOfPeriod,8444000.0,7269000.0,6978000.0,342000.0,1070000.0
,operatingCashFlow,-7946000.0,-13450000.0,-5241000.0,-3774000.0,-3930000.0
,capitalExpenditure,-1184000.0,-4219000.0,-3248000.0,-862000.0,-720000.0
,freeCashFlow,-9130000.0,-17669000.0,-8489000.0,-4636000.0,-4650000.0
