date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2016-03-08_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-2519900000.0,-1033300000.0,-2616900000.0,-124000000.0,-932700000.0,-870000000.0,-870200000.0,508894000.0,144876000.0,190653000.0,201134000.0,20021000.0,-31075000.0,464102000.0,-32167000.0,68947000.0,38509000.0,30659000.0,9020377.0,3299589.0,-182683.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315483000.0,242923000.0,138511000.0,66790000.0,40157000.0,18765388.0,0.0,0.0
,deferredIncomeTax,-627800000.0,-159400000.0,-938800000.0,102100000.0,-381300000.0,0.0,-572200000.0,303973000.0,73433000.0,19436000.0,60753000.0,7854000.0,16557000.0,77308000.0,21173000.0,-16560000.0,-27800000.0,-12014000.0,8036277.0,2260300.0,-92506.0
,stockBasedCompensation,-900000.0,14900000.0,19800000.0,42200000.0,57700000.0,0.0,58600000.0,69681000.0,67752000.0,51141000.0,69736000.0,65662000.0,41519000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,6200000.0,-47500000.0,37200000.0,18700000.0,-29900000.0,152337000.0,48900000.0,99372000.0,-57349000.0,-29375000.0,36078000.0,-54349000.0,-19030000.0,-4860000.0,-21450000.0,-10691000.0,-14512000.0,-2447000.0,-3697900.0,-1362550.0,407216.0
,accountsReceivables,86700000.0,-31800000.0,0.0,-21600000.0,0.0,145000000.0,145600000.0,9744000.0,-66537000.0,70241000.0,-57087000.0,-29852000.0,-8972000.0,0.0,0.0,0.0,0.0,0.0,0.0,-10850862.0,-279930.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,-99000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-5978000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,6500000.0,7300000.0,0.0,1500000.0,0.0,11000000.0,800000.0,29561000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-318000000.0,193000000.0,147200000.0,-24100000.0,11600000.0,0.0,11200000.0,10035000.0,12851000.0,59604000.0,15740000.0,105898000.0,235467000.0,30492000.0,125383000.0,13456000.0,-1026000.0,0.0,0.0,590812.0,22567.0
,netCashProvidedByOperatingActivites,860500000.0,1742900000.0,1748000000.0,1718700000.0,1524300000.0,0.0,1956900000.0,2455556000.0,1973332000.0,1543943000.0,1322971000.0,816454000.0,652028000.0,584955000.0,332605000.0,177426000.0,94247000.0,67067000.0,32929067.0,10530513.0,316718.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-472517000.0,-636822000.0,-475420000.0,-131078000.0,-112647000.0,-61296900.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13899000.0,-220443000.0,-5912000.0,0.0,-30191000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,162100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465000.0,574000.0,17796000.0,1573000.0,0.0,0.0,241000.0,740716.0,0.0,0.0
,otherInvestingActivites,-78600000.0,60000000.0,-81600000.0,-63600000.0,8500000.0,0.0,-167200000.0,-103054000.0,136447000.0,73420000.0,83474000.0,64617000.0,36107000.0,-11520000.0,36039000.0,10138000.0,-23571000.0,92000.0,-516915.0,-52779966.0,-8022370.0
,netCashUsedForInvestingActivites,-269000000.0,-345000000.0,-1509400000.0,-1960200000.0,-1360400000.0,0.0,-1793500000.0,-3117318000.0,-1737841000.0,-3290791000.0,-1458314000.0,-1546042000.0,-944529000.0,-686684000.0,-605122000.0,-465282000.0,-235160000.0,-188159000.0,-68786725.0,-52779966.0,-8022370.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-662500000.0,-1231500000.0,-425000000.0,-90300000.0,-552500000.0,0.0,-1100600000.0,0.0,0.0,0.0,0.0,0.0,-564865000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,622800000.0,0.0,630700000.0,764987000.0,0.0,1946186000.0,372965000.0,706420000.0,1303002000.0,124477000.0,253926000.0,425202000.0,93215000.0,122037000.0,41418378.0,26974784.0,9065479.0
,commonStockRepurchased,-12900000.0,-123400000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1033000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-9400000.0,-22000000.0,-198500000.0,-197700000.0,-260300000.0,-52000000.0,-750300000.0,-834745000.0,-422411000.0,-349152000.0,-314210000.0,-280547000.0,-445636000.0,-324821000.0,-245108000.0,-150277000.0,-74591000.0,-53877000.0,-8085196.0,0.0,0.0
,otherFinancingActivites,45300000.0,21200000.0,70000000.0,-54100000.0,14400000.0,0.0,-37900000.0,11848000.0,4667000.0,1774000.0,-1427000.0,4644000.0,0.0,-7544000.0,13321000.0,1453000.0,2422000.0,1001000.0,0.0,0.0,0.0
