Date,2018-09,2017-09,2016-09,2015-09,2014-09
Cash and cash equivalents,2000000.0,2000000.0,2000000.0,2000000.0,5000000.0
Short-term investments,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Cash and short-term investments,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Receivables,4000000.0,4000000.0,6000000.0,11000000.0,9000000.0
Inventories,5000000.0,7000000.0,7000000.0,9000000.0,9000000.0
Total current assets,1000000.0,2000000.0,2000000.0,11000000.0,12000000.0
Property, Plant & Equipment Net,0000000.0,0000000.0,1000000.0,1000000.0,1000000.0
Goodwill and Intangible Assets,0,0,1000000,10000000,10000000
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,7000000.0,7000000.0,3000000.0,2000000.0,2000000.0
Total assets,12000000.0,15000000.0,18000000.0,34000000.0,39000000.0
Payables,3000000.0,3000000.0,3000000.0,6000000.0,5000000.0
Short-term debt,0000000.0,000000.0,000000.0,000000.0,000000.0
Total current liabilities,5000000.0,6000000.0,6000000.0,11000000.0,11000000.0
Long-term debt,5000000.0,5000000.0,2000000.0,000000.0,000000.0
Total debt,5000000.0,5000000.0,2000000.0,000000.0,000000.0
Deferred revenue,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,7000000.0,7000000.0,3000000.0,2000000.0,2000000.0
Total liabilities,12000000.0,13000000.0,10000000.0,13000000.0,13000000.0
Other comprehensive income,-0000000.0,-0000000.0,-1000000.0,-0000000.0,-0000000.0
Retained earnings (deficit),-41000000.0,-35000000.0,-28000000.0,-15000000.0,-10000000.0
Total shareholders equity,-0000000.0,2000000.0,9000000.0,21000000.0,26000000.0
Investments,,,,,
Net Debt,3000000,3000000,0,-2000000,-5000000
Other Assets,1000000,1000000,1000000,2000000,5000000
Other Liabilities,2000000,4000000,4000000,5000000,5000000
