date,,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,11352162.0,10529646.0,25756499.0,7059670.0,-18854820.0,25500000.0,23730000.0,27540000.0,-1860000.0,62840000.0,36350000.0,-57390000.0,32830000.0,28790000.0,35800000.0,63550000.0,120780000.0,26210000.0,1750000.0,20650000.0,10270000.0,3750000.0,32230000.0,32010000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsReceivables,-14892650.0,46021820.0,-35961130.0,-291870.0,-39231190.0,10600000.0,36800000.0,-47800000.0,-300000.0,61800000.0,-59200000.0,-300000.0,-800000.0,4500000.0,54000000.0,-39800000.0,13600000.0,4700000.0,-17700000.0,-6900000.0,17300000.0,-11000000.0,-8200000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-71504820.0,60453680.0,1410790.0,29127300.0,-107571650.0,900000.0,34800000.0,-58900000.0,-23400000.0,60800000.0,-58800000.0,-3500000.0,-6100000.0,28200000.0,136300000.0,-85100000.0,-52000000.0,-5000000.0,2200000.0,-10300000.0,17400000.0,-7100000.0,-2500000.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-2.0,4.0,1.0,0.0,0.0,0.0,-30000.0,-40000.0,-40000.0,-40000.0,50000.0,-10000.0,-30000.0,10000.0,0.0,50000.0,20000.0,-10000.0,-50000.0,50000.0,30000.0,-50000.0,-30000.0,-10000.0
,netCashProvidedByOperatingActivites,11352160.0,10529650.0,25756500.0,7059670.0,-18854820.0,25500000.0,23700000.0,27500000.0,-1900000.0,62800000.0,36400000.0,-57400000.0,32800000.0,28800000.0,35800000.0,63600000.0,120800000.0,26200000.0,1700000.0,20700000.0,10300000.0,3700000.0,32200000.0,32000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-6011180.0,-1843460.0,-2713320.0,-4916580.0,-11928000.0,-25300000.0,-14500000.0,-16400000.0,1600000.0,5100000.0,-10100000.0,-93300000.0,-86300000.0,-39600000.0,0.0,0.0,800000.0,300000.0,0.0,0.0,1000000.0,528300000.0,-2300000.0,-1900000.0
,dividendsPaid,-17889150.0,-15721270.0,-16732970.0,-16980530.0,-17712530.0,-18800000.0,-20300000.0,-5900000.0,-30000000.0,-69900000.0,-34900000.0,-36100000.0,-32100000.0,-34000000.0,-42100000.0,-48700000.0,-48500000.0,-54100000.0,-60500000.0,-64300000.0,-68000000.0,-55400000.0,-24800000.0,-24300000.0
,otherFinancingActivites,10.0,0.0,0.0,-10.0,0.0,0.0,-100000.0,0.0,-100000.0,-100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,0.0
