date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,30000000.0,19000000.0,38779000.0,220718000.0,217054000.0,205287000.0,20887000.0,-9914000.0,-80877000.0
,depreciationAndAmortization,489000000.0,547000000.0,513300000.0,40166000.0,26615000.0,4500000.0,4063000.0,2117000.0,1767000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,17000000.0,21000000.0,19521000.0,18565000.0,10574000.0,13342000.0,14815000.0,12856000.0,827000.0
,changeInWorkingCapital,4322000000.0,774000000.0,291731000.0,-406355000.0,-1001918000.0,-1097093000.0,-21668000.0,52661000.0,-83306000.0
,accountsReceivables,0.0,246000000.0,0.0,0.0,-857139000.0,-752507000.0,-83133000.0,39388000.0,-154000000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-238000000.0,21000000.0,-56573000.0,-19983000.0,647320000.0,299301000.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,-245570000.0,-952191000.0,-669174000.0,-610931000.0,-44576000.0,1152000.0,-9115000.0
,otherNonCashItems,-3371000000.0,190000000.0,213153000.0,1504612000.0,-448379000.0,-7904052000.0,118027000.0,-99737000.0,31630000.0
,netCashProvidedByOperatingActivites,1102000000.0,971000000.0,417826000.0,1058635000.0,-1833941000.0,-1958116000.0,-28903000.0,-101653000.0,-83641000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-105000000.0,-206000000.0,-771884000.0,65653000.0,52767000.0,679000.0,-19742000.0,-3936000.0,-3029000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-4000000.0,0.0,0.0,0.0,0.0,0.0,-6600000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,65653000.0,52767000.0,679000.0,40000000.0,48838000.0,0.0
,otherInvestingActivites,16000000.0,-3600000000.0,-4815684000.0,768449000.0,277455000.0,0.0,-26893000.0,74107000.0,34181000.0
,netCashUsedForInvestingActivites,-6000000.0,-3738000000.0,-5589571000.0,254781000.0,-1373534000.0,-2157292000.0,-81879000.0,101197000.0,29983000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3520000000.0,-1519000000.0,-742448000.0,-2316748000.0,-143759000.0,-53650000.0,-2207000.0,-210929000.0,-76204000.0
,commonStockIssued,0.0,0.0,497757000.0,0.0,0.0,246700000.0,0.0,0.0,0.0
,commonStockRepurchased,-4000000.0,-117000000.0,-12935000.0,-5489000.0,-6944000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,15000000.0,-68000000.0,-63516000.0,279979000.0,-246781000.0,-342058000.0,-26777000.0,-52050000.0,-29122000.0
,netCashUsedProvidedByFinancingActivities,-1370000000.0,2643000000.0,5485984000.0,-1456316000.0,3496728000.0,4205612000.0,152004000.0,-19966000.0,85946000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-274000000.0,-124000000.0,314239000.0,-142900000.0,289253000.0,90204000.0,41222000.0,-20422000.0,32288000.0
,cashAtEndOfPeriod,215000000.0,489000000.0,613241000.0,299002000.0,441902000.0,152649000.0,62445000.0,21223000.0,41645000.0
,cashAtBeginningOfPeriod,489000000.0,613000000.0,299002000.0,441902000.0,152649000.0,62445000.0,21223000.0,41645000.0,9357000.0
,operatingCashFlow,1102000000.0,971000000.0,417826000.0,1058635000.0,-1833941000.0,-1958116000.0,-28903000.0,-101653000.0,-83641000.0
,capitalExpenditure,-105000000.0,-206000000.0,-771884000.0,65653000.0,52767000.0,679000.0,-19742000.0,-21748000.0,-4198000.0
,freeCashFlow,997000000.0,765000000.0,-354058000.0,530981000.0,-3429634000.0,-4091758000.0,-48645000.0,-123401000.0,-87839000.0
