Date,2018-12-31,2017-12-31
Cash and cash equivalents,11829509.0,2370283.0
Short-term investments,0.0,17390432.0
Cash and short-term investments,11829509.0,19760715.0
Receivables,12134500.0,6582132.0
Inventories,273271.0,598199.0
Total current assets,25659179.0,29243641.0
Property Plant & Equipment Net,208869.0,278894.0
Goodwill and Intangible Assets,7714982.0,4017466.0
Long-term investments,1751835.0,7684.0
Tax assets,135999.0,34492.0
Total non-current assets,9811685.0,4338536.0
Total assets,35470864.0,33582177.0
Payables,1465340.0,5740007.0
Short-term debt,3201150.0,3675332.0
Total current liabilities,7122833.0,11594387.0
Long-term debt,91986.0,177027.0
Total debt,3293136.0,3852359.0
Deferred revenue,0.0,0.0
Tax Liabilities,1941770.0,1768731.0
Deposit Liabilities,76274.0,110853.0
Total non-current liabilities,91986.0,177027.0
Total liabilities,7214819.0,11771414.0
Other comprehensive income,-956929.0,517197.0
Retained earnings (deficit),15169573.0,7514858.0
Total shareholders equity,28256045.0,21810763.0
Investments,1751835.0,17398116.0
Net Debt,,
Other Assets,,
Other Liabilities,2456343.0,2179048.0
