Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,2062807.5253,4600967.3519,3545572.3542
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,18737771.3459,-101938633.6155,-25527141.8287
Capital Expenditure,-1221707.67,-699516.3241,-3525845.9323
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,-49409117.2214,32762243.0472,-24539092.8726
Investing Cash flow,-50630824.8915,32062726.7231,-28064938.8049
Issuance (repayment) of debt,-38798842.2576,100226723.0955,0.0
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,-38798842.2576,100226723.0955,-346580.2736
Effect of forex changes on cash,2760636.7583,-6048972.1886,6791936.6451
Net cash flow / Change in cash,-67931259.0449,24301844.0145,-47146724.2621
Free Cash Flow,17516063.6758,-102638149.9395,-29052987.761
Net Cash/Marketcap,,,
