date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-62303000.0,65571000.0,39924000.0,-71753000.0
,depreciationAndAmortization,225597000.0,195004000.0,215439000.0,163718000.0
,deferredIncomeTax,0.0,-1336000.0,-718000.0,-10408000.0
,stockBasedCompensation,66051000.0,65273000.0,52675000.0,33693000.0
,changeInWorkingCapital,-47029000.0,-247420000.0,53604000.0,-16816000.0
,accountsReceivables,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,207476000.0,454896000.0,401292000.0
,otherNonCashItems,16208000.0,-30761000.0,-9262000.0,-2437000.0
,netCashProvidedByOperatingActivites,169021000.0,173986000.0,188193000.0,74183000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-224116000.0,-229561000.0,3888000.0,-210593000.0
,acquisitionsNet,83000000.0,211000000.0,390000000.0,0.0
,purchasesOfInvestments,0.0,0.0,-665000.0,-2207000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,223350000.0
,netCashUsedForInvestingActivites,-167690000.0,-240672000.0,66327000.0,-7676000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-807614000.0,-719140000.0,-463759000.0,-406362000.0
,commonStockIssued,0.0,472780000.0,597000.0,0.0
,commonStockRepurchased,-104774000.0,0.0,0.0,0.0
,dividendsPaid,-120011000.0,-129834000.0,-107372000.0,-26540000.0
,otherFinancingActivites,-29932000.0,-17793000.0,-26152000.0,136699000.0
,netCashUsedProvidedByFinancingActivities,119489000.0,-190330000.0,-193545000.0,239787000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,120820000.0,-257016000.0,60975000.0,306294000.0
,cashAtEndOfPeriod,263336000.0,142516000.0,399532000.0,338557000.0
,cashAtBeginningOfPeriod,142516000.0,399532000.0,338557000.0,32263000.0
,operatingCashFlow,169021000.0,173986000.0,188193000.0,74183000.0
,capitalExpenditure,0.0,-229561000.0,3888000.0,-210593000.0
,freeCashFlow,169021000.0,173986000.0,188193000.0,74183000.0
