date,,2020-07-25_FY,2019-07-27_FY,2018-07-28_FY,2017-07-29_FY,2016-07-30_FY,2015-07-25_FY,2014-07-26_FY,2013-07-27_FY,2012-07-28_FY,2011-07-30_FY,2010-07-31_FY,2009-07-25_FY,2008-07-26_FY,2007-07-28_FY,2006-07-29_FY,2005-07-30_FY,2004-07-31_FY,2003-07-26_FY,2002-07-27_FY,2001-07-28_FY,2000-07-29_FY,1999-07-31_FY,1998-07-25_FY,1997-07-26_FY,1996-07-28_FY,1995-07-30_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY,1990-07-31_FY,1989-07-31_FY,1988-07-31_FY
,revenue,49301000000.0,51904000000.0,49330000000.0,48005000000.0,49247000000.0,49161000000.0,47142000000.0,48607000000.0,46061000000.0,43218000000.0,40040000000.0,36117000000.0,39540000000.0,34922000000.0,28484000000.0,24801000000.0,22045000000.0,18878000000.0,18915000000.0,22293000000.0,18928000000.0,12154000000.0,8459000000.0,6440000000.0,4096000000.0,1979000000.0,1243000000.0,649000000.0,339600000.0,183200000.0,69800000.0,27700000.0,5500000.0
,costOfRevenue,17618000000.0,19238000000.0,18724000000.0,17781000000.0,18287000000.0,19480000000.0,19373000000.0,19167000000.0,17852000000.0,16619000000.0,14397000000.0,13023000000.0,14056000000.0,12586000000.0,9737000000.0,8130000000.0,6919000000.0,5645000000.0,6902000000.0,11221000000.0,6746000000.0,4240000000.0,2918000000.0,2241000000.0,1410000000.0,644000000.0,382000000.0,196900000.0,104500000.0,59500000.0,22900000.0,11500000.0,2400000.0
,grossProfit,31683000000.0,32666000000.0,30606000000.0,30224000000.0,30960000000.0,29681000000.0,27769000000.0,29440000000.0,28209000000.0,26599000000.0,25643000000.0,23094000000.0,25484000000.0,22336000000.0,18747000000.0,16671000000.0,15126000000.0,13233000000.0,12013000000.0,11072000000.0,12182000000.0,7914000000.0,5541000000.0,4199000000.0,2686000000.0,1335000000.0,861000000.0,452100000.0,235100000.0,123700000.0,46900000.0,16200000.0,3100000.0
,grossProfitRatio,0.64264416543275,0.629354192355117,0.620433813095479,0.629601083220498,0.628667736105753,0.603750940786396,0.589050103941284,0.60567407986504,0.612426998979614,0.615461150446573,0.640434565434565,0.639421878893596,0.644511886697016,0.639596815760838,0.658158966437298,0.672190637474295,0.686141982308914,0.700974679521136,0.635104414485858,0.496658143811959,0.643596787827557,0.651143656409413,0.655041967135595,0.652018633540373,0.65576171875,0.674583122789288,0.692679002413516,0.696610169491525,0.692285041224971,0.675218340611354,0.671919770773639,0.584837545126354,0.563636363636364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,6347000000.0,6577000000.0,6332000000.0,6059000000.0,6296000000.0,6207000000.0,6294000000.0,5942000000.0,5488000000.0,5823000000.0,5273000000.0,5208000000.0,5153000000.0,4499000000.0,4067000000.0,3322000000.0,3195000000.0,3135000000.0,3448000000.0,3922000000.0,2704000000.0,2065000000.0,1020000000.0,698000000.0,399000000.0,165000000.0,88800000.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1929000000.0,1868000000.0,2103000000.0,1983000000.0,1782000000.0,2040000000.0,1934000000.0,2264000000.0,2322000000.0,1908000000.0,1999000000.0,1565000000.0,2007000000.0,1513000000.0,1169000000.0,959000000.0,867000000.0,702000000.0,618000000.0,6074000000.0,4579000000.0,418000000.0,1823000000.0,1365000000.0,886000000.0,431000000.0,253300000.0,174900000.0,99000000.0,54500000.0,24400000.0,9200000.0,2500000.0
,SellingAndMarketingExpenses,9169000000.0,9571000000.0,9242000000.0,9184000000.0,9619000000.0,9821000000.0,9503000000.0,9538000000.0,9647000000.0,9812000000.0,8716000000.0,8403000000.0,8380000000.0,7215000000.0,6031000000.0,4721000000.0,4530000000.0,4116000000.0,4264000000.0,0.0,0.0,2447000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,622000000.0,472000000.0,579000000.0,1015000000.0,571000000.0,843000000.0,693000000.0,500000000.0,6175000000.0,7142000000.0,16000000.0,596000000.0,2509000000.0,488000000.0,484000000.0,253000000.0,33000000.0,398000000.0,764000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,18063000000.0,18447000000.0,18297000000.0,18251000000.0,18300000000.0,18911000000.0,18424000000.0,18244000000.0,18144000000.0,18925000000.0,16479000000.0,15772000000.0,16042000000.0,13715000000.0,11751000000.0,9255000000.0,8834000000.0,8351000000.0,9094000000.0,13076000000.0,8947000000.0,4930000000.0,3436000000.0,2572000000.0,1285000000.0,692000000.0,372900000.0,188500000.0,105700000.0,57500000.0,25400000.0,9300000.0,2600000.0
,costAndExpenses,35681000000.0,37685000000.0,37021000000.0,36032000000.0,36587000000.0,38391000000.0,37797000000.0,37411000000.0,35996000000.0,35544000000.0,30876000000.0,28795000000.0,30098000000.0,26301000000.0,21488000000.0,17385000000.0,15753000000.0,13996000000.0,15996000000.0,24297000000.0,15693000000.0,9170000000.0,6354000000.0,4813000000.0,2695000000.0,1336000000.0,754900000.0,385400000.0,210200000.0,117000000.0,48300000.0,20800000.0,5000000.0
,interestExpense,585000000.0,859000000.0,943000000.0,861000000.0,676000000.0,566000000.0,564000000.0,583000000.0,596000000.0,628000000.0,623000000.0,-499000000.0,927000000.0,925000000.0,731000000.0,647000000.0,0.0,140000000.0,895000000.0,190000000.0,1108000000.0,0.0,198000000.0,262000000.0,64000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1808000000.0,1897000000.0,2192000000.0,2286000000.0,2150000000.0,2442000000.0,2432000000.0,2351000000.0,2602000000.0,2486000000.0,491000000.0,1768000000.0,1744000000.0,1413000000.0,1293000000.0,1009000000.0,242000000.0,1591000000.0,1957000000.0,2236000000.0,863000000.0,486000000.0,327000000.0,212000000.0,133000000.0,59000000.0,30800000.0,13600000.0,6700000.0,3000000.0,1000000.0,100000.0,100000.0
,EBITDA,15428000000.0,16116000000.0,14501000000.0,14259000000.0,14810000000.0,13212000000.0,11777000000.0,13547000000.0,12667000000.0,10160000000.0,9655000000.0,9090000000.0,11186000000.0,10034000000.0,8289000000.0,8425000000.0,6534000000.0,6473000000.0,4876000000.0,232000000.0,4098000000.0,3470000000.0,2431000000.0,1839000000.0,1534000000.0,702000000.0,518900000.0,277200000.0,136100000.0,69200000.0,22500000.0,7000000.0,600000.0
,EBITDARatio,0.312934828908136,0.310496300863132,0.293959051287249,0.297031559212582,0.300728978414929,0.26874961860011,0.2498196936914,0.278704713312897,0.275004884826643,0.23508723217178,0.241133866133866,0.251682033391478,0.282903388973192,0.287326040891129,0.291005476758882,0.339704044191766,0.296393740077115,0.342885898929971,0.257784826856992,0.0104068541694702,0.216504649196957,0.285502715155504,0.287386215864759,0.28555900621118,0.37451171875,0.354724608388075,0.417457763475463,0.427118644067797,0.400765606595995,0.377729257641921,0.322349570200573,0.252707581227437,0.109090909090909
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,13620000000.0,14219000000.0,12309000000.0,11973000000.0,12660000000.0,10770000000.0,9345000000.0,11196000000.0,10065000000.0,7674000000.0,9164000000.0,7322000000.0,9442000000.0,8621000000.0,6996000000.0,7416000000.0,6292000000.0,4882000000.0,2919000000.0,-2004000000.0,3235000000.0,2984000000.0,2104000000.0,1627000000.0,1401000000.0,643000000.0,488100000.0,263600000.0,129400000.0,66200000.0,21500000.0,6900000.0,500000.0
