date,,2021-01-30_FY,2020-01-25_FY,2019-01-26_FY,2018-01-27_FY,2017-07-29_FY,2016-07-30_FY,2015-07-25_FY,2014-07-26_FY,2013-10-26_FY,2013-07-27_FY,2012-07-28_FY,2011-07-30_FY,2010-07-31_FY,2009-07-25_FY,2008-07-26_FY,2007-07-28_FY,2006-07-29_FY,2005-07-30_FY,2004-07-31_FY,2003-07-26_FY,2002-07-27_FY,2001-07-28_FY,2000-07-29_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY,1990-07-31_FY,1989-07-31_FY,1988-07-31_FY,1987-07-31_FY,1986-07-31_FY
,revenue,2641989000.0,3339682000.0,3127700000.0,1411348000.0,3066880000.0,2672542000.0,2022312000.0,1811600000.0,0.0,1608600000.0,1201100000.0,1035900000.0,988623000.0,1106900000.0,1230000000.0,1137800000.0,1023700000.0,986600000.0,872715988.0,618200000.0,624000000.0,826700000.0,806300000.0,470100000.0,371400000.0,243000000.0,143900000.0,143900000.0,121400000.0,135600000.0,134000000.0,148500000.0,165400000.0,118900000.0,116000000.0,66100000.0,45600000.0
,costOfRevenue,2641989000.0,2779730000.0,2562392000.0,1141480000.0,2404734000.0,2083579000.0,1593250000.0,1475000000.0,0.0,1300400000.0,968900000.0,837100000.0,810064000.0,894900000.0,1011200000.0,915300000.0,835900000.0,785600000.0,673561514.0,482900000.0,479000000.0,615200000.0,600500000.0,347700000.0,285000000.0,192400000.0,115700000.0,117700000.0,105600000.0,114700000.0,111100000.0,118700000.0,129000000.0,90700000.0,92900000.0,49500000.0,35700000.0
,grossProfit,0.0,559952000.0,565308000.0,269868000.0,662146000.0,588963000.0,429062000.0,336500000.0,0.0,308200000.0,232200000.0,198700000.0,178559000.0,212000000.0,218700000.0,222600000.0,187800000.0,201000000.0,199154474.0,135300000.0,145100000.0,211500000.0,205800000.0,122400000.0,86400000.0,50600000.0,28200000.0,26200000.0,15800000.0,20900000.0,22900000.0,29800000.0,36400000.0,28200000.0,23100000.0,16600000.0,9900000.0
,grossProfitRatio,0.0,0.167666262835803,0.180742398567638,0.191212939686031,0.215902154632721,0.220375582497862,0.212164097330184,0.185747405608302,0.0,0.19159517592938,0.193322787444842,0.191813881648808,0.180613843699772,0.191525883096937,0.17780487804878,0.19564071014238,0.183452183256814,0.203729981755524,0.228200785522907,0.218861209964413,0.232532051282051,0.25583645820733,0.255239985117202,0.26037013401404,0.232633279483037,0.208230452674897,0.195969423210563,0.182070882557331,0.130148270181219,0.154129793510324,0.17089552238806,0.200673400673401,0.220072551390568,0.23717409587889,0.199137931034483,0.251134644478064,0.217105263157895
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,259770000.0,254590000.0,269140000.0,124930000.0,239231000.0,217149000.0,178700000.0,161900000.0,0.0,145800000.0,104000000.0,94600000.0,98140000.0,98700000.0,98900000.0,90100000.0,80900000.0,79700000.0,75356353.0,70100000.0,89000000.0,73600000.0,65500000.0,45000000.0,36700000.0,23800000.0,14600000.0,14100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-50859000.0,-44369000.0,0.0,-37364000.0,-34720000.0,1689294000.0,1567817000.0,0.0,1385897000.0,1031642000.0,0.0,0.0,-370000.0,-370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,259770000.0,442222000.0,448743000.0,209983000.0,387137000.0,358349000.0,274744000.0,254700000.0,0.0,231300000.0,166800000.0,165500000.0,161747000.0,255600000.0,175900000.0,147800000.0,143600000.0,155300000.0,117422751.0,109100000.0,175700000.0,113700000.0,99600000.0,65100000.0,50200000.0,32500000.0,20300000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,2901759000.0,3221952000.0,3011135000.0,1351463000.0,2791871000.0,2441928000.0,1867994000.0,1729700000.0,0.0,1531700000.0,1135700000.0,1002600000.0,971811000.0,1150500000.0,1187100000.0,1063100000.0,979500000.0,940900000.0,790984265.0,592000000.0,654700000.0,728900000.0,700100000.0,412800000.0,335200000.0,224900000.0,136000000.0,137700000.0,128500000.0,169400000.0,139600000.0,149800000.0,153900000.0,110700000.0,108900000.0,60800000.0,42200000.0
,interestExpense,29671000.0,-50859000.0,-44369000.0,-19560000.0,-37364000.0,-34720000.0,-27025000.0,-26800000.0,0.0,-23300000.0,-3049000.0,3140000.0,14272000.0,1590000.0,1590000.0,14809000.0,11990000.0,417000.0,963908.0,1300000.0,2600000.0,4500000.0,3400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
