date,,2021-01-31_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY,1996-02-03_FY,1995-01-28_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY,1991-01-31_FY,1990-01-31_FY,1989-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-71654000.0,111081000.0,170263000.0,221324000.0,169220000.0,269370000.0,331853000.0,323700000.0,336000000.0,463900000.0,179600000.0,68500000.0,-241065000.0,53800000.0,245600000.0,121500000.0,117700000.0,9344000.0,-389700000.0,71800000.0,-5900000.0,163700000.0,135300000.0,258300000.0,238600000.0,167200000.0,251800000.0,241100000.0,236400000.0,206200000.0,182800000.0,148100000.0,113800000.0
,depreciationAndAmortization,216315000.0,224309000.0,225849000.0,233683000.0,245923000.0,252147000.0,252334000.0,257200000.0,261600000.0,259500000.0,263400000.0,264800000.0,286184000.0,300900000.0,303300000.0,304400000.0,305500000.0,297201000.0,305500000.0,313700000.0,306100000.0,295900000.0,241900000.0,201400000.0,195200000.0,193300000.0,191900000.0,172800000.0,137000000.0,113800000.0,99500000.0,86400000.0,73900000.0
,deferredIncomeTax,-23946000.0,-5415000.0,334000.0,-102065000.0,-35703000.0,-35975000.0,-30927000.0,-7300000.0,-61100000.0,-9500000.0,18400000.0,-35400000.0,-57652000.0,-2400000.0,-32800000.0,-32900000.0,-122000000.0,13623000.0,24900000.0,2000000.0,-6300000.0,-13100000.0,-118600000.0,53900000.0,12600000.0,-54300000.0,17800000.0,23500000.0,31900000.0,23900000.0,400000.0,-7700000.0,-1800000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49949000.0,-10171000.0,-3446000.0,0.0,0.0,77000.0,1002000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,112131000.0,80265000.0,146847000.0,-171254000.0,-56263000.0,-85452000.0,121219000.0,157000000.0,3600000.0,-149400000.0,-109800000.0,207410000.0,12090000.0,-309700000.0,67600000.0,-245200000.0,-439304000.0,-556196000.0,357400000.0,-79800000.0,-646900000.0,269200000.0,444700000.0,33300000.0,77400000.0,22700000.0,105100000.0,-16700000.0,326100000.0,159600000.0,198600000.0,355400000.0,-55800000.0
,accountsReceivables,9467000.0,3693000.0,-11416000.0,8580000.0,-1092000.0,9372000.0,-25670000.0,679000.0,-2811000.0,-2758000.0,37272000.0,24776000.0,0.0,-372000.0,0.0,-2872000.0,1181800000.0,0.0,-263200000.0,-95700000.0,125700000.0,87700000.0,-33900000.0,0.0,-26900000.0,-1500000.0,-5600000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,377244000.0,63410000.0,-64856000.0,-57158000.0,-33436000.0,-24000.0,-29160000.0,-50740000.0,9543000.0,-13977000.0,10533000.0,73714000.0,404203000.0,-7129000.0,30545000.0,-123345000.0,-100600000.0,-38069000.0,-32400000.0,54300000.0,431600000.0,109200000.0,-372200000.0,-227800000.0,-71000000.0,-123200000.0,-62900000.0,-121400000.0,-41000000.0,-146300000.0,-120900000.0,-136600000.0,-17200000.0
,accountsPayables,-123285000.0,-25597000.0,104060000.0,-19615000.0,156342000.0,-33702000.0,104923000.0,-21752000.0,11472000.0,-17981000.0,24647000.0,15254000.0,0.0,-88098000.0,-104707000.0,-20640000.0,-139500000.0,0.0,133400000.0,-163500000.0,-47300000.0,172400000.0,-206300000.0,0.0,34200000.0,-25600000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-14000.0,917262000.0,836997000.0,690150000.0,861404000.0,917667000.0,1003119000.0,881900000.0,724900000.0,721300000.0,870700000.0,980500000.0,773090000.0,761000000.0,1070700000.0,1003100000.0,1248300000.0,1687604000.0,2243800000.0,1886400000.0,1966200000.0,2613100000.0,2343900000.0,1899200000.0,1865900000.0,1788500000.0,1765800000.0,1660700000.0,1677400000.0,1351300000.0,1191700000.0,993100000.0,637700000.0
,otherNonCashItems,7134000.0,-19896000.0,48000.0,-4064000.0,7133000.0,-12626000.0,0.0,-7000000.0,-60800000.0,-13100000.0,-6900000.0,-1800000.0,173372000.0,9400000.0,-20700000.0,112100000.0,-54500000.0,0.0,558100000.0,17000000.0,171300000.0,108800000.0,0.0,100000.0,0.0,126600000.0,0.0,100000.0,100000.0,0.0,0.0,-200000.0,200000.0
,netCashProvidedByOperatingActivites,252946000.0,365074000.0,367288000.0,274285000.0,512210000.0,450226000.0,611589000.0,501800000.0,522700000.0,501100000.0,512900000.0,554000000.0,350005000.0,254400000.0,360600000.0,369100000.0,554100000.0,432106000.0,356900000.0,615700000.0,797300000.0,712300000.0,642700000.0,247500000.0,289300000.0,299100000.0,395300000.0,314500000.0,359400000.0,176300000.0,81800000.0,55600000.0,147900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-103383000.0,-137064000.0,-130464000.0,-104824000.0,-165788000.0,-151888000.0,-94923000.0,-136632000.0,-115651000.0,-98184000.0,-75089000.0,-189579000.0,-396337000.0,-2603000.0,-3354000.0,-285300000.0,-227421000.0,-233300000.0,-270600000.0,-225500000.0,-247100000.0,-248500000.0,-509500000.0,-350100000.0,-347200000.0,-253000000.0,-316700000.0,-344100000.0,-287900000.0,-241300000.0,-144000000.0,-180500000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,14000000.0,688000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-129884000.0,-223013000.0,-240171000.0,-500000000.0,0.0,-301566000.0,-185536000.0,-491157000.0,-413889000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
