date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,494926000000.0,476106000000.0,480293000000.0,442911000000.0,435692000000.0,431232000000.0,410758000000.0,398443000000.0,377753788168.85,394059307573.12,345464606534.4,296023596982.2,302738982480.44,202741204276.58,168033692965.08,144011746522.36,107672960005.02,74888189950.46,43480882697.56,27217209292.59,15306625762.88,9782337849.81
,costOfRevenue,185425000000.0,178884000000.0,176270000000.0,169402000000.0,175732000000.0,167172000000.0,114682000000.0,106413000000.0,147372262621.65,113116215221.24,91421551728.0,70935490595.4,71436762492.04,46333161241.45,37715930659.5,28379006296.46,19381910640.21,13946443686.83,16467200197.28,9692223227.27,6644589694.48,2486623232.55
,grossProfit,309501000000.0,297222000000.0,304023000000.0,273509000000.0,259960000000.0,264060000000.0,296076000000.0,292030000000.0,230381525547.2,280943092351.88,254043054806.4,225088106386.8,231302219988.4,156408043035.13,130317762305.58,115632740225.9,88291049364.81,60941746263.63,27013682500.28,17524986065.32,8662036068.4,7295714617.26
,grossProfitRatio,0.62534803182698,0.62427694673035,0.632994859387915,0.617525868628235,0.596660025889849,0.612338601959038,0.720803977037574,0.732927921936136,0.609872178023594,0.712946216350313,0.735366373287515,0.760372175331464,0.764031833935838,0.771466479116686,0.775545427860483,0.802939642204438,0.819992775908581,0.813769785381969,0.621277233219461,0.643893570311459,0.565901081177946,0.745804809573379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,87983000000.0,67981000000.0,63883000000.0,62337000000.0,60617000000.0,57872000000.0,77826000000.0,85458000000.0,22819167140.69,77932631802.48,69575448158.4,59309724681.3,44091837016.48,52649346366.79,45311546271.24,42660230027.02,30263572287.45,21573680353.85,5491227329.77,3282499398.13,2183766838.21,2684521150.02
,SellingAndMarketingExpenses,0.0,17516000000.0,17201000000.0,19592000000.0,20531000000.0,22100000000.0,21908000000.0,22861000000.0,21619167169.01,28093215220.28,26019704793.6,22778426458.2,26077299492.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,3337000000.0,-2450000000.0,3709000000.0,-992000000.0,-317000000.0,56000000.0,-771000000.0,10636000000.0,-703645183.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
