date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,7131800000.0,7210300000.0,6874400000.0,6456500000.0,6527800000.0,6588300000.0,5867700000.0,5334900000.0,4640300000.0,4276700000.0,3936000000.0,3650600000.0,4619500000.0,5712967000.0,5748331000.0,5540663000.0,5301135000.0,4776505000.0,4486038000.0,4318292000.0,3604425000.0,286117000.0
,costOfRevenue,5908400000.0,6041400000.0,5771400000.0,5400600000.0,5469100000.0,5527500000.0,4900500000.0,4457400000.0,3876700000.0,3555700000.0,3287300000.0,3037600000.0,3862300000.0,4823523000.0,4870470000.0,4702293000.0,4487394000.0,4036201000.0,3779128000.0,3645818000.0,3065009000.0,244618000.0
,grossProfit,1223400000.0,1168900000.0,1103000000.0,1055900000.0,1058700000.0,1060800000.0,967200000.0,877500000.0,763600000.0,721000000.0,648700000.0,613000000.0,757200000.0,889444000.0,877861000.0,838370000.0,813741000.0,740304000.0,706910000.0,672474000.0,539416000.0,41499000.0
,grossProfitRatio,0.171541546313694,0.162115307268768,0.160450366577447,0.163540617981879,0.162183277673948,0.161012704339511,0.164834602996063,0.164482933138391,0.164558325970304,0.168587929945986,0.164811991869919,0.167917602585876,0.163913843489555,0.155688629043367,0.152715805683424,0.151312216606569,0.153503164888274,0.154988637089253,0.157580029415712,0.155726847559174,0.149653828280516,0.145042063211903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,635000000.0,643300000.0,755800000.0,729700000.0,732500000.0,729900000.0,671600000.0,619300000.0,556100000.0,549900000.0,499500000.0,494700000.0,617900000.0,685632000.0,672897000.0,654210000.0,650152000.0,580938000.0,550615000.0,518265000.0,405811000.0,32387000.0
,SellingAndMarketingExpenses,146900000.0,156500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,47700000.0,37000000.0,32600000.0,33400000.0,28400000.0,29300000.0,27400000.0,32100000.0,21600000.0,37200000.0,22500000.0,22000000.0,559300000.0,22450000.0,20209000.0,19733000.0,20422000.0,58142000.0,23928000.0,0.0,0.0,0.0
,operatingExpenses,829600000.0,836800000.0,788400000.0,763100000.0,760900000.0,759200000.0,699000000.0,651400000.0,577700000.0,587100000.0,522000000.0,516700000.0,1177200000.0,708082000.0,693106000.0,673943000.0,670574000.0,639080000.0,574543000.0,3522377000.0,427797000.0,33997000.0
,costAndExpenses,6738000000.0,6878200000.0,6559800000.0,6163700000.0,6230000000.0,6286700000.0,5599500000.0,5108800000.0,4454400000.0,4142800000.0,3809300000.0,3554300000.0,5039500000.0,5531605000.0,5563576000.0,5376236000.0,5157968000.0,4675281000.0,4353671000.0,7168195000.0,3492806000.0,278615000.0
,interestExpense,74400000.0,92800000.0,86100000.0,78600000.0,75500000.0,63100000.0,53300000.0,54000000.0,52600000.0,54700000.0,45600000.0,56200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,38500000.0,36200000.0,33700000.0,32100000.0,30700000.0,29500000.0,26400000.0,24300000.0,22600000.0,22700000.0,21100000.0,23500000.0,23400000.0,21492000.0,20209000.0,19733000.0,20422000.0,20212000.0,23928000.0,30768000.0,21986000.0,1610000.0
,EBITDA,451000000.0,372900000.0,344600000.0,319800000.0,374000000.0,365800000.0,262300000.0,251600000.0,207400000.0,174900000.0,128000000.0,107500000.0,-448400000.0,102984000.0,121504000.0,116668000.0,101859000.0,56667000.0,98755000.0,79948000.0,133605000.0,9112000.0
,EBITDARatio,0.0632378922572142,0.051717681649862,0.0501280111718841,0.0495314799039727,0.0572934219798401,0.0555226689737869,0.0447023535627247,0.0471611464132411,0.0446953860741762,0.0408960179577712,0.032520325203252,0.029447214156577,-0.097066782119277,0.0180263600332367,0.0211372657559212,0.0210566858153979,0.0192145644281838,0.0118636953169734,0.0220138572165461,0.0185138012899545,0.0370669385546932,0.0318471114963459
