date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-58452000.0,-66049000.0,-2146000.0,73951000.0,31234000.0,10793000.0,4283000.0,-1406000.0,-945000.0,-5328000.0,-3380000.0
,depreciationAndAmortization,24733000.0,24014000.0,29698000.0,20381000.0,14188000.0,9424000.0,6169000.0,3407000.0,2942000.0,3112000.0,3340000.0
,deferredIncomeTax,7348000.0,14570000.0,-8964000.0,-114000.0,-11426000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,13046000.0,11804000.0,11120000.0,7795000.0,3833000.0,2120000.0,2061000.0,1069000.0,161000.0,563000.0,780000.0
,changeInWorkingCapital,4572000.0,-15408000.0,-42132000.0,61410000.0,17731000.0,15210000.0,25759000.0,25210000.0,15580000.0,-1911000.0,-5078000.0
,accountsReceivables,-8421000.0,-4355000.0,29316000.0,-10080000.0,-11147000.0,-7531000.0,-9703000.0,-8457000.0,-1158000.0,-4498000.0,-2103000.0
,inventory,-23674000.0,1560000.0,-28403000.0,-21876000.0,10207000.0,-37502000.0,-16105000.0,-7520000.0,-538000.0,-1578000.0,-3674000.0
,accountsPayables,-3347000.0,3150000.0,-13714000.0,7249000.0,9105000.0,-1258000.0,18758000.0,8079000.0,-961000.0,1534000.0,-251000.0
,otherWorkingCapital,106021000.0,101449000.0,116857000.0,158989000.0,97579000.0,79848000.0,64638000.0,38879000.0,13669000.0,-1911000.0,0.0
,otherNonCashItems,4830000.0,7666000.0,7208000.0,1866000.0,3707000.0,0.0,0.0,1069000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-44009000.0,-1754000.0,14029000.0,84284000.0,57104000.0,-15212000.0,7242000.0,-6552000.0,-358000.0,-4125000.0,-3209000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-19074000.0,-31477000.0,-71180000.0,-69839000.0,-49442000.0,-57080000.0,-41129000.0,-9600000.0,-3178000.0,-1790000.0,-3017000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-175000.0,-246000.0,-7970000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,36000.0,8000.0,7752000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,680000.0,-4238000.0,-720000.0,-43000.0,-41000.0,-1000.0,113000.0
,netCashUsedForInvestingActivites,-19347000.0,-32116000.0,-76514000.0,-70159000.0,-41543000.0,-61620000.0,-45388000.0,-17736000.0,-3290000.0,-1571000.0,-2914000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-132612000.0,-143616000.0,-168702000.0,-82070000.0,-178321000.0,-131160000.0,-66795000.0,-29319000.0,-17442000.0,-16645000.0,-7460000.0
,commonStockIssued,39203000.0,0.0,0.0,21572000.0,27237000.0,38648000.0,45681000.0,31448000.0,0.0,1000.0,3000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1080000.0,-897000.0,-4137000.0,-10721000.0,2987000.0,-4413000.0,266000.0,-249000.0,-193000.0,-155000.0,455000.0
,netCashUsedProvidedByFinancingActivities,47441000.0,42596000.0,34803000.0,18244000.0,4642000.0,73114000.0,47250000.0,35368000.0,12754000.0,2836000.0,8975000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-999000.0,298000.0,1738000.0,-385000.0,1947000.0,-383000.0,1065000.0,203000.0,-150000.0,136000.0,-621000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-16914000.0,9024000.0,-25944000.0,31984000.0,22150000.0,-4101000.0,10169000.0,11283000.0,8956000.0,-2724000.0,2232000.0
,cashAtEndOfPeriod,50114000.0,67028000.0,58004000.0,83948000.0,50224000.0,28074000.0,32175000.0,22006000.0,10723000.0,1768000.0,4492000.0
,cashAtBeginningOfPeriod,67028000.0,58004000.0,83948000.0,51964000.0,28074000.0,32175000.0,22006000.0,10723000.0,1767000.0,4492000.0,2260000.0
,operatingCashFlow,-44009000.0,-1754000.0,14029000.0,84284000.0,57104000.0,-15212000.0,7242000.0,-6552000.0,-358000.0,-4125000.0,-3209000.0
,capitalExpenditure,-19563000.0,-32117000.0,-77247000.0,-70338000.0,-49989000.0,-57558000.0,-44469000.0,-9723000.0,-3387000.0,-1957000.0,-3064000.0
,freeCashFlow,-63572000.0,-33871000.0,-63218000.0,13946000.0,7115000.0,-72770000.0,-37227000.0,-16275000.0,-3745000.0,-6082000.0,-6273000.0
