date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-495100000.0,137000000.0,77100000.0,136400000.0,-16500000.0,-75600000.0
,depreciationAndAmortization,202700000.0,209700000.0,234100000.0,205800000.0,160100000.0,158800000.0
,deferredIncomeTax,0.0,0.0,-26200000.0,-34500000.0,-3800000.0,-3000000.0
,stockBasedCompensation,191500000.0,147000000.0,125500000.0,76400000.0,56800000.0,40400000.0
,changeInWorkingCapital,128100000.0,33100000.0,292300000.0,-421800000.0,90300000.0,150300000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,-1200000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-20500000.0,13600000.0,-3400000.0,-8400000.0,19600000.0,13500000.0
,otherWorkingCapital,143800000.0,-425800000.0,-458900000.0,-751200000.0,-329400000.0,-419700000.0
,otherNonCashItems,736400000.0,24000000.0,-100000.0,-109900000.0,33000000.0,11900000.0
,netCashProvidedByOperatingActivites,764600000.0,723400000.0,559800000.0,475600000.0,386500000.0,259400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-66500000.0,-87600000.0,-87700000.0,-83200000.0,-61500000.0,-55800000.0
,acquisitionsNet,-425000000.0,-40000000.0,-147000000.0,-1877000000.0,-119000000.0,-65000000.0
,purchasesOfInvestments,0.0,-64100000.0,-24800000.0,-28300000.0,-10500000.0,-7300000.0
,salesMaturitiesOfInvestments,23700000.0,59900000.0,18500000.0,22600000.0,8400000.0,5800000.0
,otherInvestingActivites,200000.0,1500000.0,0.0,0.0,0.0,1100000.0
,netCashUsedForInvestingActivites,-482300000.0,-135300000.0,-254800000.0,-1570100000.0,-183400000.0,-145900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-28700000.0,-625000000.0,-25000000.0,-611900000.0,-11000000.0,-386000000.0
,commonStockIssued,0.0,0.0,0.0,22900000.0,0.0,482400000.0
,commonStockRepurchased,-541700000.0,-458600000.0,0.0,-285000000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,-18800000.0,-800000.0
,otherFinancingActivites,-864900000.0,-72500000.0,-17100000.0,-50100000.0,-15100000.0,-24100000.0
,netCashUsedProvidedByFinancingActivities,-581700000.0,-456900000.0,47000000.0,1107500000.0,15100000.0,95700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1800000.0,-800000.0,-2300000.0,3600000.0,-100000.0,-200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-297600000.0,130400000.0,349700000.0,16600000.0,218100000.0,209000000.0
,cashAtEndOfPeriod,765200000.0,1062800000.0,932400000.0,582700000.0,566100000.0,348000000.0
,cashAtBeginningOfPeriod,1062800000.0,932400000.0,582700000.0,566100000.0,348000000.0,139000000.0
,operatingCashFlow,764600000.0,723400000.0,559800000.0,475600000.0,386500000.0,259400000.0
,capitalExpenditure,-81500000.0,-92300000.0,-97000000.0,-135200000.0,-62800000.0,-79300000.0
,freeCashFlow,683100000.0,631100000.0,462800000.0,340400000.0,323700000.0,180100000.0
