date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,3817839000.0,3293019000.0,2982914000.0,2882300000.0,2531181000.0,2289076000.0,2171869000.0,1936221000.0,1581780000.0,1396831000.0,1382026000.0,1090636000.0,870337000.0,763065000.0,451807000.0,263735000.0,246823000.0,216512000.0,187794000.0,177898000.0,177528000.0,141100000.0,127500000.0,123100000.0,101700000.0,87100000.0,87800000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,3817839000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,2125544000.0,1911016000.0,2092422000.0,1865660000.0,1699540000.0,1510858000.0,1411112000.0,1104884000.0,976010000.0,1126131000.0,772860000.0,582778000.0,543021000.0,329703000.0,174765000.0,157314000.0,140973000.0,126726000.0,120889000.0,117229000.0,92800000.0,87000000.0,82100000.0,66800000.0,57200000.0,60700000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27040000.0,26301000.0,23416000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2900000.0
,otherExpenses,292281000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,292281000.0,2738000000.0,2491000000.0,2657000000.0,2433000000.0,2190000000.0,1918000000.0,1788000000.0,1364000000.0,1255000000.0,1382000000.0,970000000.0,779000000.0,709000000.0,425000000.0,231000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,292281000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,-65778000.0,177931000.0,170076000.0,70030000.0,66874000.0,45399000.0,41261000.0,46368000.0,33383000.0,25347000.0,13211000.0,12234000.0,18510000.0,30025000.0,19581000.0,6275000.0,4366000.0,5108000.0,6319000.0,11722000.0,20594000.0,10100000.0,9800000.0,13000000.0,8200000.0,8300000.0,6100000.0
