date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-262370000.0,-4357000.0,18977000.0,-241000.0,-3552905.0,9711000.0
,depreciationAndAmortization,92570000.0,101897000.0,73278000.0,53131000.0,0.0,46098000.0
,deferredIncomeTax,-11472000.0,-22947000.0,3006000.0,1004000.0,0.0,-12555000.0
,stockBasedCompensation,10158000.0,8845000.0,6116000.0,3765000.0,0.0,0.0
,changeInWorkingCapital,114997000.0,-103294000.0,-2301000.0,75840921.0,-4451192.0,1615000.0
,accountsReceivables,44377000.0,-8861000.0,-16471000.0,-3861000.0,0.0,-10510000.0
,inventory,1132000.0,-1218000.0,-456000.0,-900000.0,0.0,-1437000.0
,accountsPayables,-39866000.0,4918000.0,15079000.0,-10213000.0,0.0,18317000.0
,otherWorkingCapital,81444000.0,-33553000.0,69741000.0,72042000.0,-3798921.0,652271.0
,otherNonCashItems,1073000.0,3580000.0,411000.0,3170000.0,-898287.0,1865000.0
,netCashProvidedByOperatingActivites,-99938000.0,72188000.0,114430000.0,64191000.0,-1223700.0,30799000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-106230000.0,0.0,-119704000.0
,acquisitionsNet,0.0,0.0,-93000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,66773000.0,8509000.0,2203000.0,-2700000.0,0.0,15934000.0
,netCashUsedForInvestingActivites,29412000.0,-203816000.0,-204586000.0,-109829000.0,0.0,-104147000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-25472000.0,-10100000.0,-9850000.0,-862412000.0,0.0,-18750000.0
,commonStockIssued,19558000.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-2554000.0,-13694000.0,-314000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-8677000.0,0.0,-55000.0,74391000.0,250000.0,-3088000.0
,netCashUsedProvidedByFinancingActivities,222455000.0,36206000.0,89280000.0,119704000.0,250000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,151929000.0,-95422000.0,-876000.0,74066000.0,-973700.0,-3686000.0
,cashAtEndOfPeriod,172860000.0,20931000.0,116353000.0,117229000.0,144046.0,41843000.0
,cashAtBeginningOfPeriod,20931000.0,116353000.0,117229000.0,43163000.0,1117746.0,45529000.0
,operatingCashFlow,-99938000.0,72188000.0,114430000.0,64191000.0,-1223700.0,30799000.0
,capitalExpenditure,-37361000.0,-212539000.0,-113683000.0,-107233000.0,0.0,-120111000.0
,freeCashFlow,-137299000.0,-140351000.0,747000.0,-43042000.0,-1223700.0,-89312000.0
