date,,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY
,revenue,0.0,0.0,0.0,0.0,469545000000.0,7238000000.0,6865000000.0,7309000000.0,6972000000.0,271957000000.0,1192000000.0,302000000.0,164000000.0,1639000000.0,61000000.0,1987000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,321284000000.0,4925000000.0,4781000000.0,5171000000.0,4778000000.0,186299000000.0,-310000000.0,-1162000000.0,-932000000.0,864000000.0,-569000000.0,-17446000000.0
,grossProfit,0.0,0.0,0.0,0.0,148261000000.0,2313000000.0,2083000000.0,2138000000.0,2194000000.0,85658000000.0,1502000000.0,1464000000.0,1096000000.0,775000000.0,630000000.0,19433000000.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.315754613508822,0.319563415308096,0.303423160961398,0.292516076070598,0.314687320711417,0.314968910526296,1.26006711409396,4.8476821192053,6.68292682926829,0.472849298352654,10.327868852459,9.78007045797685
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10000000.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,-25850000000.0,-392000000.0,-404000000.0,-399000000.0,-412000000.0,-14823000000.0,-289000000.0,-270000000.0,-177000000.0,-118000000.0,-86000000.0,-8450000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,-30625000000.0,-487000000.0,-444000000.0,-546000000.0,-498000000.0,-18608000000.0,-349000000.0,-345000000.0,-213000000.0,-152000000.0,-125000000.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617000000.0,0.0,383000000.0,261000000.0,204000000.0,8676000000.0
,operatingExpenses,0.0,0.0,0.0,0.0,-56475000000.0,-879000000.0,-848000000.0,-945000000.0,-910000000.0,-33431000000.0,-21000000.0,-625000000.0,-7000000.0,-9000000.0,-7000000.0,226000000.0
,costAndExpenses,0.0,0.0,0.0,0.0,264809000000.0,4046000000.0,3933000000.0,4226000000.0,3868000000.0,152868000000.0,-331000000.0,-1787000000.0,-939000000.0,855000000.0,-576000000.0,-17220000000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,282000000.0,21124000000.0,23107000000.0,14967000000.0,12823000000.0,185000000.0,199000000.0,199000000.0,184000000.0,7831000000.0,164000000.0,152000000.0,99000000.0,71000000.0,59000000.0,52536000000.0
,EBITDA,282000000.0,21124000000.0,23107000000.0,14967000000.0,99882000000.0,1492000000.0,1331000000.0,-71000000.0,-34000000.0,-1463000000.0,143000000.0,994000000.0,92000000.0,62000000.0,52000000.0,52762000000.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.212720825479986,0.206134291240674,0.19388201019665,-0.00971405116979067,-0.00487664945496271,-0.00537952691050423,0.11996644295302,3.29139072847682,0.560975609756098,0.0378279438682123,0.852459016393443,26.553598389532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
