date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-61248000000.0,682000000.0,160000000.0,451000000.0,63000000.0,153000000.0,327000000.0,6388000000.0,9474000000.0,-2232000000.0,-6074000000.0,29562000000.0,42600000000.0,65101290000.0,5712390000.0,4732010000.0
,depreciationAndAmortization,92160000000.0,96146000000.0,74879000000.0,61477000000.0,83343000000.0,111091000000.0,121887000000.0,26035000000.0,25103000000.0,12422000000.0,8061000000.0,7845000000.0,7060000000.0,39254700000.0,295660000.0,320290000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1595000000.0,3214000000.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-21740000000.0,500014000000.0,-633233000000.0,-245936000000.0,-55192000000.0,-12802000000.0,-24600000000.0,66150000000.0,-16691000000.0,-19838000000.0,329934000000.0,-219620000000.0,0.0,-23908200000.0,-1687790000.0,-1267770000.0
,accountsReceivables,4620000000.0,-27783000000.0,-30841000000.0,18176000000.0,22910000000.0,-2143000000.0,-8841000000.0,3505000000.0,1457000000.0,-8528000000.0,3008000000.0,6715000000.0,117000000.0,-28364300000.0,0.0,0.0
,inventory,0.0,1564000000.0,837000000.0,120000000.0,6476000000.0,2226000000.0,3402000000.0,-25863000000.0,6953000000.0,-17584000000.0,-5167000000.0,8738000000.0,-4715000000.0,33539400000.0,-1423800000.0,-190220000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4108000000.0,3611000000.0,-29083300000.0,0.0,0.0
,otherWorkingCapital,0.0,-165918000000.0,-665932000000.0,-32699000000.0,213237000000.0,268429000000.0,281231000000.0,305831000000.0,239681000000.0,256372000000.0,276210000000.0,-53724000000.0,165896000000.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41282100000.0,-183740000.0,-20770000.0
,netCashProvidedByOperatingActivites,0.0,208420000000.0,348407000000.0,212105000000.0,107352000000.0,125710000000.0,56199000000.0,73954000000.0,66998000000.0,127529000000.0,14249000000.0,78204000000.0,-17594000000.0,614487600000.0,4300400000.0,3632290000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7386200000.0,-9886900000.0,-1495200000.0,-1472900000.0,-691000000.0,-114310600000.0,-961250000.0,-435910000.0
,acquisitionsNet,-4000000.0,-734000000.0,-132000000.0,-1000000.0,0.0,0.0,0.0,151000000.0,9000000.0,-1202000000.0,0.0,0.0,0.0,33000000.0,0.0,0.0
,purchasesOfInvestments,0.0,-815230000000.0,-828411000000.0,-935851000000.0,-1070637000000.0,-1150465000000.0,-1294912000000.0,-640932000000.0,-747043000000.0,-1206419000000.0,-1270518000000.0,0.0,0.0,-371150500000.0,-1702000000.0,-3040100000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299500000.0,0.0,0.0
,netCashUsedForInvestingActivites,-116866000000.0,-133147000000.0,-52153000000.0,-79910000000.0,-42613000000.0,-43939000000.0,-113469500000.0,-3207700000.0,-47244300000.0,-29647200000.0,-53941200000.0,-9988500000.0,-12032500000.0,-440926900000.0,-2425100000.0,-3351580000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-86740000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3902000000.0,6119000000.0,0.0,-120890000.0,-639610000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-14498000000.0,-14172000000.0,-12982000000.0,-12754000000.0,-12998000000.0,-17402000000.0,-24508000000.0,-19050000000.0,-16917000000.0,-13076000000.0,-3812000000.0,-1030000000.0,-180007300000.0,-1558510000.0,-299630000.0
,otherFinancingActivites,-54290000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9616100000.0,0.0,10000.0
,netCashUsedProvidedByFinancingActivities,-87356000000.0,-45643000000.0,-357144000000.0,-49123000000.0,-52714000000.0,-86448000000.0,-50516200000.0,2378100000.0,17256400000.0,-4197300000.0,26821100000.0,-11389600000.0,-1836100000.0,-189623400000.0,-1679400000.0,-939230000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,136000000.0,-936000000.0,844000000.0,-299000000.0,224000000.0,338000000.0,-538100000.0,0.0,0.0,0.0,1603100000.0,-200000.0,-100000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
