date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-16223000.0,-534000.0,-46567000.0,11874000.0,1183000.0,27117000.0,-5701000.0,-2849735.0,-4333847.0,4981274.0,-8270830.0,-1781766.0,6093126.0,13522683.0,10179650.0,13435840.0,-524702.0,1744724.0
,depreciationAndAmortization,130783000.0,134860000.0,156107000.0,174625000.0,179084000.0,170521000.0,123862000.0,57757063.0,43768649.0,38655771.0,42564646.0,34003017.0,37256010.0,32886267.0,31541571.0,23648819.0,12333774.0,3017579.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,5998000.0,5375000.0,4869000.0,5987000.0,5214000.0,4580000.0,2536000.0,1670445.0,602384.0,519929.0,488557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-19275000.0,36939000.0,9204000.0,18809000.0,-14693000.0,-198264000.0,219882029.0,4815338.0,-3502389.0,-43991841.0,17745106.0,128248570.0,-37334815.0,-23952880998.0,23946484791.0,-1294894.0,2991236.0,329863.0
,accountsReceivables,-3062000.0,3170000.0,-3594000.0,-5832000.0,-519000.0,-1510000.0,-10044000.0,-1690492.0,-507368.0,0.0,0.0,0.0,0.0,-2133702.0,-15195047.0,-8562784.0,1106977.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2403868.0,5925298.0,1793396.0,3102015.0,0.0
,otherWorkingCapital,-7618000.0,70576000.0,33637000.0,24433000.0,5624000.0,20317000.0,218581000.0,-1301029.0,-6116367.0,-2613978.0,41377863.0,23632757.0,-104615813.0,-67280998.0,23885600000.0,-60884791.0,-59589897.0,-4599074.0
,otherNonCashItems,-1135000.0,-7401000.0,-12050000.0,-11286000.0,-18013000.0,-17400000.0,-12733000.0,-6296676.0,-4466181.0,-2690710.0,-547063.0,469965.0,975835.0,-4219659.0,-2041351.0,-6792091.0,-2256913.0,-642440.0
,netCashProvidedByOperatingActivites,95515000.0,137962000.0,154383000.0,153658000.0,154933000.0,169337000.0,42179000.0,52096834.0,23272353.0,32226955.0,30265606.0,20991287.0,40568112.0,37651721.0,30410121.0,23523180.0,12543395.0,4449726.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16368190.0,-39032155.0,-36806704.0,-117851086.0,-102807665.0,-217941296.0,-178489599.0,-155058190.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-166000000.0,86000000.0,-407000000.0,-66000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13419350.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,127267000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,243000.0,-542000.0,-777000.0,-4276000.0,-2524000.0,4562000.0,-17170000.0,-2395625.0,20829889.0,423698.0,3080280.0,-4621080.0,2502846.0,6120243.0,-2122276.0,130221174.0,-72243233.0,1665373.0
,netCashUsedForInvestingActivites,-80840000.0,416594000.0,148333000.0,-126000.0,-82657000.0,-84397000.0,186926000.0,-514898990.0,-71624612.0,-86539007.0,-36397170.0,-54847134.0,-95688545.0,-96687422.0,-220063572.0,-205972701.0,-227301423.0,-92502030.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-302477000.0,-470515000.0,-551379000.0,-129156000.0,-589501000.0,-835019000.0,-285244000.0,-342033168.0,-322646717.0,-137272149.0,-106653937.0,-112472694.0,-218194446.0,-154507969.0,-218025537.0,-188560885.0,-186218625.0,-29921150.0
,commonStockIssued,72000.0,350000.0,76000.0,0.0,4402000.0,0.0,0.0,314771835.0,63038208.0,0.0,0.0,87537730.0,48335133.0,486355.0,526799.0,133238662.0,0.0,0.0
,commonStockRepurchased,-1336000.0,-533000.0,-350000.0,-808000.0,-1125000.0,-103502000.0,-14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-38128000.0,-133258000.0,-106316000.0,-101128000.0,-94669000.0,-97961000.0,-55112000.0,-29050067.0,-23136467.0,-20941617.0,-15546044.0,-23724124.0,0.0,-29458280.0,-28185926.0,-23352244.0,-13484659.0,-9908843.0
,otherFinancingActivites,-4033000.0,-18293000.0,-30917000.0,-15932000.0,-13690000.0,-42707000.0,-9538000.0,-3825164.0,-6737596.0,-4102617.0,-2481149.0,-981163.0,-33558432.0,-1334720.0,-1720576.0,633392.0,210026739.0,13870060.0
,netCashUsedProvidedByFinancingActivities,-20902000.0,-547249000.0,-289386000.0,-149324000.0,-86282000.0,-94886000.0,-203413000.0,468453775.0,50792511.0,48959974.0,1567716.0,43896348.0,46036040.0,54085375.0,198397210.0,187555180.0,222671726.0,86748938.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
