date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,1760303000.0,1840778000.0,2008821000.0,1866131000.0,1562662000.0,1436849000.0,1293183000.0,1149890000.0,1077435000.0,889065000.0,773956000.0,692695000.0,602718000.0,577721000.0,511631000.0,466291000.0,442568000.0,379718179.0,328499982.0,284189510.0,254668213.0,232400000.0,204900000.0,181400000.0,162500000.0,148700000.0,136400000.0,114300000.0,99300000.0,82900000.0,65800000.0,55400000.0,37800000.0,33300000.0,29200000.0,20800000.0
,costOfRevenue,1492317000.0,1612877000.0,1771981000.0,1612510000.0,1339492000.0,1236108000.0,1155293000.0,995104000.0,930814000.0,766958000.0,665149000.0,597715000.0,521269000.0,493364000.0,438617000.0,406114000.0,388719000.0,334609420.0,289858898.0,252029939.0,226899572.0,203600000.0,172300000.0,152300000.0,137000000.0,124700000.0,112300000.0,94200000.0,83000000.0,73500000.0,51200000.0,43600000.0,30500000.0,24200000.0,24300000.0,16800000.0
,grossProfit,267986000.0,227901000.0,236840000.0,253621000.0,223170000.0,200741000.0,137890000.0,154786000.0,146621000.0,122107000.0,108807000.0,94980000.0,81449000.0,84357000.0,73014000.0,60177000.0,53849000.0,45108759.0,38641084.0,32159571.0,27768641.0,28800000.0,32600000.0,29100000.0,25500000.0,24000000.0,24100000.0,20100000.0,16300000.0,9400000.0,14600000.0,11800000.0,7300000.0,9100000.0,4900000.0,4000000.0
,grossProfitRatio,0.152238563474584,0.123806890347451,0.117900002040998,0.13590739342522,0.142813993045201,0.139709183080477,0.106628373555792,0.134609397420623,0.136083383220333,0.137343163885655,0.140585511321057,0.137116624199684,0.135136166499092,0.146016848963427,0.142708319081526,0.129054603241324,0.121673957448347,0.11879536323174,0.117628877069467,0.11316241405251,0.109038504149711,0.123924268502582,0.159102000976086,0.160418963616318,0.156923076923077,0.161398789509079,0.176686217008798,0.175853018372703,0.164149043303122,0.113389626055489,0.221884498480243,0.212996389891697,0.193121693121693,0.273273273273273,0.167808219178082,0.192307692307692
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,150778000.0,150022000.0,136603000.0,126732000.0,105417000.0,111689000.0,107810000.0,91998000.0,79277000.0,65306000.0,57310000.0,50269000.0,39523000.0,40284000.0,37196000.0,32576000.0,31523000.0,29044719.0,25147855.0,21871673.0,19618789.0,18800000.0,17400000.0,17700000.0,13000000.0,11900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
