date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,revenue,602723000.0,647770000.0,644182000.0,543013000.0
,costOfRevenue,331412000.0,321610000.0,308961000.0,229408000.0
,grossProfit,271311000.0,326160000.0,335221000.0,313605000.0
,grossProfitRatio,0.45014210507978,0.503512049029748,0.520382438503404,0.577527609836229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,78312000.0,88984000.0,69758000.0,76382000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0
,operatingExpenses,300750000.0,280564000.0,281194000.0,238041000.0
,costAndExpenses,632162000.0,602174000.0,590155000.0,467449000.0
,interestExpense,59447000.0,49428000.0,70847000.0,58141000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,221756000.0,191580000.0,211436000.0,161659000.0
,EBITDA,192317000.0,237176000.0,265463000.0,237223000.0
,EBITDARatio,0.31908024084032,0.366142303595412,0.412093166217001,0.436864310799189
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-29439000.0,45596000.0,54027000.0,75564000.0
,operatingIncomeRatio,-0.048843332675209,0.0703891813452306,0.0838691549903599,0.139156889429903
,totalOtherIncomeExpensesNet,20675000.0,74506000.0,52188000.0,-108207000.0
,incomeBeforeTax,-71526000.0,72842000.0,45875000.0,-88996000.0
,incomeBeforeTaxRatio,-0.118671429495805,0.112450406780184,0.0712143462561823,-0.16389294547276
,incomeTaxExpense,-4265000.0,-1302000.0,-738000.0,-9912000.0
,netIncome,-62303000.0,65571000.0,39924000.0,-71753000.0
,netIncomeRatio,-0.103369209404652,0.101225743705328,0.0619762737859797,-0.132138641248
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.476734487745529,0.48,0.31,-0.7
,EPSDiluted,-0.476734487745529,0.48,0.31,-0.7
,weightedAverageShsOut,130687000.0,130687000.0,119176000.0,105359000.0
,weightedAverageShsOutDil,130687000.0,130687000.0,119176000.0,105359000.0
