Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,9736000.0,9005000.0,9878000.0,19332000.0,32611000.0,270000.0
Short-term investments,40000.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,9776000.0,9005000.0,9878000.0,19332000.0,32611000.0,270000.0
Receivables,213000.0,95000.0,663000.0,1060000.0,274000.0,29000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,10277000.0,9114000.0,10541000.0,20392000.0,32885000.0,299000.0
Property Plant & Equipment Net,685000.0,388000.0,71000.0,91000.0,60000.0,2000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,56000.0,27000.0,0.0,0.0,0.0,5000.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,757000.0,426000.0,89000.0,124000.0,69000.0,7000.0
Total assets,11034000.0,9540000.0,10630000.0,20516000.0,32954000.0,306000.0
Payables,186000.0,62000.0,1931000.0,2514000.0,2280000.0,131000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,1130000.0,696000.0,1931000.0,2514000.0,2280000.0,131000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,198000.0,351000.0,0.0,70000.0,0.0,0.0
Total liabilities,1328000.0,1047000.0,1931000.0,2584000.0,2280000.0,131000.0
Other comprehensive income,-2251000.0,-1503000.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-16289000.0,-12047000.0,-39809000.0,-23787000.0,-8422000.0,-1400000.0
Total shareholders equity,9706000.0,8493000.0,8699000.0,17932000.0,30674000.0,175000.0
Investments,96000.0,27000.0,0.0,0.0,0.0,5000.0
Net Debt,-9776000.0,-9005000.0,,,,
Other Assets,288000.0,14000.0,,,,
Other Liabilities,944000.0,634000.0,0.0,0.0,0.0,0.0
