date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,237416000.0,263790000.0,250821000.0,204369000.0,159344000.0,139626000.0,119297000.0,106746000.0,102506000.0,94558000.0,80420000.0,65715000.0,56711000.0
,costOfRevenue,114784000.0,176640000.0,165787000.0,138317000.0,111419000.0,96525000.0,84886000.0,65647000.0,56830000.0,52931000.0,45469000.0,38097000.0,33989000.0
,grossProfit,122632000.0,87150000.0,85034000.0,66052000.0,47925000.0,43101000.0,34411000.0,41099000.0,45676000.0,41627000.0,34951000.0,27618000.0,22722000.0
,grossProfitRatio,0.516527950938437,0.330376435801206,0.339022649618652,0.323199702498911,0.300764383974295,0.308688926131236,0.288448158796952,0.385016768778221,0.445593428677346,0.44022716216502,0.434605819447899,0.420269344898425,0.400663010703391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,34575000.0,31372000.0,26754000.0,22126000.0,19147000.0,14879000.0,11432000.0,10772000.0,9433000.0,8475000.0,7374000.0,6763000.0
,GeneralAndAdministrativeExpenses,127461000.0,27265000.0,30302000.0,35568000.0,29719000.0,22356000.0,17460000.0,15067000.0,12700000.0,11953000.0,10645000.0,8214000.0,7945000.0
,SellingAndMarketingExpenses,0.0,24443000.0,22647000.0,20933000.0,18729000.0,19653000.0,16382000.0,14244000.0,10255000.0,7409000.0,5985000.0,5901000.0,7549000.0
,otherExpenses,-50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,131749000.0,90854000.0,88031000.0,86753000.0,74022000.0,64732000.0,52437000.0,42993000.0,34830000.0,30450000.0,27596000.0,25337000.0,28229000.0
,costAndExpenses,246533000.0,267494000.0,253818000.0,225070000.0,185441000.0,161257000.0,137323000.0,108640000.0,91660000.0,83381000.0,73065000.0,63434000.0,62218000.0
,interestExpense,9004000.0,8618000.0,1887000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,4288000.0,4571000.0,3710000.0,3498000.0,3448000.0,3576000.0,3716000.0,2250000.0,1103000.0,1655000.0,2491000.0,3848000.0,5972000.0
,EBITDA,-4829000.0,867000.0,713000.0,-17203000.0,-22649000.0,-18055000.0,-14310000.0,356000.0,11949000.0,12832000.0,9846000.0,6129000.0,465000.0
,EBITDARatio,-0.0203398254540553,0.00328670533378824,0.0028426646891608,-0.0841761715328646,-0.142139019981926,-0.129309727414665,-0.119952723035785,0.00333501957918798,0.116568786217392,0.135705069904186,0.122432230788361,0.0932663775393746,0.00819946747544568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-9117000.0,-3704000.0,-2997000.0,-20701000.0,-26097000.0,-21631000.0,-18026000.0,-1894000.0,10846000.0,11177000.0,7355000.0,2281000.0,-5507000.0
,operatingIncomeRatio,-0.0384009502308185,-0.0140414723833352,-0.0119487602712692,-0.101292270354114,-0.163777738728788,-0.154921003251543,-0.151101871798956,-0.0177430536038821,0.105808440481533,0.118202584657036,0.0914573489181796,0.0347104922772579,-0.0971063814780201
,totalOtherIncomeExpensesNet,-50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137000.0,-154000.0,200000.0
,incomeBeforeTax,-17583000.0,-10305000.0,-4884000.0,-20854000.0,-26556000.0,-21697000.0,-18067000.0,-1857000.0,10989000.0,11001000.0,7218000.0,2127000.0,-5307000.0
,incomeBeforeTaxRatio,-0.0740598780200155,-0.039065165472535,-0.0194720537754016,-0.102040916185919,-0.166658299026007,-0.155393694584103,-0.151445551857968,-0.0173964364004272,0.107203480771857,0.11634129317456,0.0897537925889082,0.0323670394887012,-0.0935797288004091
,incomeTaxExpense,157000.0,-28000.0,-5153000.0,-2078000.0,427000.0,481000.0,700000.0,1286000.0,2965000.0,4064000.0,-9063000.0,706000.0,272000.0
,netIncome,-17093000.0,-10296000.0,-1220000.0,-19366000.0,-27331000.0,-22292000.0,-19521000.0,-3793000.0,7295000.0,6295000.0,15734000.0,1027000.0,-5911000.0
,netIncomeRatio,-0.0719959901607305,-0.0390310474240873,-0.00486402653685297,-0.0947599684883715,-0.171521990159655,-0.159655078567029,-0.163633620292212,-0.0355329473703933,0.0711665658595594,0.0665728970578904,0.195647848793832,0.0156280909990109,-0.104230219886794
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.38,-0.23,-0.03,-0.49,-0.72,-0.6,-0.55,-0.11,0.2,0.19,1.84,-0.71741,-1.893033
,EPSDiluted,-0.38,-0.23,-0.03,-0.49,-0.72,-0.6,-0.55,-0.11,0.19,0.17,0.49,-0.71741,-1.893033
,weightedAverageShsOut,44505000.0,43977000.0,42066000.0,39824000.0,38025000.0,36849000.0,35753000.0,35578000.0,34774000.0,24014000.0,5834000.0,5899000.0,5899000.0
,weightedAverageShsOutDil,44505000.0,43977000.0,42066000.0,39824000.0,38025000.0,36849000.0,35753000.0,35578000.0,37317000.0,27481000.0,31899000.0,5899000.0,5899000.0
