date,,2020-12-31_FY,2019-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-05-05_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,953000000.0,619000000.0,-171000000.0,63000000.0,-85000000.0,-58000000.0,-2230000000.0,829000000.0,1425000000.0,112000000.0,0.0,356000000.0
,depreciationAndAmortization,570000000.0,583000000.0,823000000.0,809000000.0,777000000.0,786000000.0,799000000.0,0.0,693941797.630261,692000000.0,0.0,333000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74000000.0,299000000.0,138000000.0,0.0,-62000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,874000000.0,-165000000.0,-156000000.0,-76000000.0,89000000.0,-43000000.0,-250000000.0,-195000000.0,-131000000.0,-314000000.0,828000000.0,-16000000.0
,accountsReceivables,-163000000.0,0.0,-86000000.0,-131000000.0,108000000.0,52000000.0,69000000.0,-117000000.0,-13000000.0,-142000000.0,0.0,0.0
,inventory,0.0,-67000000.0,-67000000.0,-48000000.0,99000000.0,64000000.0,-142000000.0,-324000000.0,-244000000.0,-215000000.0,0.0,-54000000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79000000.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828000000.0,0.0
,otherNonCashItems,0.0,236000000.0,609000000.0,292000000.0,330000000.0,353000000.0,3681000000.0,88000000.0,56000000.0,112000000.0,0.0,0.0
,netCashProvidedByOperatingActivites,0.0,1047000000.0,997000000.0,1186000000.0,1139000000.0,1220000000.0,1246000000.0,1700000000.0,2550000000.0,1038000000.0,0.0,584000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1758000000.0,-1393000000.0,-973000000.0,123000000.0,-261000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,819000000.0,105000000.0,2000000.0,-20000000.0,-2000000.0,-43000000.0,-354000000.0,0.0
,purchasesOfInvestments,0.0,-9000000.0,-91000000.0,-73000000.0,-86000000.0,-79000000.0,-91000000.0,-97000000.0,-147000000.0,-1098000000.0,0.0,-34000000.0
,salesMaturitiesOfInvestments,0.0,3000000.0,78000000.0,61000000.0,81000000.0,73000000.0,81000000.0,86000000.0,91000000.0,142000000.0,0.0,158000000.0
,otherInvestingActivites,0.0,20000000.0,-14000000.0,4000000.0,-22000000.0,-10000000.0,-30000000.0,-112000000.0,-40000000.0,16000000.0,0.0,55000000.0
,netCashUsedForInvestingActivites,-445000000.0,-689000000.0,-862000000.0,-702000000.0,139000000.0,-943000000.0,-2040000000.0,-2651000000.0,-1603000000.0,-1887000000.0,0.0,-81000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-131000000.0,-174000000.0,-767000000.0,-1333000000.0,-1288000000.0,-761000000.0,-1486000000.0,-217000000.0,-268000000.0,-2708000000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,10000000.0,798000000.0,0.0,18000000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20000000.0,0.0,0.0
,dividendsPaid,0.0,-43000000.0,-58000000.0,-15000000.0,-5000000.0,-17000000.0,-62000000.0,-215000000.0,-131000000.0,-67000000.0,0.0,-260000000.0
,otherFinancingActivites,-160000000.0,-128000000.0,-138000000.0,-202000000.0,-312000000.0,-254000000.0,-236000000.0,-266000000.0,-39000000.0,-109000000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-329000000.0,-177000000.0,-148000000.0,-763000000.0,-1186000000.0,-421000000.0,560000000.0,736000000.0,-319000000.0,230000000.0,0.0,-356000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,25000000.0,0.0,3000000.0,10000000.0,-17000000.0,-16000000.0,-30000000.0,-5000000.0,-102000000.0,105000000.0,0.0,75000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,874000000.0,127000000.0,-10000000.0,-269000000.0,16000000.0,-160000000.0,-264000000.0,-220000000.0,526000000.0,-514000000.0,0.0,222000000.0
,cashAtEndOfPeriod,0.0,456000000.0,205000000.0,215000000.0,484000000.0,468000000.0,628000000.0,892000000.0,1112000000.0,586000000.0,0.0,413000000.0
,cashAtBeginningOfPeriod,0.0,329000000.0,215000000.0,484000000.0,468000000.0,628000000.0,892000000.0,1112000000.0,586000000.0,1100000000.0,0.0,191000000.0
,operatingCashFlow,0.0,1047000000.0,997000000.0,1186000000.0,1139000000.0,1220000000.0,1246000000.0,1700000000.0,2550000000.0,1038000000.0,0.0,584000000.0
,capitalExpenditure,-718000000.0,-703000000.0,-830000000.0,-711000000.0,-667000000.0,-1018000000.0,-1569000000.0,-1837000000.0,-1409000000.0,-973000000.0,0.0,-261000000.0
,freeCashFlow,0.0,344000000.0,167000000.0,475000000.0,472000000.0,202000000.0,-323000000.0,-137000000.0,1141000000.0,65000000.0,0.0,323000000.0
