Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,5414000.0,5642000.0,9772000.0,13233000.0,14803000.0,30123000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,5414000.0,5642000.0,9772000.0,13233000.0,14803000.0,30123000.0
Receivables,113148000.0,80695000.0,68181000.0,41246000.0,74092000.0,91092000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,157533000.0,87643000.0,78989000.0,103595000.0,134904000.0,125763000.0
Property, Plant & Equipment Net,1575881000.0,1481330000.0,1044671000.0,938594000.0,1189346000.0,1315034000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1592591000.0,1488808000.0,1049838000.0,957841000.0,1191878000.0,1318650000.0
Total assets,1750124000.0,1576451000.0,1128827000.0,1061436000.0,1326782000.0,1444413000.0
Payables,4149000.0,2464000.0,4142000.0,5036000.0,5434000.0,30722000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,64766000.0,59734000.0,71331000.0,63039000.0,98572000.0,97805000.0
Long-term debt,410000000.0,388000000.0,316000000.0,66000000.0,394000000.0,451000000.0
Total debt,410000000.0,388000000.0,316000000.0,66000000.0,394000000.0,451000000.0
Deferred revenue,0.0,0.0,518000.0,3257000.0,3917000.0,9163000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,482734000.0,426174000.0,331835000.0,87744000.0,413828000.0,468813000.0
Total liabilities,547500000.0,485908000.0,403166000.0,150783000.0,512400000.0,566618000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),0.0,0.0,0.0,1000000.0,,
Total shareholders equity,904263000.0,767254000.0,670625000.0,830347000.0,653217000.0,712313000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,404586000.0,382358000.0,306228000.0,52767000.0,379197000.0,420877000.0
Other Assets,38971000.0,1306000.0,1036000.0,49116000.0,46009000.0,4548000.0
Other Liabilities,60617000.0,57270000.0,67189000.0,58003000.0,93138000.0,67083000.0
