date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2013-02-12_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-03-17_FY,2009-12-31_FY,2009-02-24_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-184522000.0,-65004000.0,57821000.0,16006000.0,-96378000.0,-127110000.0,63269000.0,38647000.0,1766000.0,-18791000.0,13743000.0,1766000.0,55143000.0,-18780000.0,58349000.0,-52403000.0,56702000.0,1246000.0,19117000.0,11167000.0,56710000.0,-118527000.0,-19718000.0,8449000.0,-36680000.0,-83960000.0,-6485000.0,1513000.0,-1200000.0,-2400000.0,-2500000.0,-4000000.0,0.0
,depreciationAndAmortization,24432000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16212000.0,0.0,0.0,0.0,14292000.0,0.0,14939000.0,24371000.0,14963000.0,15984000.0,10503000.0,9061000.0,12481000.0,10979000.0,31985000.0,37948000.0,36147000.0,32797000.0,31841000.0,0.0,-5600000.0,-4300000.0,-2400000.0,-1000000.0,-400000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377000.0,0.0,1897000.0,4938000.0,-13116000.0,-4389000.0,-4135000.0,0.0,0.0,0.0,200000.0,0.0,0.0
,stockBasedCompensation,1312000.0,1911000.0,2366000.0,3238000.0,3194000.0,3912000.0,2703000.0,2114000.0,1560000.0,2091000.0,1987000.0,1560000.0,996000.0,1239000.0,998000.0,1404000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,28550804.732,-14919000.0,20729000.0,-27183000.0,-4783000.0,40471000.0,320000.0,-28377000.0,16660000.0,-16660000.0,-5908000.0,17099000.0,-8569000.0,-28779000.0,37348000.0,-37348000.0,15067000.0,1161000.0,13324000.0,-15760000.0,47553000.0,-45003000.0,8835000.0,-6524000.0,-57994000.0,59833000.0,-15577000.0,3833000.0,3900000.0,-2700000.0,8600000.0,-5900000.0,0.0
,accountsReceivables,9596000.0,19991000.0,-7543000.0,-18569000.0,-4018000.0,12097000.0,11881000.0,-13215000.0,-3976000.0,-7506000.0,-182000.0,-3976000.0,112000.0,-803000.0,2357000.0,-1838000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800000.0,-800000.0,-1900000.0,-400000.0,100000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47000.0,78000.0,201000.0,-76000.0,-538000.0,57000.0,0.0,0.0,-82000.0,0.0,0.0,200000.0,-200000.0,-400000.0
,accountsPayables,-15304000.0,-10491000.0,11576000.0,6231000.0,-3535000.0,-45970000.0,1596000.0,27294000.0,14210000.0,22024000.0,756000.0,14210000.0,1063000.0,-1545000.0,-5406000.0,4082000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,1300000.0,1000000.0,900000.0,0.0
,otherWorkingCapital,-195.268,-28551000.0,-13632000.0,-34361000.0,-7178000.0,-2395000.0,-42866000.0,-43186000.0,-14809000.0,-31469000.0,-14809000.0,-8901000.0,-26000000.0,-17431000.0,11348000.0,-26000000.0,11348000.0,-3719000.0,-4880000.0,-18204000.0,-2444000.0,-49997000.0,-4994000.0,-13829000.0,-7305000.0,50689000.0,-9144000.0,6433000.0,2600000.0,-1300000.0,1400000.0,-7200000.0,-1300000.0
,otherNonCashItems,0.0,284000.0,956000.0,874000.0,1550000.0,1208000.0,1493000.0,2005000.0,0.0,1411000.0,-7228000.0,-9911000.0,0.0,55322000.0,0.0,-5484000.0,7549000.0,0.0,-4132000.0,9232000.0,0.0,7891000.0,0.0,0.0,0.0,61435000.0,5245000.0,7650000.0,11200000.0,8500000.0,5400000.0,2100000.0,300000.0
,netCashProvidedByOperatingActivites,15985000.0,73647000.0,80000000.0,38123000.0,26872000.0,6979000.0,96203000.0,51654000.0,24102000.0,51375000.0,24495000.0,24102000.0,0.0,44136000.0,0.0,43387000.0,18332000.0,15561000.0,16967000.0,30265000.0,23850000.0,9612000.0,16263000.0,21372000.0,3882000.0,4845000.0,36641000.0,13544000.0,4400000.0,4300000.0,700000.0,500000.0,-100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15000000.0,0.0,0.0,0.0,-26908000.0,-26346000.0,-35350000.0,-9269000.0,-18349000.0,-15896000.0,-57056000.0,-74412000.0,-128708000.0,0.0,0.0,0.0,-12300000.0,-29200000.0,-18100000.0,-5500000.0,-2800000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34482000.0,0.0,0.0,0.0,335000.0,0.0,0.0,0.0,0.0,0.0
