Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,8000000.0,33000000.0,21000000.0,31000000.0,25000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,33000000.0,38000000.0,61000000.0,44000000.0,41000000.0
Inventories,4000000.0,20000000.0,17000000.0,18000000.0,25000000.0
Total current assets,14000000.0,30000000.0,40000000.0,57000000.0,75000000.0
Property, Plant & Equipment Net,5000000.0,7000000.0,6000000.0,10000000.0,15000000.0
Goodwill and Intangible Assets,7000000,18000000,30000000,43000000,57000000
Long-term investments,,,,,
Tax assets,1000000.0,1000000.0,1000000.0,1000000.0,3000000.0
Total non-current assets,7000000.0,6000000.0,3000000.0,3000000.0,21000000.0
Total assets,66000000.0,128000000.0,167000000.0,161000000.0,176000000.0
Payables,18000000.0,21000000.0,43000000.0,34000000.0,35000000.0
Short-term debt,16000000.0,25000000.0,15000000.0,28000000.0,15000000.0
Total current liabilities,53000000.0,66000000.0,98000000.0,80000000.0,74000000.0
Long-term debt,000000.0,000000.0,000000.0,000000.0,18000000.0
Total debt,000000.0,000000.0,000000.0,000000.0,18000000.0
Deferred revenue,1000000.0,2000000.0,000000.0,000000.0,000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,7000000.0,6000000.0,3000000.0,3000000.0,21000000.0
Total liabilities,59000000.0,72000000.0,101000000.0,83000000.0,95000000.0
Other comprehensive income,1000000.0,-1000000.0,-0000000.0,1000000.0,2000000.0
Retained earnings (deficit),-336000000.0,-282000000.0,-271000000.0,-257000000.0,-229000000.0
Total shareholders equity,7000000.0,57000000.0,66000000.0,78000000.0,81000000.0
Investments,,,,,
Net Debt,8000000,-8000000,-6000000,-3000000,8000000
Other Assets,9000000,11000000,31000000,13000000,8000000
Other Liabilities,6000000,3000000,2000000,2000000,4000000
